,NOSE,LEFT_EYE_INNER,LEFT_EYE,LEFT_EYE_OUTER,RIGHT_EYE_INNER,RIGHT_EYE,RIGHT_EYE_OUTER,LEFT_EAR,RIGHT_EAR,MOUTH_LEFT,MOUTH_RIGHT,LEFT_SHOULDER,RIGHT_SHOULDER,LEFT_ELBOW,RIGHT_ELBOW,LEFT_WRIST,RIGHT_WRIST,LEFT_PINKY,RIGHT_PINKY,LEFT_INDEX,RIGHT_INDEX,LEFT_THUMB,RIGHT_THUMB,LEFT_HIP,RIGHT_HIP,LEFT_KNEE,RIGHT_KNEE,LEFT_ANKLE,RIGHT_ANKLE,LEFT_HEEL,RIGHT_HEEL,LEFT_FOOT_INDEX,RIGHT_FOOT_INDEX,WRIST,THUMB_CPC,THUMB_MCP,THUMB_IP,THUMB_TIP,INDEX_FINGER_MCP,INDEX_FINGER_PIP,INDEX_FINGER_DIP,INDEX_FINGER_TIP,MIDDLE_FINGER_MCP,MIDDLE_FINGER_PIP,MIDDLE_FINGER_DIP,MIDDLE_FINGER_TIP,RING_FINGER_PIP,RING_FINGER_DIP,RING_FINGER_TIP,RING_FINGER_MCP,PINKY_MCP,PINKY_PIP,PINKY_DIP,PINKY_TIP
0,"x: 257.64654541015625
y: 288.86492919921875
z: -0.10345198214054108
visibility: 0.9989336133003235
","x: 260.7199401855469
y: 286.3840026855469
z: -0.09414147585630417
visibility: 0.9981752634048462
","x: 261.7760009765625
y: 287.4851379394531
z: -0.09416545927524567
visibility: 0.9979135394096375
","x: 262.82293701171875
y: 288.6063232421875
z: -0.09423516690731049
visibility: 0.9985471367835999
","x: 258.167236328125
y: 283.4710693359375
z: -0.08899406343698502
visibility: 0.9977253079414368
","x: 257.43377685546875
y: 282.5613708496094
z: -0.08899692445993423
visibility: 0.9963445067405701
","x: 256.7329406738281
y: 281.582763671875
z: -0.08906225860118866
visibility: 0.997159481048584
","x: 264.3687744140625
y: 292.0887451171875
z: -0.03274066373705864
visibility: 0.9954298734664917
","x: 256.718994140625
y: 283.8870849609375
z: -0.009992504492402077
visibility: 0.9919999837875366
","x: 258.6447448730469
y: 293.78521728515625
z: -0.07954659312963486
visibility: 0.9907585382461548
","x: 255.44618225097656
y: 291.47833251953125
z: -0.07357712090015411
visibility: 0.9915538430213928
","x: 265.08966064453125
y: 313.5464172363281
z: -0.03222336247563362
visibility: 0.9979337453842163
","x: 246.30740356445312
y: 303.1727294921875
z: 0.06380254030227661
visibility: 0.9980508089065552
","x: 252.3191680908203
y: 338.9227600097656
z: -0.007389097008854151
visibility: 0.9051675796508789
","x: 240.98614501953125
y: 307.6830139160156
z: 0.13741369545459747
visibility: 0.7140316963195801
","x: 249.64041137695312
y: 310.02911376953125
z: 0.06300148367881775
visibility: 0.7894433736801147
","x: 252.794921875
y: 291.13897705078125
z: 0.230739027261734
visibility: 0.48463693261146545
","x: 249.4502716064453
y: 301.8599853515625
z: 0.061191193759441376
visibility: 0.6937040686607361
","x: 255.8143310546875
y: 286.74835205078125
z: 0.23788639903068542
visibility: 0.29624226689338684
","x: 251.58010864257812
y: 301.13128662109375
z: 0.0558687262237072
visibility: 0.6812030076980591
","x: 256.67742919921875
y: 289.4744567871094
z: 0.23834088444709778
visibility: 0.2800770103931427
","x: 250.90206909179688
y: 304.23626708984375
z: 0.06272020190954208
visibility: 0.637012243270874
","x: 255.9853057861328
y: 291.94085693359375
z: 0.23083586990833282
visibility: 0.295339435338974
","x: 258.0525817871094
y: 393.11346435546875
z: -0.036474645137786865
visibility: 0.9996108412742615
","x: 243.90740966796875
y: 393.4602355957031
z: 0.036541614681482315
visibility: 0.999714195728302
","x: 258.6424560546875
y: 444.8647766113281
z: -0.04008052125573158
visibility: 0.972772479057312
","x: 240.9245147705078
y: 441.0220947265625
z: 0.028381939977407455
visibility: 0.9369402527809143
","x: 267.1090087890625
y: 498.3705139160156
z: 0.03870178014039993
visibility: 0.9671961069107056
","x: 235.9933319091797
y: 495.1959228515625
z: 0.13288748264312744
visibility: 0.9669404625892639
","x: 266.7897644042969
y: 504.9418640136719
z: 0.04469261318445206
visibility: 0.8828626871109009
","x: 238.5808868408203
y: 504.9890441894531
z: 0.14072586596012115
visibility: 0.9097105860710144
","x: 268.6280212402344
y: 512.6568603515625
z: -0.01957361400127411
visibility: 0.9672501087188721
","x: 225.13265991210938
y: 512.9644165039062
z: 0.08130858093500137
visibility: 0.9648297429084778
",,,,,,,,,,,,,,,,,,,,,
1,"x: 256.52655029296875
y: 290.2970275878906
z: -0.13316041231155396
visibility: 0.99817955493927
","x: 259.7013854980469
y: 287.172607421875
z: -0.12949693202972412
visibility: 0.9966886043548584
","x: 260.7293395996094
y: 288.037353515625
z: -0.12955205142498016
visibility: 0.9961898922920227
","x: 261.78704833984375
y: 288.9706726074219
z: -0.12957166135311127
visibility: 0.9968340396881104
","x: 257.3721923828125
y: 285.4745178222656
z: -0.11724239587783813
visibility: 0.9961334466934204
","x: 256.79241943359375
y: 285.1737060546875
z: -0.11725318431854248
visibility: 0.9938575625419617
","x: 256.2558898925781
y: 284.8916015625
z: -0.11729514598846436
visibility: 0.9951269030570984
","x: 264.1138000488281
y: 293.65716552734375
z: -0.09503737092018127
visibility: 0.9915774464607239
","x: 256.8134460449219
y: 287.84619140625
z: -0.039394643157720566
visibility: 0.9864645004272461
","x: 257.9541320800781
y: 296.6287536621094
z: -0.12001464515924454
visibility: 0.988460123538971
","x: 254.91293334960938
y: 294.65557861328125
z: -0.10411594063043594
visibility: 0.9897641539573669
","x: 265.1407165527344
y: 321.4262390136719
z: -0.13088086247444153
visibility: 0.99681556224823
","x: 246.8996124267578
y: 316.4745788574219
z: 0.040299560874700546
visibility: 0.9977814555168152
","x: 247.429443359375
y: 340.70428466796875
z: -0.18811418116092682
visibility: 0.9104462265968323
","x: 231.26927185058594
y: 313.8099365234375
z: 0.09185997396707535
visibility: 0.7014400362968445
","x: 233.8670654296875
y: 320.57861328125
z: -0.23015375435352325
visibility: 0.803095817565918
","x: 221.28863525390625
y: 295.45703125
z: 0.05658697336912155
visibility: 0.5115137100219727
","x: 229.31341552734375
y: 318.3233337402344
z: -0.25940456986427307
visibility: 0.7129989862442017
","x: 218.6001434326172
y: 290.9248046875
z: 0.04778868332505226
visibility: 0.33486154675483704
","x: 231.0472412109375
y: 314.5548400878906
z: -0.26162290573120117
visibility: 0.7014262080192566
","x: 219.32919311523438
y: 289.5582275390625
z: 0.0291754100471735
visibility: 0.32166171073913574
","x: 232.19924926757812
y: 316.0147399902344
z: -0.23252587020397186
visibility: 0.656121551990509
","x: 220.41233825683594
y: 291.9966735839844
z: 0.04568604379892349
visibility: 0.3358698785305023
","x: 258.67169189453125
y: 404.39434814453125
z: -0.039607442915439606
visibility: 0.999289333820343
","x: 244.0733184814453
y: 400.9660339355469
z: 0.039551764726638794
visibility: 0.9996557831764221
","x: 260.5121154785156
y: 451.0386962890625
z: -0.009271074086427689
visibility: 0.9730311036109924
","x: 237.05172729492188
y: 445.00250244140625
z: 0.03441644087433815
visibility: 0.941932201385498
","x: 268.0025329589844
y: 500.1711730957031
z: 0.11979939043521881
visibility: 0.968663215637207
","x: 235.81016540527344
y: 496.0784912109375
z: 0.1562979519367218
visibility: 0.9694308042526245
","x: 267.7139892578125
y: 506.9440002441406
z: 0.128734290599823
visibility: 0.8850091695785522
","x: 238.55113220214844
y: 505.0465087890625
z: 0.16410250961780548
visibility: 0.9158813953399658
","x: 271.52020263671875
y: 514.9833984375
z: 0.05749804526567459
visibility: 0.9683077335357666
","x: 224.408447265625
y: 513.3696899414062
z: 0.09919342398643494
visibility: 0.9669367671012878
",,,,,,,,,,,,,,,,,,,,,
2,"x: 255.758544921875
y: 290.26556396484375
z: -0.12709297239780426
visibility: 0.9982455968856812
","x: 258.7301940917969
y: 286.5063171386719
z: -0.12416905164718628
visibility: 0.9968169927597046
","x: 259.85504150390625
y: 287.2371520996094
z: -0.12422420084476471
visibility: 0.9963347911834717
","x: 261.00360107421875
y: 288.0401916503906
z: -0.1242440789937973
visibility: 0.996942400932312
","x: 256.28924560546875
y: 285.1983642578125
z: -0.11163169145584106
visibility: 0.9963312745094299
","x: 255.7392578125
y: 285.0647888183594
z: -0.11164039373397827
visibility: 0.9941737651824951
","x: 255.2342529296875
y: 284.739501953125
z: -0.11167188733816147
visibility: 0.9953478574752808
","x: 263.5473937988281
y: 292.8387145996094
z: -0.0885816290974617
visibility: 0.9920896887779236
","x: 256.0975341796875
y: 287.43896484375
z: -0.031746216118335724
visibility: 0.9869772791862488
","x: 257.527099609375
y: 296.5885009765625
z: -0.11288635432720184
visibility: 0.9892042279243469
","x: 254.4342041015625
y: 294.5262451171875
z: -0.09695446491241455
visibility: 0.9903864860534668
","x: 265.3149719238281
y: 320.39312744140625
z: -0.11963504552841187
visibility: 0.9967007040977478
","x: 247.73385620117188
y: 315.802490234375
z: 0.046642933040857315
visibility: 0.9978470802307129
","x: 247.29302978515625
y: 339.0093688964844
z: -0.16189730167388916
visibility: 0.9157148003578186
","x: 235.10826110839844
y: 339.5388488769531
z: 0.0705217644572258
visibility: 0.6539101600646973
","x: 232.85565185546875
y: 319.6790771484375
z: -0.16466645896434784
visibility: 0.816106915473938
","x: 233.30799865722656
y: 333.2915954589844
z: -0.00929851271212101
visibility: 0.5077204704284668
","x: 229.59466552734375
y: 316.5589294433594
z: -0.1838410347700119
visibility: 0.7319887280464172
","x: 231.74317932128906
y: 332.1708984375
z: -0.020420879125595093
visibility: 0.3472231924533844
","x: 231.11209106445312
y: 313.6009521484375
z: -0.18515941500663757
visibility: 0.7213665843009949
","x: 232.83782958984375
y: 329.814453125
z: -0.031234407797455788
visibility: 0.33547529578208923
","x: 232.37843322753906
y: 315.22259521484375
z: -0.16455917060375214
visibility: 0.675704300403595
","x: 234.00897216796875
y: 330.3345031738281
z: -0.017185131087899208
visibility: 0.3472614288330078
","x: 258.7602233886719
y: 402.022705078125
z: -0.04125954955816269
visibility: 0.9992605447769165
","x: 244.59033203125
y: 399.63702392578125
z: 0.041230715811252594
visibility: 0.999662458896637
","x: 261.0373840332031
y: 450.4720764160156
z: -0.0330011285841465
visibility: 0.9739477038383484
","x: 237.3504180908203
y: 444.60699462890625
z: 0.0034798949491232634
visibility: 0.9466014504432678
","x: 268.1407165527344
y: 500.2598876953125
z: 0.08062268793582916
visibility: 0.9703820943832397
","x: 235.79010009765625
y: 496.250732421875
z: 0.09268146753311157
visibility: 0.9718538522720337
","x: 267.7079772949219
y: 507.18450927734375
z: 0.08783195912837982
visibility: 0.8880625367164612
","x: 238.5426025390625
y: 505.05224609375
z: 0.09687532484531403
visibility: 0.9214458465576172
","x: 272.358642578125
y: 515.5189208984375
z: 0.020951004698872566
visibility: 0.9698526263237
","x: 224.34841918945312
y: 513.3695068359375
z: 0.03350190818309784
visibility: 0.9691817164421082
",,,,,,,,,,,,,,,,,,,,,
3,"x: 255.4886016845703
y: 291.37274169921875
z: -0.1544736921787262
visibility: 0.9983956813812256
","x: 258.3799743652344
y: 287.6128845214844
z: -0.14754952490329742
visibility: 0.997094988822937
","x: 259.5506286621094
y: 288.1804504394531
z: -0.14761294424533844
visibility: 0.9966515302658081
","x: 260.7296447753906
y: 288.80914306640625
z: -0.14763882756233215
visibility: 0.9972015619277954
","x: 255.73275756835938
y: 286.56787109375
z: -0.1352708637714386
visibility: 0.9966644644737244
","x: 255.1162109375
y: 286.4148254394531
z: -0.13525955379009247
visibility: 0.994698166847229
","x: 254.53321838378906
y: 286.1505432128906
z: -0.13527144491672516
visibility: 0.9957566857337952
","x: 263.3393249511719
y: 293.498291015625
z: -0.09768641740083694
visibility: 0.9928045272827148
","x: 255.41937255859375
y: 289.0096740722656
z: -0.041195593774318695
visibility: 0.988144040107727
","x: 257.4410705566406
y: 298.3638916015625
z: -0.13543696701526642
visibility: 0.9901814460754395
","x: 254.1880645751953
y: 296.0699768066406
z: -0.11935093253850937
visibility: 0.9912588596343994
","x: 264.7339172363281
y: 323.0556640625
z: -0.12272371351718903
visibility: 0.9968249201774597
","x: 248.87083435058594
y: 318.4065856933594
z: 0.04744197800755501
visibility: 0.9979821443557739
","x: 246.07981872558594
y: 341.960693359375
z: -0.1803816705942154
visibility: 0.9210934042930603
","x: 242.3262176513672
y: 349.3040466308594
z: 0.09717874974012375
visibility: 0.597922146320343
","x: 231.5998992919922
y: 319.6514892578125
z: -0.2054954320192337
visibility: 0.8297027349472046
","x: 238.06924438476562
y: 365.812744140625
z: 0.07747877389192581
visibility: 0.47672203183174133
","x: 229.0625762939453
y: 315.07769775390625
z: -0.23066601157188416
visibility: 0.7519411444664001
","x: 236.89227294921875
y: 372.03271484375
z: 0.07325263321399689
visibility: 0.33389848470687866
","x: 230.06175231933594
y: 311.40625
z: -0.22922849655151367
visibility: 0.7423288822174072
","x: 237.9712677001953
y: 371.009033203125
z: 0.05462797358632088
visibility: 0.3241170346736908
","x: 232.50599670410156
y: 313.655517578125
z: -0.20561225712299347
visibility: 0.6965753436088562
","x: 238.99365234375
y: 368.6859436035156
z: 0.06828837841749191
visibility: 0.3351738750934601
","x: 258.9107971191406
y: 404.93145751953125
z: -0.04264994338154793
visibility: 0.9992824196815491
","x: 245.1156463623047
y: 401.7686462402344
z: 0.04265912249684334
visibility: 0.9996796250343323
","x: 261.70343017578125
y: 453.0006408691406
z: -0.044017646461725235
visibility: 0.9750262498855591
","x: 237.7460174560547
y: 445.132080078125
z: -0.011847573332488537
visibility: 0.9508792161941528
","x: 268.3473815917969
y: 500.34259033203125
z: 0.07660098373889923
visibility: 0.9718419909477234
","x: 235.78341674804688
y: 497.55609130859375
z: 0.0778464674949646
visibility: 0.9740806221961975
","x: 267.9219970703125
y: 507.1086120605469
z: 0.08447402715682983
visibility: 0.8864403367042542
","x: 238.535888671875
y: 506.332275390625
z: 0.08216041326522827
visibility: 0.9259337782859802
","x: 272.5760803222656
y: 515.7649536132812
z: 0.016104353591799736
visibility: 0.9710903167724609
","x: 224.34886169433594
y: 513.7054443359375
z: 0.014552557840943336
visibility: 0.9714356660842896
",,,,,,,,,,,,,,,,,,,,,
4,"x: 255.33383178710938
y: 294.42889404296875
z: -0.17733070254325867
visibility: 0.998546838760376
","x: 258.2755432128906
y: 291.45428466796875
z: -0.17299087345600128
visibility: 0.9973693490028381
","x: 259.3677062988281
y: 292.1590576171875
z: -0.17302042245864868
visibility: 0.9969693422317505
","x: 260.4808044433594
y: 292.9216613769531
z: -0.17303960025310516
visibility: 0.997463583946228
","x: 255.81459045410156
y: 289.9805603027344
z: -0.1616474688053131
visibility: 0.9969854354858398
","x: 255.2305145263672
y: 289.64453125
z: -0.16164131462574005
visibility: 0.9952088594436646
","x: 254.66860961914062
y: 289.2508239746094
z: -0.1616658866405487
visibility: 0.9961593747138977
","x: 262.9175109863281
y: 297.5559387207031
z: -0.12788823246955872
visibility: 0.9935010075569153
","x: 255.49020385742188
y: 292.5228271484375
z: -0.07668032497167587
visibility: 0.9893016815185547
","x: 256.9221496582031
y: 301.9481506347656
z: -0.15911225974559784
visibility: 0.99112868309021
","x: 253.90560913085938
y: 299.3059387207031
z: -0.14477841556072235
visibility: 0.9921087622642517
","x: 263.85870361328125
y: 328.024658203125
z: -0.15222103893756866
visibility: 0.9970799088478088
","x: 249.20265197753906
y: 320.6588439941406
z: 0.017819274216890335
visibility: 0.9981604814529419
","x: 243.54544067382812
y: 345.76239013671875
z: -0.20704548060894012
visibility: 0.9282388687133789
","x: 243.9058074951172
y: 348.76605224609375
z: 0.10488122701644897
visibility: 0.5529797077178955
","x: 231.10877990722656
y: 318.762451171875
z: -0.22179576754570007
visibility: 0.8452867865562439
","x: 244.36317443847656
y: 362.1048278808594
z: 0.12300533056259155
visibility: 0.4530658721923828
","x: 227.36546325683594
y: 313.6898498535156
z: -0.2443874180316925
visibility: 0.7738313674926758
","x: 243.8174591064453
y: 368.364990234375
z: 0.13555411994457245
visibility: 0.323029488325119
","x: 228.6034393310547
y: 309.0465087890625
z: -0.2415146827697754
visibility: 0.7651460766792297
","x: 245.26571655273438
y: 367.2173767089844
z: 0.10293938219547272
visibility: 0.3148330748081207
","x: 230.94374084472656
y: 311.9041748046875
z: -0.22062277793884277
visibility: 0.7215954065322876
","x: 245.51840209960938
y: 365.0791015625
z: 0.11431826651096344
visibility: 0.32410842180252075
","x: 259.1383972167969
y: 409.135009765625
z: -0.04261711239814758
visibility: 0.9993179440498352
","x: 245.54331970214844
y: 404.391357421875
z: 0.042598139494657516
visibility: 0.999706506729126
","x: 261.55584716796875
y: 459.3954162597656
z: -0.0348934642970562
visibility: 0.9763528108596802
","x: 237.07159423828125
y: 448.7115173339844
z: -0.024655120447278023
visibility: 0.9552638530731201
","x: 268.6830749511719
y: 501.1634521484375
z: 0.10681214183568954
visibility: 0.9729264378547668
","x: 235.789306640625
y: 499.564697265625
z: 0.0630946010351181
visibility: 0.9763197302818298
","x: 268.7329406738281
y: 507.4307556152344
z: 0.11754614114761353
visibility: 0.8836531639099121
","x: 238.6298828125
y: 508.46331787109375
z: 0.06759746372699738
visibility: 0.930931031703949
","x: 272.7550048828125
y: 516.47705078125
z: 0.0581396110355854
visibility: 0.9721484780311584
","x: 224.32566833496094
y: 514.107421875
z: 0.004349687602370977
visibility: 0.9737486839294434
",,,,,,,,,,,,,,,,,,,,,
5,"x: 254.9918212890625
y: 296.9031066894531
z: -0.15285812318325043
visibility: 0.9986869096755981
","x: 258.122802734375
y: 294.7615966796875
z: -0.14685724675655365
visibility: 0.9976232051849365
","x: 259.1865234375
y: 295.667236328125
z: -0.14689625799655914
visibility: 0.9972602725028992
","x: 260.27703857421875
y: 296.59429931640625
z: -0.14692339301109314
visibility: 0.9977049827575684
","x: 255.7935333251953
y: 292.82373046875
z: -0.13628725707530975
visibility: 0.9972808957099915
","x: 255.258544921875
y: 292.36767578125
z: -0.1362829953432083
visibility: 0.9956780672073364
","x: 254.73570251464844
y: 291.8761901855469
z: -0.13631008565425873
visibility: 0.9965342283248901
","x: 262.7140197753906
y: 301.3240966796875
z: -0.09807796031236649
visibility: 0.9941372275352478
","x: 255.53526306152344
y: 295.8166198730469
z: -0.05752529948949814
visibility: 0.9903508424758911
","x: 256.40008544921875
y: 303.95379638671875
z: -0.13368695974349976
visibility: 0.9919930100440979
","x: 253.4553680419922
y: 301.13360595703125
z: -0.12023057043552399
visibility: 0.9928829073905945
","x: 263.17608642578125
y: 329.4873352050781
z: -0.12326373904943466
visibility: 0.9973108172416687
","x: 249.74124145507812
y: 325.1315612792969
z: 0.04697209596633911
visibility: 0.9983211755752563
","x: 243.25372314453125
y: 349.18096923828125
z: -0.1684562712907791
visibility: 0.9342275857925415
","x: 244.9485626220703
y: 360.48974609375
z: 0.078439861536026
visibility: 0.5096863508224487
","x: 231.0656280517578
y: 324.02947998046875
z: -0.17511913180351257
visibility: 0.8576687574386597
","x: 244.27191162109375
y: 383.21307373046875
z: 0.002983655082061887
visibility: 0.4324702322483063
","x: 227.441162109375
y: 319.664794921875
z: -0.19777515530586243
visibility: 0.7913007736206055
","x: 243.08984375
y: 391.6192321777344
z: -0.005774787161499262
visibility: 0.31643450260162354
","x: 229.0851593017578
y: 316.3562927246094
z: -0.19344556331634521
visibility: 0.783359944820404
","x: 244.48098754882812
y: 389.87982177734375
z: -0.022790448740124702
visibility: 0.30965179204940796
","x: 230.2493133544922
y: 317.4895935058594
z: -0.1732643097639084
visibility: 0.740563690662384
","x: 245.24620056152344
y: 386.8597412109375
z: -0.006021586246788502
visibility: 0.31721919775009155
","x: 259.41217041015625
y: 408.6456604003906
z: -0.05101100727915764
visibility: 0.9993699193000793
","x: 246.65762329101562
y: 405.70660400390625
z: 0.050971489399671555
visibility: 0.9997324347496033
","x: 260.959716796875
y: 461.3160400390625
z: -0.08212053030729294
visibility: 0.978150486946106
","x: 236.2294464111328
y: 451.06298828125
z: -0.020616905763745308
visibility: 0.9582899212837219
","x: 269.0672912597656
y: 501.7495422363281
z: 0.06858833879232407
visibility: 0.97413569688797
","x: 235.8106689453125
y: 502.2799072265625
z: 0.05091233178973198
visibility: 0.9780235290527344
","x: 270.5597229003906
y: 507.4102783203125
z: 0.08329297602176666
visibility: 0.8811384439468384
","x: 238.78591918945312
y: 510.91693115234375
z: 0.05398103594779968
visibility: 0.9343341588973999
","x: 272.69708251953125
y: 517.0457153320312
z: 0.033460550010204315
visibility: 0.9731007218360901
","x: 224.0074462890625
y: 514.258544921875
z: -0.0032400283962488174
visibility: 0.9754340648651123
",,,,,,,,,,,,,,,,,,,,,
6,"x: 254.74717712402344
y: 299.18115234375
z: -0.15926024317741394
visibility: 0.9987983703613281
","x: 257.72894287109375
y: 296.27117919921875
z: -0.15331332385540009
visibility: 0.997825562953949
","x: 258.8248291015625
y: 296.885986328125
z: -0.15337730944156647
visibility: 0.997494637966156
","x: 259.9382629394531
y: 297.55621337890625
z: -0.15340502560138702
visibility: 0.9978960752487183
","x: 255.41993713378906
y: 295.1095275878906
z: -0.14231286942958832
visibility: 0.9975200295448303
","x: 254.93502807617188
y: 294.905517578125
z: -0.14231601357460022
visibility: 0.996060311794281
","x: 254.4711456298828
y: 294.7000732421875
z: -0.1423293650150299
visibility: 0.9968308210372925
","x: 262.5204772949219
y: 302.6059875488281
z: -0.1058167964220047
visibility: 0.9946893453598022
","x: 255.47532653808594
y: 298.77337646484375
z: -0.05565956234931946
visibility: 0.9912033081054688
","x: 256.4036560058594
y: 306.03009033203125
z: -0.1406380981206894
visibility: 0.9927583336830139
","x: 253.3357391357422
y: 304.150146484375
z: -0.12615308165550232
visibility: 0.9935508370399475
","x: 263.46173095703125
y: 329.7684020996094
z: -0.13461104035377502
visibility: 0.9975628852844238
","x: 248.64862060546875
y: 330.27813720703125
z: 0.04122050851583481
visibility: 0.9984411597251892
","x: 244.2592010498047
y: 348.7509765625
z: -0.20147445797920227
visibility: 0.9400651454925537
","x: 241.71624755859375
y: 358.9999694824219
z: 0.05731736868619919
visibility: 0.4691062569618225
","x: 227.17449951171875
y: 341.10546875
z: -0.24616184830665588
visibility: 0.8698648810386658
","x: 233.7797088623047
y: 373.5208435058594
z: -0.022876789793372154
visibility: 0.41260889172554016
","x: 221.3583984375
y: 340.68292236328125
z: -0.2758461833000183
visibility: 0.8085874319076538
","x: 230.77069091796875
y: 379.4512634277344
z: -0.036602530628442764
visibility: 0.3119890093803406
","x: 221.08648681640625
y: 337.54412841796875
z: -0.27185261249542236
visibility: 0.8013255596160889
","x: 232.23074340820312
y: 377.49444580078125
z: -0.05277366191148758
visibility: 0.30670133233070374
","x: 223.25990295410156
y: 337.817138671875
z: -0.24493665993213654
visibility: 0.7594940662384033
","x: 233.72203063964844
y: 375.59375
z: -0.03240121528506279
visibility: 0.3126038610935211
","x: 259.21630859375
y: 410.470703125
z: -0.049236513674259186
visibility: 0.9994247555732727
","x: 245.14993286132812
y: 409.03436279296875
z: 0.049182333052158356
visibility: 0.999756932258606
","x: 259.8002624511719
y: 463.982177734375
z: -0.06172143667936325
visibility: 0.9799535870552063
","x: 233.85426330566406
y: 453.113525390625
z: -0.019404184073209763
visibility: 0.9619381427764893
","x: 269.16253662109375
y: 502.25146484375
z: 0.11317528784275055
visibility: 0.9759756922721863
","x: 235.83981323242188
y: 502.431640625
z: 0.07479856163263321
visibility: 0.9799231886863708
","x: 270.63140869140625
y: 507.29071044921875
z: 0.12778280675411224
visibility: 0.8794774413108826
","x: 238.8018341064453
y: 510.775146484375
z: 0.08031989634037018
visibility: 0.9385075569152832
","x: 272.4552917480469
y: 517.2801513671875
z: 0.0706825703382492
visibility: 0.9747617244720459
","x: 223.86233520507812
y: 514.3704833984375
z: 0.01839141733944416
visibility: 0.9774367809295654
",,,,,,,,,,,,,,,,,,,,,
7,"x: 254.6119842529297
y: 298.3641662597656
z: -0.1624041646718979
visibility: 0.9988688230514526
","x: 257.3995361328125
y: 295.3613586425781
z: -0.15494093298912048
visibility: 0.9979038238525391
","x: 258.55474853515625
y: 295.8844299316406
z: -0.15501199662685394
visibility: 0.9976067543029785
","x: 259.699462890625
y: 296.5010986328125
z: -0.15503498911857605
visibility: 0.9979687333106995
","x: 254.94386291503906
y: 294.70458984375
z: -0.14561393857002258
visibility: 0.9976456165313721
","x: 254.3626251220703
y: 294.73193359375
z: -0.14561530947685242
visibility: 0.9962864518165588
","x: 253.82479858398438
y: 294.7919006347656
z: -0.14563743770122528
visibility: 0.9969775080680847
","x: 262.2476501464844
y: 301.2044372558594
z: -0.10414211452007294
visibility: 0.9950647950172424
","x: 254.7567596435547
y: 298.3740234375
z: -0.059710752218961716
visibility: 0.9916573166847229
","x: 256.4533386230469
y: 304.9978332519531
z: -0.14278778433799744
visibility: 0.9933967590332031
","x: 253.19500732421875
y: 303.80499267578125
z: -0.13018542528152466
visibility: 0.9940788745880127
","x: 265.4935302734375
y: 328.4843444824219
z: -0.1217418685555458
visibility: 0.9977913498878479
","x: 246.59002685546875
y: 329.708984375
z: 0.024048859253525734
visibility: 0.9985416531562805
","x: 249.5785369873047
y: 350.22344970703125
z: -0.1717260777950287
visibility: 0.9451928734779358
","x: 239.7411651611328
y: 360.0635986328125
z: 0.04970850050449371
visibility: 0.45079469680786133
","x: 229.48306274414062
y: 352.8710632324219
z: -0.22153262794017792
visibility: 0.8806653618812561
","x: 236.59552001953125
y: 390.6353759765625
z: -0.011103690601885319
visibility: 0.4054579734802246
","x: 224.59228515625
y: 356.99578857421875
z: -0.2498667985200882
visibility: 0.8232600092887878
","x: 235.07427978515625
y: 400.52911376953125
z: -0.026476001366972923
visibility: 0.3136977553367615
","x: 223.99607849121094
y: 354.6703796386719
z: -0.24981622397899628
visibility: 0.816575288772583
","x: 236.41030883789062
y: 398.830810546875
z: -0.04253090173006058
visibility: 0.3090924620628357
","x: 225.798828125
y: 353.72259521484375
z: -0.22181415557861328
visibility: 0.7749717235565186
","x: 237.4091796875
y: 395.2587890625
z: -0.019865406677126884
visibility: 0.31162136793136597
","x: 259.00653076171875
y: 409.9180603027344
z: -0.03764323517680168
visibility: 0.9994593858718872
","x: 242.8146209716797
y: 408.9442443847656
z: 0.03753524646162987
visibility: 0.9997738599777222
","x: 259.7579345703125
y: 463.1436462402344
z: -0.0377345085144043
visibility: 0.9814643859863281
","x: 232.67532348632812
y: 454.5035400390625
z: -0.029357295483350754
visibility: 0.9655136466026306
","x: 269.4112243652344
y: 503.44921875
z: 0.12948833405971527
visibility: 0.9776651263237
","x: 235.8378143310547
y: 502.262451171875
z: 0.08038637787103653
visibility: 0.9816587567329407
","x: 271.12701416015625
y: 508.0646057128906
z: 0.14186657965183258
visibility: 0.8754433989524841
","x: 238.8212127685547
y: 510.3243713378906
z: 0.08699704706668854
visibility: 0.9413535594940186
","x: 272.2756652832031
y: 517.8763427734375
z: 0.06668717414140701
visibility: 0.9761322140693665
","x: 224.1967010498047
y: 514.6441650390625
z: 0.01624317280948162
visibility: 0.9792205691337585
",,,,,,,,,,,,,,,,,,,,,
