,NOSE,LEFT_EYE_INNER,LEFT_EYE,LEFT_EYE_OUTER,RIGHT_EYE_INNER,RIGHT_EYE,RIGHT_EYE_OUTER,LEFT_EAR,RIGHT_EAR,MOUTH_LEFT,MOUTH_RIGHT,LEFT_SHOULDER,RIGHT_SHOULDER,LEFT_ELBOW,RIGHT_ELBOW,LEFT_WRIST,RIGHT_WRIST,LEFT_PINKY,RIGHT_PINKY,LEFT_INDEX,RIGHT_INDEX,LEFT_THUMB,RIGHT_THUMB,LEFT_HIP,RIGHT_HIP,LEFT_KNEE,RIGHT_KNEE,LEFT_ANKLE,RIGHT_ANKLE,LEFT_HEEL,RIGHT_HEEL,LEFT_FOOT_INDEX,RIGHT_FOOT_INDEX,WRIST2,THUMB_CPC2,THUMB_MCP2,THUMB_IP2,THUMB_TIP2,INDEX_FINGER_MCP2,INDEX_FINGER_PIP2,INDEX_FINGER_DIP2,INDEX_FINGER_TIP2,MIDDLE_FINGER_MCP2,MIDDLE_FINGER_PIP2,MIDDLE_FINGER_DIP2,MIDDLE_FINGER_TIP2,RING_FINGER_PIP2,RING_FINGER_DIP2,RING_FINGER_TIP2,RING_FINGER_MCP2,PINKY_MCP2,PINKY_PIP2,PINKY_DIP2,PINKY_TIP2
0,"x: 245.86912536621094
y: 294.3388671875
z: -0.25797396898269653
visibility: 0.9993852376937866
","x: 247.3648681640625
y: 287.60638427734375
z: -0.24397821724414825
visibility: 0.9974473714828491
","x: 248.52810668945312
y: 287.6408996582031
z: -0.24402613937854767
visibility: 0.9978184700012207
","x: 249.71914672851562
y: 287.702880859375
z: -0.24406775832176208
visibility: 0.9979140162467957
","x: 244.4135284423828
y: 288.16156005859375
z: -0.24003812670707703
visibility: 0.9975492358207703
","x: 243.50518798828125
y: 288.54254150390625
z: -0.24008402228355408
visibility: 0.9974265694618225
","x: 242.60888671875
y: 288.958984375
z: -0.24013516306877136
visibility: 0.9977433681488037
","x: 252.75303649902344
y: 291.3448791503906
z: -0.15782709419727325
visibility: 0.9963926672935486
","x: 242.03871154785156
y: 292.2974853515625
z: -0.1355404108762741
visibility: 0.9962368011474609
","x: 248.58999633789062
y: 301.6226501464844
z: -0.2253684103488922
visibility: 0.9993906021118164
","x: 244.47572326660156
y: 301.6171875
z: -0.21920844912528992
visibility: 0.9993129968643188
","x: 265.0407409667969
y: 323.6826171875
z: -0.11866114288568497
visibility: 0.9998708963394165
","x: 231.37998962402344
y: 326.891357421875
z: -0.05202684924006462
visibility: 0.9998869895935059
","x: 270.95831298828125
y: 366.72906494140625
z: -0.17037861049175262
visibility: 0.9728701710700989
","x: 222.92669677734375
y: 363.3316345214844
z: -0.010643737390637398
visibility: 0.9262294173240662
","x: 259.22125244140625
y: 375.787841796875
z: -0.31270816922187805
visibility: 0.8723716735839844
","x: 223.1597900390625
y: 394.2470703125
z: -0.09648042172193527
visibility: 0.8472043871879578
","x: 258.1017761230469
y: 383.34161376953125
z: -0.348995566368103
visibility: 0.8095467686653137
","x: 223.08045959472656
y: 406.82379150390625
z: -0.12382327020168304
visibility: 0.7565376162528992
","x: 255.7835693359375
y: 377.99078369140625
z: -0.3617008328437805
visibility: 0.8097408413887024
","x: 224.79180908203125
y: 404.8477783203125
z: -0.14765235781669617
visibility: 0.7623391151428223
","x: 255.94871520996094
y: 375.8392028808594
z: -0.3205907642841339
visibility: 0.7213943004608154
","x: 226.04873657226562
y: 399.6435241699219
z: -0.10866229236125946
visibility: 0.7312701940536499
","x: 257.0542297363281
y: 406.97119140625
z: -0.02067561261355877
visibility: 0.9992761015892029
","x: 237.30136108398438
y: 406.7662353515625
z: 0.020771430805325508
visibility: 0.9998188614845276
","x: 262.4072265625
y: 466.407470703125
z: -0.10086347162723541
visibility: 0.994860053062439
","x: 228.74514770507812
y: 454.37066650390625
z: -0.1694943755865097
visibility: 0.9978444576263428
","x: 270.68011474609375
y: 518.4559326171875
z: 0.06469143182039261
visibility: 0.9944748282432556
","x: 231.5786590576172
y: 515.4076538085938
z: -0.004856356885284185
visibility: 0.9975416660308838
","x: 273.40643310546875
y: 525.8673095703125
z: 0.07392974197864532
visibility: 0.8481696248054504
","x: 235.67745971679688
y: 523.7128295898438
z: 0.00490873446688056
visibility: 0.9706162214279175
","x: 270.3606872558594
y: 537.3021850585938
z: -0.04669429361820221
visibility: 0.9857930541038513
","x: 218.9564666748047
y: 534.1763916015625
z: -0.10981260240077972
visibility: 0.9953051805496216
",,,,,,,,,,,,,,,,,,,,,
1,"x: 244.80465698242188
y: 318.6112365722656
z: -0.25788596272468567
visibility: 0.9994348287582397
","x: 246.64947509765625
y: 311.8309631347656
z: -0.24537627398967743
visibility: 0.9976752996444702
","x: 247.87376403808594
y: 312.03594970703125
z: -0.24540190398693085
visibility: 0.9980092644691467
","x: 249.10577392578125
y: 312.3242492675781
z: -0.24543258547782898
visibility: 0.9980965256690979
","x: 243.6710968017578
y: 311.7229309082031
z: -0.24046508967876434
visibility: 0.9977643489837646
","x: 242.82276916503906
y: 311.7798156738281
z: -0.24051639437675476
visibility: 0.9976480007171631
","x: 242.0121612548828
y: 311.9010009765625
z: -0.24055488407611847
visibility: 0.9979364275932312
","x: 251.86614990234375
y: 315.32080078125
z: -0.17116302251815796
visibility: 0.9967232942581177
","x: 241.21478271484375
y: 314.8179931640625
z: -0.14424844086170197
visibility: 0.9965612888336182
","x: 247.17848205566406
y: 324.7454528808594
z: -0.22723674774169922
visibility: 0.9994403123855591
","x: 243.35040283203125
y: 324.9075012207031
z: -0.2201032191514969
visibility: 0.999366283416748
","x: 262.81243896484375
y: 342.8770751953125
z: -0.1542539745569229
visibility: 0.9998817443847656
","x: 231.33645629882812
y: 345.96337890625
z: -0.061654794961214066
visibility: 0.9998928904533386
","x: 266.04669189453125
y: 382.7676696777344
z: -0.20826193690299988
visibility: 0.9741947054862976
","x: 219.57313537597656
y: 376.5211486816406
z: -0.0908576101064682
visibility: 0.9241306781768799
","x: 253.83753967285156
y: 404.8952941894531
z: -0.3146784007549286
visibility: 0.8796718716621399
","x: 226.23333740234375
y: 405.3714599609375
z: -0.227394700050354
visibility: 0.8404049873352051
","x: 252.7539825439453
y: 415.3448791503906
z: -0.35222476720809937
visibility: 0.8209872841835022
","x: 228.12855529785156
y: 415.9910888671875
z: -0.25743257999420166
visibility: 0.7500982284545898
","x: 248.47386169433594
y: 412.62457275390625
z: -0.36201828718185425
visibility: 0.8212604522705078
","x: 230.2813720703125
y: 413.44732666015625
z: -0.2732870578765869
visibility: 0.7552375197410583
","x: 248.5677947998047
y: 409.1473388671875
z: -0.32099565863609314
visibility: 0.7373796105384827
","x: 230.23960876464844
y: 408.9847106933594
z: -0.2373093068599701
visibility: 0.726142168045044
","x: 259.01837158203125
y: 421.25079345703125
z: -0.03576339781284332
visibility: 0.9993396401405334
","x: 241.04742431640625
y: 422.288330078125
z: 0.03583640232682228
visibility: 0.9998303651809692
","x: 253.80435180664062
y: 476.4321594238281
z: -0.12374766916036606
visibility: 0.9949769377708435
","x: 227.06167602539062
y: 467.9415588378906
z: -0.04138375446200371
visibility: 0.9959396719932556
","x: 270.359130859375
y: 523.4479370117188
z: 0.015121291391551495
visibility: 0.9945847392082214
","x: 230.90953063964844
y: 520.2105102539062
z: 0.09886010736227036
visibility: 0.9968878626823425
","x: 273.3931884765625
y: 528.9763793945312
z: 0.02376558817923069
visibility: 0.8541985750198364
","x: 233.94345092773438
y: 527.9688110351562
z: 0.10743778944015503
visibility: 0.9694138169288635
","x: 269.9512023925781
y: 540.031494140625
z: -0.06337042152881622
visibility: 0.9861986637115479
","x: 218.44747924804688
y: 534.302490234375
z: 0.027556922286748886
visibility: 0.9941999912261963
",,,,,,,,,,,,,,,,,,,,,
2,"x: 245.95281982421875
y: 311.7568664550781
z: -0.21992918848991394
visibility: 0.9993963241577148
","x: 247.85391235351562
y: 306.4648742675781
z: -0.21214310824871063
visibility: 0.9976872801780701
","x: 249.0106201171875
y: 306.80438232421875
z: -0.2121683657169342
visibility: 0.9979783892631531
","x: 250.20692443847656
y: 307.1759338378906
z: -0.212192565202713
visibility: 0.9980699419975281
","x: 245.1999053955078
y: 306.47119140625
z: -0.20475956797599792
visibility: 0.9978163242340088
","x: 244.455810546875
y: 306.7662353515625
z: -0.2048162966966629
visibility: 0.9977015852928162
","x: 243.77818298339844
y: 307.093994140625
z: -0.2048741579055786
visibility: 0.9979971647262573
","x: 252.76817321777344
y: 311.0083312988281
z: -0.15240004658699036
visibility: 0.9967755675315857
","x: 243.35125732421875
y: 311.05621337890625
z: -0.11651895940303802
visibility: 0.9966874718666077
","x: 248.08724975585938
y: 318.607421875
z: -0.19625309109687805
visibility: 0.9993971586227417
","x: 244.87515258789062
y: 318.84344482421875
z: -0.18637482821941376
visibility: 0.9993272423744202
","x: 263.0498352050781
y: 337.7584533691406
z: -0.1444375216960907
visibility: 0.999843180179596
","x: 235.1060028076172
y: 341.10577392578125
z: -0.03711651265621185
visibility: 0.9998862743377686
","x: 264.701904296875
y: 378.0920715332031
z: -0.20602717995643616
visibility: 0.9688157439231873
","x: 222.02284240722656
y: 373.10498046875
z: -0.06108499690890312
visibility: 0.9139998555183411
","x: 248.61573791503906
y: 393.78302001953125
z: -0.3111843466758728
visibility: 0.8600363731384277
","x: 226.37466430664062
y: 392.9952697753906
z: -0.19604429602622986
visibility: 0.8230435252189636
","x: 245.4954833984375
y: 402.7735595703125
z: -0.34661293029785156
visibility: 0.8063924908638
","x: 227.38067626953125
y: 400.2340393066406
z: -0.22479815781116486
visibility: 0.7342682480812073
","x: 246.63031005859375
y: 398.76507568359375
z: -0.3545377552509308
visibility: 0.807183563709259
","x: 229.7242431640625
y: 397.1692199707031
z: -0.24208851158618927
visibility: 0.7396025061607361
","x: 245.26071166992188
y: 395.6857604980469
z: -0.3166297376155853
visibility: 0.7198547720909119
","x: 230.43048095703125
y: 395.7249450683594
z: -0.2072964608669281
visibility: 0.7118149995803833
","x: 262.2122802734375
y: 417.923583984375
z: -0.03868884593248367
visibility: 0.9993597865104675
","x: 245.72344970703125
y: 417.89788818359375
z: 0.038720469921827316
visibility: 0.9998285174369812
","x: 256.1266784667969
y: 474.86328125
z: -0.11383046954870224
visibility: 0.9951499104499817
","x: 227.55267333984375
y: 465.844970703125
z: -0.038000866770744324
visibility: 0.9956344366073608
","x: 269.0493469238281
y: 524.1365966796875
z: 0.012994134798645973
visibility: 0.9948663711547852
","x: 230.00083923339844
y: 519.8701171875
z: 0.08874961733818054
visibility: 0.9968178272247314
","x: 272.4631652832031
y: 531.00341796875
z: 0.01843351498246193
visibility: 0.8608785271644592
","x: 233.32920837402344
y: 528.1488647460938
z: 0.09555003046989441
visibility: 0.9698008298873901
","x: 268.4273681640625
y: 539.8734741210938
z: -0.07572172582149506
visibility: 0.9869499802589417
","x: 218.10386657714844
y: 534.3167724609375
z: 0.015311948955059052
visibility: 0.9940803647041321
",,,,,,,,,,,,,,,,,,,,,
3,"x: 252.3469696044922
y: 278.6892395019531
z: -0.17738200724124908
visibility: 0.9994319677352905
","x: 254.29017639160156
y: 272.6688232421875
z: -0.16196516156196594
visibility: 0.9978717565536499
","x: 255.67416381835938
y: 272.831787109375
z: -0.16202419996261597
visibility: 0.9981177449226379
","x: 256.9901428222656
y: 273.22357177734375
z: -0.16205713152885437
visibility: 0.9982029795646667
","x: 250.1699981689453
y: 273.240478515625
z: -0.15971504151821136
visibility: 0.997996985912323
","x: 248.8932647705078
y: 273.76080322265625
z: -0.15973344445228577
visibility: 0.9978864789009094
","x: 247.71829223632812
y: 274.38531494140625
z: -0.15977229177951813
visibility: 0.9981628656387329
","x: 258.02960205078125
y: 277.3865661621094
z: -0.07323820888996124
visibility: 0.9970217943191528
","x: 246.4834442138672
y: 277.9959411621094
z: -0.06328758597373962
visibility: 0.9969615936279297
","x: 254.17893981933594
y: 284.3465270996094
z: -0.1443099081516266
visibility: 0.9994286894798279
","x: 250.0399627685547
y: 285.293212890625
z: -0.1416470855474472
visibility: 0.9993716478347778
","x: 266.82476806640625
y: 306.9117431640625
z: -0.05586530640721321
visibility: 0.9997976422309875
","x: 237.6959991455078
y: 313.99676513671875
z: 0.006368371658027172
visibility: 0.9998562932014465
","x: 265.8208923339844
y: 349.3699645996094
z: -0.11043870449066162
visibility: 0.9551140666007996
","x: 234.85791015625
y: 356.8728332519531
z: -0.04696033149957657
visibility: 0.8927806615829468
","x: 247.73797607421875
y: 349.3463439941406
z: -0.22744211554527283
visibility: 0.8417550325393677
","x: 237.0924835205078
y: 361.0510559082031
z: -0.19220170378684998
visibility: 0.7971054315567017
","x: 242.74818420410156
y: 352.250732421875
z: -0.2631765604019165
visibility: 0.7897269129753113
","x: 237.05284118652344
y: 365.1983947753906
z: -0.2261217087507248
visibility: 0.7137176990509033
","x: 243.1665802001953
y: 344.01873779296875
z: -0.2682116627693176
visibility: 0.7909873127937317
","x: 238.01773071289062
y: 359.9414367675781
z: -0.23886749148368835
visibility: 0.7191341519355774
","x: 244.4541015625
y: 343.14678955078125
z: -0.2320026457309723
visibility: 0.701555609703064
","x: 238.736572265625
y: 358.1174011230469
z: -0.2018563449382782
visibility: 0.689643383026123
","x: 269.5296936035156
y: 388.0744934082031
z: -0.024217262864112854
visibility: 0.9993435144424438
","x: 251.9484100341797
y: 394.8185729980469
z: 0.024264037609100342
visibility: 0.9997931718826294
","x: 272.26397705078125
y: 449.0040283203125
z: -0.14727681875228882
visibility: 0.9947398900985718
","x: 247.805908203125
y: 451.2884826660156
z: -0.09673130512237549
visibility: 0.994897723197937
","x: 273.40069580078125
y: 520.2634887695312
z: -0.03635759651660919
visibility: 0.9939752817153931
","x: 258.1150207519531
y: 515.6589965820312
z: 0.00010687991743907332
visibility: 0.9960640072822571
","x: 273.3053283691406
y: 527.1497802734375
z: -0.03211209923028946
visibility: 0.8557834029197693
","x: 260.6745910644531
y: 522.8611450195312
z: 0.005989051423966885
visibility: 0.9638668894767761
","x: 271.5960998535156
y: 538.6390380859375
z: -0.1477227658033371
visibility: 0.986511766910553
","x: 255.8641357421875
y: 534.8829345703125
z: -0.09591396898031235
visibility: 0.993206799030304
",,,,,,,,,,,,,,,,,,,,,
4,"x: 257.0205383300781
y: 273.6712341308594
z: -0.26080358028411865
visibility: 0.9994811415672302
","x: 259.0051574707031
y: 268.78790283203125
z: -0.24501952528953552
visibility: 0.9980676770210266
","x: 260.2140197753906
y: 269.1836242675781
z: -0.24505659937858582
visibility: 0.9982842206954956
","x: 261.3879699707031
y: 269.759765625
z: -0.24511361122131348
visibility: 0.9983566999435425
","x: 255.09921264648438
y: 269.1208190917969
z: -0.24715793132781982
visibility: 0.9981880784034729
","x: 253.67723083496094
y: 269.4735107421875
z: -0.24719083309173584
visibility: 0.9980879426002502
","x: 252.33290100097656
y: 269.8079833984375
z: -0.24723339080810547
visibility: 0.9983378648757935
","x: 262.4700012207031
y: 274.51287841796875
z: -0.1394096314907074
visibility: 0.9972901940345764
","x: 250.5543670654297
y: 274.5022277832031
z: -0.15423808991909027
visibility: 0.9972579479217529
","x: 258.6459045410156
y: 280.72918701171875
z: -0.22208209335803986
visibility: 0.9994783401489258
","x: 254.0887908935547
y: 281.4351806640625
z: -0.22563429176807404
visibility: 0.9994310140609741
","x: 273.182861328125
y: 306.97894287109375
z: -0.09164783358573914
visibility: 0.9997662305831909
","x: 240.1751251220703
y: 312.70013427734375
z: -0.07959363609552383
visibility: 0.9998665452003479
","x: 282.34747314453125
y: 347.164306640625
z: -0.1287335306406021
visibility: 0.9524614214897156
","x: 234.73841857910156
y: 352.70611572265625
z: -0.11845500767230988
visibility: 0.8999579548835754
","x: 269.823486328125
y: 352.9893493652344
z: -0.3165561556816101
visibility: 0.8233801126480103
","x: 243.55218505859375
y: 365.76348876953125
z: -0.2650696933269501
visibility: 0.802107036113739
","x: 266.22711181640625
y: 358.5706787109375
z: -0.35963544249534607
visibility: 0.767959475517273
","x: 245.0457305908203
y: 375.3558349609375
z: -0.29989272356033325
visibility: 0.7194936275482178
","x: 264.6626892089844
y: 351.2611083984375
z: -0.3672432601451874
visibility: 0.7696707248687744
","x: 248.1522216796875
y: 373.08843994140625
z: -0.3147026598453522
visibility: 0.7244399785995483
","x: 265.23529052734375
y: 347.7542419433594
z: -0.3237287104129791
visibility: 0.6773863434791565
","x: 248.03012084960938
y: 369.29827880859375
z: -0.27410611510276794
visibility: 0.6914966702461243
","x: 274.27362060546875
y: 386.6886901855469
z: -0.01425566803663969
visibility: 0.9992201924324036
","x: 255.8258056640625
y: 392.18731689453125
z: 0.014343569055199623
visibility: 0.9997633099555969
","x: 282.5351257324219
y: 446.53448486328125
z: -0.1295606791973114
visibility: 0.9937136173248291
","x: 258.65301513671875
y: 451.3851318359375
z: -0.09122873097658157
visibility: 0.993740439414978
","x: 284.1024169921875
y: 515.5411987304688
z: -0.03309832140803337
visibility: 0.9924189448356628
","x: 268.2994689941406
y: 515.6439819335938
z: 0.009220575913786888
visibility: 0.9953362941741943
","x: 282.4052734375
y: 524.9108276367188
z: -0.03242110460996628
visibility: 0.8578193187713623
","x: 272.3125305175781
y: 522.8817138671875
z: 0.016177808865904808
visibility: 0.9610878229141235
","x: 289.6859436035156
y: 531.1915283203125
z: -0.15079781413078308
visibility: 0.9849032759666443
","x: 259.406982421875
y: 535.0580444335938
z: -0.09284716844558716
visibility: 0.9918992519378662
",,,,,,,,,,,,,,,,,,,,,
5,"x: 260.7236022949219
y: 279.0015869140625
z: -0.25749847292900085
visibility: 0.9995020031929016
","x: 261.6913757324219
y: 273.5281677246094
z: -0.24080178141593933
visibility: 0.9981273412704468
","x: 262.7195739746094
y: 273.70098876953125
z: -0.24084103107452393
visibility: 0.9983344078063965
","x: 263.7698669433594
y: 273.988525390625
z: -0.24088963866233826
visibility: 0.9983997941017151
","x: 258.5081481933594
y: 273.83941650390625
z: -0.2399517297744751
visibility: 0.9982460737228394
","x: 257.2628479003906
y: 274.15692138671875
z: -0.23999381065368652
visibility: 0.9981509447097778
","x: 256.0331115722656
y: 274.5223693847656
z: -0.24003632366657257
visibility: 0.9983689785003662
","x: 265.192626953125
y: 278.5860595703125
z: -0.15898606181144714
visibility: 0.997377872467041
","x: 254.55064392089844
y: 278.843017578125
z: -0.1507979929447174
visibility: 0.9972003698348999
","x: 262.3705139160156
y: 285.6000061035156
z: -0.22065463662147522
visibility: 0.9994969964027405
","x: 258.7735290527344
y: 286.41064453125
z: -0.21937689185142517
visibility: 0.9994420409202576
","x: 276.7691650390625
y: 312.5768127441406
z: -0.12598653137683868
visibility: 0.9997838139533997
","x: 244.54867553710938
y: 316.75701904296875
z: -0.07181501388549805
visibility: 0.9998617768287659
","x: 290.12762451171875
y: 350.83135986328125
z: -0.12159426510334015
visibility: 0.9565743803977966
","x: 235.46017456054688
y: 354.7943115234375
z: -0.05064520984888077
visibility: 0.9049630165100098
","x: 293.491455078125
y: 380.0805358886719
z: -0.18216083943843842
visibility: 0.8372939825057983
","x: 237.48245239257812
y: 385.95843505859375
z: -0.09882406890392303
visibility: 0.8147334456443787
","x: 296.2039489746094
y: 390.9067077636719
z: -0.20342640578746796
visibility: 0.7838838696479797
","x: 237.24903869628906
y: 398.36865234375
z: -0.11469197273254395
visibility: 0.7342522740364075
","x: 293.89276123046875
y: 391.640380859375
z: -0.2259519398212433
visibility: 0.7858301997184753
","x: 239.62014770507812
y: 400.9185485839844
z: -0.14392796158790588
visibility: 0.7398384213447571
","x: 291.8370056152344
y: 388.0333251953125
z: -0.19163335859775543
visibility: 0.700798511505127
","x: 240.34750366210938
y: 397.256103515625
z: -0.11226516962051392
visibility: 0.7096608877182007
","x: 276.1649475097656
y: 394.139892578125
z: -0.023472975939512253
visibility: 0.9992347955703735
","x: 258.85430908203125
y: 397.0321044921875
z: 0.023479407653212547
visibility: 0.9997282028198242
","x: 283.420654296875
y: 452.7055358886719
z: -0.04925078898668289
visibility: 0.9926429986953735
","x: 263.0450744628906
y: 457.1099853515625
z: 0.024118589237332344
visibility: 0.9898242950439453
","x: 293.45404052734375
y: 516.314697265625
z: 0.008786933496594429
visibility: 0.9920008182525635
","x: 271.8642578125
y: 515.6739501953125
z: 0.1515270620584488
visibility: 0.9933773279190063
","x: 298.2357177734375
y: 526.369873046875
z: -0.024548906832933426
visibility: 0.8443519473075867
","x: 275.36614990234375
y: 523.0611572265625
z: 0.15850980579853058
visibility: 0.9549418687820435
","x: 290.3349304199219
y: 533.163330078125
z: -0.09942753612995148
visibility: 0.9841600060462952
","x: 260.3336181640625
y: 535.0611572265625
z: 0.07335934042930603
visibility: 0.9903484582901001
",,,,,,,,,,,,,,,,,,,,,
6,"x: 266.8411560058594
y: 276.5060119628906
z: -0.25930890440940857
visibility: 0.9995495676994324
","x: 268.02679443359375
y: 272.323974609375
z: -0.24573440849781036
visibility: 0.9983059167861938
","x: 268.89801025390625
y: 272.6448974609375
z: -0.24576839804649353
visibility: 0.9984928369522095
","x: 269.70391845703125
y: 273.02142333984375
z: -0.24579524993896484
visibility: 0.9985498189926147
","x: 265.1650390625
y: 271.9025573730469
z: -0.24878907203674316
visibility: 0.9984144568443298
","x: 264.0220031738281
y: 271.98095703125
z: -0.2488313466310501
visibility: 0.9983287453651428
","x: 262.8330993652344
y: 272.1785583496094
z: -0.24886687099933624
visibility: 0.9985231161117554
","x: 269.8121337890625
y: 277.6138610839844
z: -0.16367840766906738
visibility: 0.997623085975647
","x: 260.1582946777344
y: 276.71826171875
z: -0.17954164743423462
visibility: 0.9974651336669922
","x: 268.242431640625
y: 282.98162841796875
z: -0.22678962349891663
visibility: 0.9995399713516235
","x: 264.37225341796875
y: 282.77032470703125
z: -0.2314397096633911
visibility: 0.9994921684265137
","x: 279.2087707519531
y: 313.351806640625
z: -0.1252118945121765
visibility: 0.9997999668121338
","x: 246.49046325683594
y: 317.1532287597656
z: -0.1067151203751564
visibility: 0.999872624874115
","x: 288.29986572265625
y: 352.29046630859375
z: -0.11665081977844238
visibility: 0.9591455459594727
","x: 236.56777954101562
y: 356.56317138671875
z: -0.08439429104328156
visibility: 0.9133535027503967
","x: 299.0453186035156
y: 380.06231689453125
z: -0.20915815234184265
visibility: 0.8500899076461792
","x: 230.8092041015625
y: 392.36669921875
z: -0.10936771333217621
visibility: 0.8314725756645203
","x: 302.08209228515625
y: 390.8533935546875
z: -0.23233231902122498
visibility: 0.7981042265892029
","x: 226.27345275878906
y: 403.2900390625
z: -0.14901328086853027
visibility: 0.7565069198608398
","x: 301.8857421875
y: 389.93634033203125
z: -0.25750601291656494
visibility: 0.8008371591567993
","x: 227.50404357910156
y: 403.6901550292969
z: -0.15779463946819305
visibility: 0.7621697187423706
","x: 300.459228515625
y: 386.5321350097656
z: -0.22169163823127747
visibility: 0.7226828336715698
","x: 229.28054809570312
y: 400.45721435546875
z: -0.13512291014194489
visibility: 0.7343558669090271
","x: 278.00439453125
y: 393.53033447265625
z: -0.009771926328539848
visibility: 0.9992791414260864
","x: 259.88641357421875
y: 397.6053466796875
z: 0.00979306548833847
visibility: 0.9997354745864868
","x: 285.59039306640625
y: 449.24151611328125
z: -0.06897658854722977
visibility: 0.9926736950874329
","x: 264.4297790527344
y: 458.7301940917969
z: -0.020238714292645454
visibility: 0.9894604086875916
","x: 290.4816589355469
y: 516.10546875
z: -0.020268546417355537
visibility: 0.9922773241996765
","x: 269.40960693359375
y: 516.9534912109375
z: 0.09094531089067459
visibility: 0.993382453918457
","x: 289.9850769042969
y: 526.9011840820312
z: -0.02426360733807087
visibility: 0.8561145663261414
","x: 273.02392578125
y: 524.5567016601562
z: 0.1449790596961975
visibility: 0.9540820121765137
","x: 296.7234802246094
y: 531.2325439453125
z: -0.12111246585845947
visibility: 0.985032856464386
","x: 259.3353576660156
y: 535.1976318359375
z: 0.0048943753354251385
visibility: 0.9903830289840698
",,,,,,,,,,,,,,,,,,,,,
7,"x: 275.3147277832031
y: 277.1411437988281
z: -0.2651175856590271
visibility: 0.9995840191841125
","x: 275.30804443359375
y: 273.1579284667969
z: -0.2523481249809265
visibility: 0.9984223246574402
","x: 275.90484619140625
y: 273.5286560058594
z: -0.2523499131202698
visibility: 0.9985978007316589
","x: 276.46185302734375
y: 273.89794921875
z: -0.25235703587532043
visibility: 0.9986119270324707
","x: 272.813232421875
y: 272.7245788574219
z: -0.2653419077396393
visibility: 0.9985455870628357
","x: 271.6922912597656
y: 272.888671875
z: -0.26539137959480286
visibility: 0.9984728097915649
","x: 270.51348876953125
y: 273.14007568359375
z: -0.2654877305030823
visibility: 0.9986334443092346
","x: 274.8054504394531
y: 278.64788818359375
z: -0.16724200546741486
visibility: 0.9977474212646484
","x: 266.8505859375
y: 277.5849609375
z: -0.22938768565654755
visibility: 0.9976925253868103
","x: 275.9610900878906
y: 284.35101318359375
z: -0.23138034343719482
visibility: 0.9995419979095459
","x: 272.7244567871094
y: 284.7583312988281
z: -0.24900300800800323
visibility: 0.9995230436325073
","x: 281.9295654296875
y: 313.7655029296875
z: -0.0910765528678894
visibility: 0.999798059463501
","x: 250.81944274902344
y: 315.38372802734375
z: -0.17904312908649445
visibility: 0.9998817443847656
","x: 286.8257751464844
y: 349.560791015625
z: -0.024228442460298538
visibility: 0.934585690498352
","x: 236.23512268066406
y: 351.413330078125
z: -0.1859699785709381
visibility: 0.9218939542770386
","x: 299.98382568359375
y: 365.25799560546875
z: -0.07885685563087463
visibility: 0.8533427715301514
","x: 222.7764434814453
y: 383.98724365234375
z: -0.22883519530296326
visibility: 0.8480984568595886
","x: 303.801025390625
y: 369.89697265625
z: -0.08698824793100357
visibility: 0.8009113669395447
","x: 217.20053100585938
y: 392.5227355957031
z: -0.24474883079528809
visibility: 0.7800842523574829
","x: 304.34222412109375
y: 368.1195068359375
z: -0.11535137891769409
visibility: 0.8062735199928284
","x: 218.34490966796875
y: 393.3848571777344
z: -0.2698708772659302
visibility: 0.7852867245674133
","x: 302.56536865234375
y: 366.77984619140625
z: -0.09261181205511093
visibility: 0.7333389520645142
","x: 220.48770141601562
y: 391.39752197265625
z: -0.24099424481391907
visibility: 0.759920060634613
","x: 279.878662109375
y: 392.89910888671875
z: 0.019574174657464027
visibility: 0.9993250370025635
","x: 261.906494140625
y: 396.377197265625
z: -0.019452523440122604
visibility: 0.9997287392616272
","x: 289.9004211425781
y: 447.194580078125
z: -0.10771528631448746
visibility: 0.9929797053337097
","x: 267.0726623535156
y: 459.191162109375
z: -0.018021810799837112
visibility: 0.9889384508132935
","x: 291.517578125
y: 516.4124145507812
z: -0.07587090134620667
visibility: 0.9926988482475281
","x: 268.91400146484375
y: 520.2015380859375
z: 0.0872589498758316
visibility: 0.9933286905288696
","x: 289.0869445800781
y: 528.2919921875
z: -0.07924365997314453
visibility: 0.8686823844909668
","x: 272.26678466796875
y: 527.9960327148438
z: 0.09490825235843658
visibility: 0.9513705372810364
","x: 300.39990234375
y: 530.334716796875
z: -0.19013014435768127
visibility: 0.9861406087875366
","x: 259.9664611816406
y: 535.7103881835938
z: -0.013128036633133888
visibility: 0.9902650713920593
",,,,,,,,,,,,,,,,,,,,,
