,NOSE,LEFT_EYE_INNER,LEFT_EYE,LEFT_EYE_OUTER,RIGHT_EYE_INNER,RIGHT_EYE,RIGHT_EYE_OUTER,LEFT_EAR,RIGHT_EAR,MOUTH_LEFT,MOUTH_RIGHT,LEFT_SHOULDER,RIGHT_SHOULDER,LEFT_ELBOW,RIGHT_ELBOW,LEFT_WRIST,RIGHT_WRIST,LEFT_PINKY,RIGHT_PINKY,LEFT_INDEX,RIGHT_INDEX,LEFT_THUMB,RIGHT_THUMB,LEFT_HIP,RIGHT_HIP,LEFT_KNEE,RIGHT_KNEE,LEFT_ANKLE,RIGHT_ANKLE,LEFT_HEEL,RIGHT_HEEL,LEFT_FOOT_INDEX,RIGHT_FOOT_INDEX,WRIST2,THUMB_CPC2,THUMB_MCP2,THUMB_IP2,THUMB_TIP2,INDEX_FINGER_MCP2,INDEX_FINGER_PIP2,INDEX_FINGER_DIP2,INDEX_FINGER_TIP2,MIDDLE_FINGER_MCP2,MIDDLE_FINGER_PIP2,MIDDLE_FINGER_DIP2,MIDDLE_FINGER_TIP2,RING_FINGER_PIP2,RING_FINGER_DIP2,RING_FINGER_TIP2,RING_FINGER_MCP2,PINKY_MCP2,PINKY_PIP2,PINKY_DIP2,PINKY_TIP2,WRIST,THUMB_CPC,THUMB_MCP,THUMB_IP,THUMB_TIP,INDEX_FINGER_MCP,INDEX_FINGER_PIP,INDEX_FINGER_DIP,INDEX_FINGER_TIP,MIDDLE_FINGER_MCP,MIDDLE_FINGER_PIP,MIDDLE_FINGER_DIP,MIDDLE_FINGER_TIP,RING_FINGER_PIP,RING_FINGER_DIP,RING_FINGER_TIP,RING_FINGER_MCP,PINKY_MCP,PINKY_PIP,PINKY_DIP,PINKY_TIP
0,"x: 189.79312133789062
y: 218.9966583251953
z: -0.31150567531585693
visibility: 0.9999662637710571
","x: 193.0321502685547
y: 210.4029541015625
z: -0.30598127841949463
visibility: 0.9998180270195007
","x: 194.9176483154297
y: 209.97018432617188
z: -0.30605319142341614
visibility: 0.9998348951339722
","x: 196.79315185546875
y: 209.54664611816406
z: -0.3061103820800781
visibility: 0.9998279809951782
","x: 189.1964111328125
y: 210.22271728515625
z: -0.2996116280555725
visibility: 0.9997718930244446
","x: 188.20355224609375
y: 209.58920288085938
z: -0.2996245324611664
visibility: 0.9997454285621643
","x: 187.20367431640625
y: 208.9232635498047
z: -0.2996376156806946
visibility: 0.9996991157531738
","x: 201.44476318359375
y: 209.3956298828125
z: -0.2116728127002716
visibility: 0.9998399019241333
","x: 188.50901794433594
y: 207.7622833251953
z: -0.17944057285785675
visibility: 0.9993832111358643
","x: 193.20501708984375
y: 224.97972106933594
z: -0.27054479718208313
visibility: 0.999963641166687
","x: 188.2848358154297
y: 224.58815002441406
z: -0.2615140974521637
visibility: 0.9999254941940308
","x: 219.64283752441406
y: 246.85777282714844
z: -0.13129007816314697
visibility: 0.9999955892562866
","x: 175.21859741210938
y: 246.5375518798828
z: -0.060176849365234375
visibility: 0.9999326467514038
","x: 239.57394409179688
y: 292.4337463378906
z: -0.10801758617162704
visibility: 0.9978265166282654
","x: 159.12522888183594
y: 304.56463623046875
z: -0.007409808225929737
visibility: 0.9681193232536316
","x: 244.89381408691406
y: 339.6174621582031
z: -0.22099509835243225
visibility: 0.9920884370803833
","x: 134.05992126464844
y: 341.4145202636719
z: -0.1133309006690979
visibility: 0.9802672863006592
","x: 249.45376586914062
y: 354.1681213378906
z: -0.2511417269706726
visibility: 0.9792933464050293
","x: 127.13944244384766
y: 349.94317626953125
z: -0.1378006488084793
visibility: 0.9622213244438171
","x: 244.56979370117188
y: 353.71087646484375
z: -0.28587526082992554
visibility: 0.9818794131278992
","x: 126.51200103759766
y: 348.0743103027344
z: -0.1847301572561264
visibility: 0.9676414132118225
","x: 242.00534057617188
y: 348.64251708984375
z: -0.2359510362148285
visibility: 0.978217601776123
","x: 129.30181884765625
y: 345.6721496582031
z: -0.13524004817008972
visibility: 0.9645861983299255
","x: 206.7117919921875
y: 367.35784912109375
z: -0.0282016359269619
visibility: 0.9993721842765808
","x: 183.23239135742188
y: 367.97216796875
z: 0.028189506381750107
visibility: 0.9985888600349426
","x: 206.19212341308594
y: 458.369384765625
z: -0.04509471356868744
visibility: 0.9916362762451172
","x: 186.4156036376953
y: 457.54583740234375
z: 0.036992255598306656
visibility: 0.9805909991264343
","x: 207.60482788085938
y: 538.7500610351562
z: 0.09394121170043945
visibility: 0.9894388318061829
","x: 193.91070556640625
y: 536.7401733398438
z: 0.17570839822292328
visibility: 0.9849262237548828
","x: 208.9121551513672
y: 552.3491821289062
z: 0.09932871162891388
visibility: 0.8407396078109741
","x: 198.6134490966797
y: 549.2243041992188
z: 0.18251661956310272
visibility: 0.9121509194374084
","x: 200.0352020263672
y: 563.22021484375
z: -0.034792326390743256
visibility: 0.9820873141288757
","x: 185.169677734375
y: 564.4302978515625
z: 0.06565092504024506
visibility: 0.9821159839630127
","x: 242.5540313720703
y: 338.18035888671875
z: 0.0
","x: 240.34829711914062
y: 344.337158203125
z: -0.0019377073040232062
","x: 239.84512329101562
y: 351.4593200683594
z: -0.003023341530933976
","x: 240.65171813964844
y: 356.4105529785156
z: -0.004324103239923716
","x: 241.3316650390625
y: 359.79449462890625
z: -0.005670312792062759
","x: 244.2355194091797
y: 356.7789001464844
z: -0.001382067333906889
","x: 246.1659393310547
y: 363.72369384765625
z: -0.00358440144918859
","x: 247.4398956298828
y: 367.6486511230469
z: -0.005101298913359642
","x: 248.62901306152344
y: 371.04193115234375
z: -0.006108913570642471
","x: 246.6474151611328
y: 355.07196044921875
z: -0.0024958420544862747
","x: 249.19552612304688
y: 362.1251220703125
z: -0.004375905264168978
","x: 250.87313842773438
y: 366.4683837890625
z: -0.005734844598919153
","x: 252.4296875
y: 370.0310974121094
z: -0.006818059831857681
","x: 248.4532012939453
y: 352.2391357421875
z: -0.004091362468898296
","x: 251.4322509765625
y: 358.2481689453125
z: -0.006515666376799345
","x: 253.33937072753906
y: 361.90521240234375
z: -0.008034358732402325
","x: 255.010498046875
y: 364.7796630859375
z: -0.009012012742459774
","x: 249.73094177246094
y: 348.3094787597656
z: -0.005992725025862455
","x: 252.50894165039062
y: 352.13726806640625
z: -0.00823715515434742
","x: 254.3767852783203
y: 354.650146484375
z: -0.00934530794620514
","x: 256.00531005859375
y: 356.7274475097656
z: -0.010035241022706032
",,,,,,,,,,,,,,,,,,,,,
1,"x: 189.79312133789062
y: 218.9966583251953
z: -0.31150567531585693
visibility: 0.9999662637710571
","x: 193.0321502685547
y: 210.4029541015625
z: -0.30598127841949463
visibility: 0.9998180270195007
","x: 194.9176483154297
y: 209.97018432617188
z: -0.30605319142341614
visibility: 0.9998348951339722
","x: 196.79315185546875
y: 209.54664611816406
z: -0.3061103820800781
visibility: 0.9998279809951782
","x: 189.1964111328125
y: 210.22271728515625
z: -0.2996116280555725
visibility: 0.9997718930244446
","x: 188.20355224609375
y: 209.58920288085938
z: -0.2996245324611664
visibility: 0.9997454285621643
","x: 187.20367431640625
y: 208.9232635498047
z: -0.2996376156806946
visibility: 0.9996991157531738
","x: 201.44476318359375
y: 209.3956298828125
z: -0.2116728127002716
visibility: 0.9998399019241333
","x: 188.50901794433594
y: 207.7622833251953
z: -0.17944057285785675
visibility: 0.9993832111358643
","x: 193.20501708984375
y: 224.97972106933594
z: -0.27054479718208313
visibility: 0.999963641166687
","x: 188.2848358154297
y: 224.58815002441406
z: -0.2615140974521637
visibility: 0.9999254941940308
","x: 219.64283752441406
y: 246.85777282714844
z: -0.13129007816314697
visibility: 0.9999955892562866
","x: 175.21859741210938
y: 246.5375518798828
z: -0.060176849365234375
visibility: 0.9999326467514038
","x: 239.57394409179688
y: 292.4337463378906
z: -0.10801758617162704
visibility: 0.9978265166282654
","x: 159.12522888183594
y: 304.56463623046875
z: -0.007409808225929737
visibility: 0.9681193232536316
","x: 244.89381408691406
y: 339.6174621582031
z: -0.22099509835243225
visibility: 0.9920884370803833
","x: 134.05992126464844
y: 341.4145202636719
z: -0.1133309006690979
visibility: 0.9802672863006592
","x: 249.45376586914062
y: 354.1681213378906
z: -0.2511417269706726
visibility: 0.9792933464050293
","x: 127.13944244384766
y: 349.94317626953125
z: -0.1378006488084793
visibility: 0.9622213244438171
","x: 244.56979370117188
y: 353.71087646484375
z: -0.28587526082992554
visibility: 0.9818794131278992
","x: 126.51200103759766
y: 348.0743103027344
z: -0.1847301572561264
visibility: 0.9676414132118225
","x: 242.00534057617188
y: 348.64251708984375
z: -0.2359510362148285
visibility: 0.978217601776123
","x: 129.30181884765625
y: 345.6721496582031
z: -0.13524004817008972
visibility: 0.9645861983299255
","x: 206.7117919921875
y: 367.35784912109375
z: -0.0282016359269619
visibility: 0.9993721842765808
","x: 183.23239135742188
y: 367.97216796875
z: 0.028189506381750107
visibility: 0.9985888600349426
","x: 206.19212341308594
y: 458.369384765625
z: -0.04509471356868744
visibility: 0.9916362762451172
","x: 186.4156036376953
y: 457.54583740234375
z: 0.036992255598306656
visibility: 0.9805909991264343
","x: 207.60482788085938
y: 538.7500610351562
z: 0.09394121170043945
visibility: 0.9894388318061829
","x: 193.91070556640625
y: 536.7401733398438
z: 0.17570839822292328
visibility: 0.9849262237548828
","x: 208.9121551513672
y: 552.3491821289062
z: 0.09932871162891388
visibility: 0.8407396078109741
","x: 198.6134490966797
y: 549.2243041992188
z: 0.18251661956310272
visibility: 0.9121509194374084
","x: 200.0352020263672
y: 563.22021484375
z: -0.034792326390743256
visibility: 0.9820873141288757
","x: 185.169677734375
y: 564.4302978515625
z: 0.06565092504024506
visibility: 0.9821159839630127
","x: 242.5540313720703
y: 338.18035888671875
z: 0.0
","x: 240.34829711914062
y: 344.337158203125
z: -0.0019377073040232062
","x: 239.84512329101562
y: 351.4593200683594
z: -0.003023341530933976
","x: 240.65171813964844
y: 356.4105529785156
z: -0.004324103239923716
","x: 241.3316650390625
y: 359.79449462890625
z: -0.005670312792062759
","x: 244.2355194091797
y: 356.7789001464844
z: -0.001382067333906889
","x: 246.1659393310547
y: 363.72369384765625
z: -0.00358440144918859
","x: 247.4398956298828
y: 367.6486511230469
z: -0.005101298913359642
","x: 248.62901306152344
y: 371.04193115234375
z: -0.006108913570642471
","x: 246.6474151611328
y: 355.07196044921875
z: -0.0024958420544862747
","x: 249.19552612304688
y: 362.1251220703125
z: -0.004375905264168978
","x: 250.87313842773438
y: 366.4683837890625
z: -0.005734844598919153
","x: 252.4296875
y: 370.0310974121094
z: -0.006818059831857681
","x: 248.4532012939453
y: 352.2391357421875
z: -0.004091362468898296
","x: 251.4322509765625
y: 358.2481689453125
z: -0.006515666376799345
","x: 253.33937072753906
y: 361.90521240234375
z: -0.008034358732402325
","x: 255.010498046875
y: 364.7796630859375
z: -0.009012012742459774
","x: 249.73094177246094
y: 348.3094787597656
z: -0.005992725025862455
","x: 252.50894165039062
y: 352.13726806640625
z: -0.00823715515434742
","x: 254.3767852783203
y: 354.650146484375
z: -0.00934530794620514
","x: 256.00531005859375
y: 356.7274475097656
z: -0.010035241022706032
",,,,,,,,,,,,,,,,,,,,,
2,"x: 187.8030242919922
y: 215.70361328125
z: -0.14024724066257477
visibility: 0.9999666810035706
","x: 190.92425537109375
y: 206.54100036621094
z: -0.1335083693265915
visibility: 0.9998267292976379
","x: 192.74075317382812
y: 206.0404052734375
z: -0.1335442215204239
visibility: 0.9998428821563721
","x: 194.5723114013672
y: 205.6211700439453
z: -0.13356193900108337
visibility: 0.9998348951339722
","x: 187.0723876953125
y: 207.00946044921875
z: -0.1185481920838356
visibility: 0.9997856020927429
","x: 186.1653289794922
y: 206.6903076171875
z: -0.1185704693198204
visibility: 0.999761700630188
","x: 185.2726287841797
y: 206.3682403564453
z: -0.11852876842021942
visibility: 0.9997192025184631
","x: 199.25991821289062
y: 206.82028198242188
z: -0.061041779816150665
visibility: 0.9998506903648376
","x: 186.3080596923828
y: 206.8462371826172
z: 0.00808123592287302
visibility: 0.9994143843650818
","x: 191.45053100585938
y: 221.83523559570312
z: -0.11087287962436676
visibility: 0.9999621510505676
","x: 186.5315399169922
y: 222.1389923095703
z: -0.09116385877132416
visibility: 0.9999235272407532
","x: 216.9746856689453
y: 246.4169921875
z: -0.04104370251297951
visibility: 0.9999943971633911
","x: 174.44613647460938
y: 247.31890869140625
z: 0.12173394858837128
visibility: 0.9999210834503174
","x: 232.86834716796875
y: 293.3238525390625
z: -0.04194542393088341
visibility: 0.9979235529899597
","x: 158.6987762451172
y: 300.0426940917969
z: 0.022398028522729874
visibility: 0.9698523283004761
","x: 238.16265869140625
y: 339.9298095703125
z: -0.10381381213665009
visibility: 0.9926139116287231
","x: 151.61038208007812
y: 256.423828125
z: -0.2395055741071701
visibility: 0.9820756912231445
","x: 239.60398864746094
y: 355.2615051269531
z: -0.1269102692604065
visibility: 0.9804572463035583
","x: 152.37548828125
y: 243.59640502929688
z: -0.285799503326416
visibility: 0.9655248522758484
","x: 235.85040283203125
y: 354.4051513671875
z: -0.15238241851329803
visibility: 0.9828053712844849
","x: 155.31417846679688
y: 236.43606567382812
z: -0.28800591826438904
visibility: 0.9703843593597412
","x: 234.1449432373047
y: 349.38604736328125
z: -0.1129513755440712
visibility: 0.9792238473892212
","x: 156.10345458984375
y: 240.83087158203125
z: -0.24848179519176483
visibility: 0.9673682451248169
","x: 203.8062286376953
y: 367.4571533203125
z: -0.056280333548784256
visibility: 0.9993859529495239
","x: 181.21128845214844
y: 367.9638671875
z: 0.05629785731434822
visibility: 0.998687744140625
","x: 205.6937255859375
y: 458.42022705078125
z: -0.0637112483382225
visibility: 0.9918007850646973
","x: 183.3786163330078
y: 457.9611511230469
z: 0.05230986326932907
visibility: 0.980938732624054
","x: 206.8926544189453
y: 539.958740234375
z: 0.048609327524900436
visibility: 0.9895536303520203
","x: 187.80882263183594
y: 538.596435546875
z: 0.16289690136909485
visibility: 0.9853865504264832
","x: 207.24185180664062
y: 553.40478515625
z: 0.05130276083946228
visibility: 0.8462647795677185
","x: 191.83615112304688
y: 550.966064453125
z: 0.16589704155921936
visibility: 0.9166481494903564
","x: 199.79246520996094
y: 562.7203979492188
z: -0.07534250617027283
visibility: 0.9825050234794617
","x: 171.08116149902344
y: 563.0936279296875
z: 0.05910737067461014
visibility: 0.9825811386108398
",,,,,,,,,,,,,,,,,,,,,,"x: 154.7487335205078
y: 249.3299102783203
z: 0.0
","x: 158.75283813476562
y: 246.33248901367188
z: -0.001037613139487803
","x: 161.78025817871094
y: 241.27305603027344
z: -0.0019615713972598314
","x: 163.52560424804688
y: 236.8443145751953
z: -0.0035481995437294245
","x: 164.80374145507812
y: 233.23785400390625
z: -0.00495942123234272
","x: 161.3451385498047
y: 233.4630126953125
z: 0.0007968985009938478
","x: 163.15957641601562
y: 227.13333129882812
z: -0.0023636275436729193
","x: 165.03587341308594
y: 225.52066040039062
z: -0.004686681088060141
","x: 166.7058563232422
y: 225.47918701171875
z: -0.0059227850288152695
","x: 159.8031768798828
y: 232.5830841064453
z: -0.0009620944620110095
","x: 161.44920349121094
y: 225.51058959960938
z: -0.00427638366818428
","x: 163.63519287109375
y: 223.76905822753906
z: -0.006589772645384073
","x: 165.7588348388672
y: 224.16830444335938
z: -0.007852297276258469
","x: 158.03102111816406
y: 232.6866912841797
z: -0.0033768690191209316
","x: 159.2749481201172
y: 225.69302368164062
z: -0.006396911572664976
","x: 161.1897735595703
y: 223.9509735107422
z: -0.00805655401200056
","x: 163.18202209472656
y: 224.0823211669922
z: -0.008872603066265583
","x: 156.0118865966797
y: 233.91094970703125
z: -0.006134846713393927
","x: 156.4251708984375
y: 228.5635223388672
z: -0.008251110091805458
","x: 157.55023193359375
y: 226.78993225097656
z: -0.009223878383636475
","x: 158.9806365966797
y: 226.46156311035156
z: -0.009758398868143559
"
3,"x: 187.8030242919922
y: 215.70361328125
z: -0.14024724066257477
visibility: 0.9999666810035706
","x: 190.92425537109375
y: 206.54100036621094
z: -0.1335083693265915
visibility: 0.9998267292976379
","x: 192.74075317382812
y: 206.0404052734375
z: -0.1335442215204239
visibility: 0.9998428821563721
","x: 194.5723114013672
y: 205.6211700439453
z: -0.13356193900108337
visibility: 0.9998348951339722
","x: 187.0723876953125
y: 207.00946044921875
z: -0.1185481920838356
visibility: 0.9997856020927429
","x: 186.1653289794922
y: 206.6903076171875
z: -0.1185704693198204
visibility: 0.999761700630188
","x: 185.2726287841797
y: 206.3682403564453
z: -0.11852876842021942
visibility: 0.9997192025184631
","x: 199.25991821289062
y: 206.82028198242188
z: -0.061041779816150665
visibility: 0.9998506903648376
","x: 186.3080596923828
y: 206.8462371826172
z: 0.00808123592287302
visibility: 0.9994143843650818
","x: 191.45053100585938
y: 221.83523559570312
z: -0.11087287962436676
visibility: 0.9999621510505676
","x: 186.5315399169922
y: 222.1389923095703
z: -0.09116385877132416
visibility: 0.9999235272407532
","x: 216.9746856689453
y: 246.4169921875
z: -0.04104370251297951
visibility: 0.9999943971633911
","x: 174.44613647460938
y: 247.31890869140625
z: 0.12173394858837128
visibility: 0.9999210834503174
","x: 232.86834716796875
y: 293.3238525390625
z: -0.04194542393088341
visibility: 0.9979235529899597
","x: 158.6987762451172
y: 300.0426940917969
z: 0.022398028522729874
visibility: 0.9698523283004761
","x: 238.16265869140625
y: 339.9298095703125
z: -0.10381381213665009
visibility: 0.9926139116287231
","x: 151.61038208007812
y: 256.423828125
z: -0.2395055741071701
visibility: 0.9820756912231445
","x: 239.60398864746094
y: 355.2615051269531
z: -0.1269102692604065
visibility: 0.9804572463035583
","x: 152.37548828125
y: 243.59640502929688
z: -0.285799503326416
visibility: 0.9655248522758484
","x: 235.85040283203125
y: 354.4051513671875
z: -0.15238241851329803
visibility: 0.9828053712844849
","x: 155.31417846679688
y: 236.43606567382812
z: -0.28800591826438904
visibility: 0.9703843593597412
","x: 234.1449432373047
y: 349.38604736328125
z: -0.1129513755440712
visibility: 0.9792238473892212
","x: 156.10345458984375
y: 240.83087158203125
z: -0.24848179519176483
visibility: 0.9673682451248169
","x: 203.8062286376953
y: 367.4571533203125
z: -0.056280333548784256
visibility: 0.9993859529495239
","x: 181.21128845214844
y: 367.9638671875
z: 0.05629785731434822
visibility: 0.998687744140625
","x: 205.6937255859375
y: 458.42022705078125
z: -0.0637112483382225
visibility: 0.9918007850646973
","x: 183.3786163330078
y: 457.9611511230469
z: 0.05230986326932907
visibility: 0.980938732624054
","x: 206.8926544189453
y: 539.958740234375
z: 0.048609327524900436
visibility: 0.9895536303520203
","x: 187.80882263183594
y: 538.596435546875
z: 0.16289690136909485
visibility: 0.9853865504264832
","x: 207.24185180664062
y: 553.40478515625
z: 0.05130276083946228
visibility: 0.8462647795677185
","x: 191.83615112304688
y: 550.966064453125
z: 0.16589704155921936
visibility: 0.9166481494903564
","x: 199.79246520996094
y: 562.7203979492188
z: -0.07534250617027283
visibility: 0.9825050234794617
","x: 171.08116149902344
y: 563.0936279296875
z: 0.05910737067461014
visibility: 0.9825811386108398
",,,,,,,,,,,,,,,,,,,,,,"x: 154.7487335205078
y: 249.3299102783203
z: 0.0
","x: 158.75283813476562
y: 246.33248901367188
z: -0.001037613139487803
","x: 161.78025817871094
y: 241.27305603027344
z: -0.0019615713972598314
","x: 163.52560424804688
y: 236.8443145751953
z: -0.0035481995437294245
","x: 164.80374145507812
y: 233.23785400390625
z: -0.00495942123234272
","x: 161.3451385498047
y: 233.4630126953125
z: 0.0007968985009938478
","x: 163.15957641601562
y: 227.13333129882812
z: -0.0023636275436729193
","x: 165.03587341308594
y: 225.52066040039062
z: -0.004686681088060141
","x: 166.7058563232422
y: 225.47918701171875
z: -0.0059227850288152695
","x: 159.8031768798828
y: 232.5830841064453
z: -0.0009620944620110095
","x: 161.44920349121094
y: 225.51058959960938
z: -0.00427638366818428
","x: 163.63519287109375
y: 223.76905822753906
z: -0.006589772645384073
","x: 165.7588348388672
y: 224.16830444335938
z: -0.007852297276258469
","x: 158.03102111816406
y: 232.6866912841797
z: -0.0033768690191209316
","x: 159.2749481201172
y: 225.69302368164062
z: -0.006396911572664976
","x: 161.1897735595703
y: 223.9509735107422
z: -0.00805655401200056
","x: 163.18202209472656
y: 224.0823211669922
z: -0.008872603066265583
","x: 156.0118865966797
y: 233.91094970703125
z: -0.006134846713393927
","x: 156.4251708984375
y: 228.5635223388672
z: -0.008251110091805458
","x: 157.55023193359375
y: 226.78993225097656
z: -0.009223878383636475
","x: 158.9806365966797
y: 226.46156311035156
z: -0.009758398868143559
"
4,"x: 181.20887756347656
y: 211.9889678955078
z: -0.12181305885314941
visibility: 0.9999676942825317
","x: 184.0681915283203
y: 203.27786254882812
z: -0.12489960342645645
visibility: 0.9998371005058289
","x: 185.4733123779297
y: 202.769775390625
z: -0.12490198761224747
visibility: 0.9998531937599182
","x: 186.90692138671875
y: 202.29661560058594
z: -0.12492060661315918
visibility: 0.9998451471328735
","x: 181.4932861328125
y: 203.78500366210938
z: -0.10101483762264252
visibility: 0.9997993111610413
","x: 181.08621215820312
y: 203.57984924316406
z: -0.10104294866323471
visibility: 0.9997785687446594
","x: 180.74746704101562
y: 203.3842315673828
z: -0.10101739317178726
visibility: 0.9997398257255554
","x: 193.716064453125
y: 204.80938720703125
z: -0.09080754220485687
visibility: 0.9998618364334106
","x: 184.6858673095703
y: 205.5001678466797
z: 0.016879862174391747
visibility: 0.99945068359375
","x: 184.81884765625
y: 219.27227783203125
z: -0.1067674532532692
visibility: 0.9999614953994751
","x: 181.60250854492188
y: 219.55148315429688
z: -0.07578659057617188
visibility: 0.9999212622642517
","x: 210.77471923828125
y: 246.37123107910156
z: -0.08274344354867935
visibility: 0.9999930262565613
","x: 172.97329711914062
y: 247.94146728515625
z: 0.13503244519233704
visibility: 0.9999097585678101
","x: 221.13238525390625
y: 302.84271240234375
z: -0.06046098470687866
visibility: 0.9980422258377075
","x: 156.83657836914062
y: 293.7095947265625
z: 0.04787954315543175
visibility: 0.9708213210105896
","x: 227.84710693359375
y: 356.8328552246094
z: -0.08398167788982391
visibility: 0.9929119944572449
","x: 156.8535919189453
y: 247.2684326171875
z: -0.18776920437812805
visibility: 0.9833696484565735
","x: 232.87710571289062
y: 372.085205078125
z: -0.09440434724092484
visibility: 0.9808327555656433
","x: 159.30335998535156
y: 235.21226501464844
z: -0.2242751121520996
visibility: 0.9674911499023438
","x: 229.59544372558594
y: 373.14385986328125
z: -0.11977598816156387
visibility: 0.9829743504524231
","x: 161.37728881835938
y: 230.7283172607422
z: -0.25007909536361694
visibility: 0.9717609286308289
","x: 226.60159301757812
y: 370.36962890625
z: -0.09117995202541351
visibility: 0.9792263507843018
","x: 161.8384246826172
y: 234.82366943359375
z: -0.19675782322883606
visibility: 0.968299388885498
","x: 197.25440979003906
y: 367.6243591308594
z: -0.0790603905916214
visibility: 0.9993993043899536
","x: 178.58860778808594
y: 368.1094665527344
z: 0.07891582697629929
visibility: 0.9987831115722656
","x: 195.01177978515625
y: 458.1663513183594
z: -0.06576237827539444
visibility: 0.9921550154685974
","x: 181.55661010742188
y: 457.4140625
z: 0.09048253297805786
visibility: 0.9806384444236755
","x: 205.8911895751953
y: 540.3269653320312
z: 0.029724324122071266
visibility: 0.9901583194732666
","x: 186.3689422607422
y: 538.6920166015625
z: 0.17703454196453094
visibility: 0.9858535528182983
","x: 207.33673095703125
y: 553.860595703125
z: 0.03192786127328873
visibility: 0.8569304943084717
","x: 191.07057189941406
y: 551.0609741210938
z: 0.17799623310565948
visibility: 0.9217973947525024
","x: 197.88107299804688
y: 563.753173828125
z: -0.08576836436986923
visibility: 0.983670175075531
","x: 167.6539764404297
y: 562.6989135742188
z: 0.09214387834072113
visibility: 0.9833917617797852
","x: 224.4307403564453
y: 359.5768737792969
z: 0.0
","x: 222.4620361328125
y: 365.31787109375
z: -0.0021184198558330536
","x: 222.01661682128906
y: 372.3782043457031
z: -0.0033826627768576145
","x: 222.90171813964844
y: 376.8738098144531
z: -0.004944082349538803
","x: 223.9899139404297
y: 379.51495361328125
z: -0.006450597196817398
","x: 227.33856201171875
y: 378.7996826171875
z: -0.0004918021732009947
","x: 229.3157958984375
y: 385.1611633300781
z: -0.0026179999113082886
","x: 230.30743408203125
y: 388.5849609375
z: -0.0040517933666706085
","x: 231.2179718017578
y: 391.36962890625
z: -0.004901669453829527
","x: 229.79885864257812
y: 376.83929443359375
z: -0.0015527104260399938
","x: 232.7808380126953
y: 383.362060546875
z: -0.003111815545707941
","x: 234.3604736328125
y: 387.02435302734375
z: -0.004237342160195112
","x: 235.86793518066406
y: 389.76068115234375
z: -0.005113274324685335
","x: 231.58705139160156
y: 373.58648681640625
z: -0.00324080279096961
","x: 234.8128204345703
y: 379.0232849121094
z: -0.005316989496350288
","x: 236.5889434814453
y: 382.4349670410156
z: -0.006592920515686274
","x: 238.0065460205078
y: 384.9269104003906
z: -0.0073956940323114395
","x: 232.73931884765625
y: 369.174072265625
z: -0.0053235325030982494
","x: 235.630859375
y: 372.5892333984375
z: -0.007122114300727844
","x: 237.22874450683594
y: 374.86016845703125
z: -0.008046342059969902
","x: 238.451171875
y: 376.6050720214844
z: -0.008629482239484787
","x: 155.4903106689453
y: 246.98410034179688
z: 0.0
","x: 160.2412109375
y: 243.45880126953125
z: 0.001147384406067431
","x: 163.2579803466797
y: 238.72177124023438
z: 0.0016852940898388624
","x: 164.91864013671875
y: 234.57904052734375
z: 0.00104942312464118
","x: 166.13307189941406
y: 231.66018676757812
z: 0.0005562491132877767
","x: 162.83135986328125
y: 231.88595581054688
z: 0.005559959448873997
","x: 165.53570556640625
y: 227.73094177246094
z: 0.0034544612281024456
","x: 167.94528198242188
y: 227.10482788085938
z: 0.00121412449516356
","x: 169.92530822753906
y: 227.7503662109375
z: 4.84147276438307e-05
","x: 161.67288208007812
y: 230.4854736328125
z: 0.0031588480342179537
","x: 164.486328125
y: 225.82681274414062
z: 0.00046066034701652825
","x: 167.08131408691406
y: 225.4944610595703
z: -0.002441635588183999
","x: 169.31053161621094
y: 226.88040161132812
z: -0.004004738759249449
","x: 160.29278564453125
y: 229.65170288085938
z: 0.0001337688008788973
","x: 162.9932861328125
y: 224.79299926757812
z: -0.002200244925916195
","x: 165.55343627929688
y: 224.28759765625
z: -0.0040005953051149845
","x: 167.67762756347656
y: 225.63455200195312
z: -0.00485745444893837
","x: 158.70858764648438
y: 229.60365295410156
z: -0.003135816426947713
","x: 160.73899841308594
y: 225.32386779785156
z: -0.004600252024829388
","x: 162.88710021972656
y: 224.37881469726562
z: -0.005444244481623173
","x: 164.80235290527344
y: 225.00259399414062
z: -0.00587031664326787
"
