,NOSE,LEFT_EYE_INNER,LEFT_EYE,LEFT_EYE_OUTER,RIGHT_EYE_INNER,RIGHT_EYE,RIGHT_EYE_OUTER,LEFT_EAR,RIGHT_EAR,MOUTH_LEFT,MOUTH_RIGHT,LEFT_SHOULDER,RIGHT_SHOULDER,LEFT_ELBOW,RIGHT_ELBOW,LEFT_WRIST,RIGHT_WRIST,LEFT_PINKY,RIGHT_PINKY,LEFT_INDEX,RIGHT_INDEX,LEFT_THUMB,RIGHT_THUMB,LEFT_HIP,RIGHT_HIP,LEFT_KNEE,RIGHT_KNEE,LEFT_ANKLE,RIGHT_ANKLE,LEFT_HEEL,RIGHT_HEEL,LEFT_FOOT_INDEX,RIGHT_FOOT_INDEX,TIMESTAMP,WRIST,THUMB_CPC,THUMB_MCP,THUMB_IP,THUMB_TIP,INDEX_FINGER_MCP,INDEX_FINGER_PIP,INDEX_FINGER_DIP,INDEX_FINGER_TIP,MIDDLE_FINGER_MCP,MIDDLE_FINGER_PIP,MIDDLE_FINGER_DIP,MIDDLE_FINGER_TIP,RING_FINGER_PIP,RING_FINGER_DIP,RING_FINGER_TIP,RING_FINGER_MCP,PINKY_MCP,PINKY_PIP,PINKY_DIP,PINKY_TIP,WRIST2,THUMB_CPC2,THUMB_MCP2,THUMB_IP2,THUMB_TIP2,INDEX_FINGER_MCP2,INDEX_FINGER_PIP2,INDEX_FINGER_DIP2,INDEX_FINGER_TIP2,MIDDLE_FINGER_MCP2,MIDDLE_FINGER_PIP2,MIDDLE_FINGER_DIP2,MIDDLE_FINGER_TIP2,RING_FINGER_PIP2,RING_FINGER_DIP2,RING_FINGER_TIP2,RING_FINGER_MCP2,PINKY_MCP2,PINKY_PIP2,PINKY_DIP2,PINKY_TIP2
0,"x: 249.1569366455078
y: 250.70054626464844
z: -0.33789828419685364
visibility: 0.9999773502349854
","x: 250.81137084960938
y: 246.78077697753906
z: -0.3257710337638855
visibility: 0.9999185800552368
","x: 251.9510040283203
y: 247.2003173828125
z: -0.3257444500923157
visibility: 0.9999334812164307
","x: 253.17283630371094
y: 247.61386108398438
z: -0.3257269561290741
visibility: 0.9999169111251831
","x: 247.44778442382812
y: 246.10643005371094
z: -0.3242439329624176
visibility: 0.9998989105224609
","x: 246.24392700195312
y: 246.0684814453125
z: -0.3242917060852051
visibility: 0.9999115467071533
","x: 245.0251007080078
y: 246.18917846679688
z: -0.32428622245788574
visibility: 0.9999028444290161
","x: 255.82191467285156
y: 252.718017578125
z: -0.23177902400493622
visibility: 0.9998195767402649
","x: 242.95372009277344
y: 251.417236328125
z: -0.22871077060699463
visibility: 0.9998205304145813
","x: 251.52239990234375
y: 259.01153564453125
z: -0.3021862804889679
visibility: 0.9999499320983887
","x: 247.0246124267578
y: 258.40960693359375
z: -0.30126217007637024
visibility: 0.9999374151229858
","x: 266.2249755859375
y: 291.1777038574219
z: -0.15490785241127014
visibility: 0.9999529123306274
","x: 231.8665008544922
y: 286.2794189453125
z: -0.1338837742805481
visibility: 0.9999408721923828
","x: 271.7811584472656
y: 333.547119140625
z: -0.10125477612018585
visibility: 0.9960940480232239
","x: 222.60548400878906
y: 318.6815185546875
z: -0.04996199533343315
visibility: 0.9823805093765259
","x: 270.9707336425781
y: 374.6275634765625
z: -0.15490296483039856
visibility: 0.989628791809082
","x: 217.56698608398438
y: 349.8284912109375
z: -0.0860147625207901
visibility: 0.959184467792511
","x: 272.34912109375
y: 389.0374755859375
z: -0.1714196801185608
visibility: 0.9614041447639465
","x: 215.97607421875
y: 362.5130615234375
z: -0.0994461178779602
visibility: 0.9054816365242004
","x: 269.19207763671875
y: 388.557373046875
z: -0.19990308582782745
visibility: 0.9638529419898987
","x: 217.71664428710938
y: 362.4176025390625
z: -0.12618108093738556
visibility: 0.9105145335197449
","x: 268.03924560546875
y: 384.9319763183594
z: -0.16655945777893066
visibility: 0.9504991173744202
","x: 219.20823669433594
y: 358.98492431640625
z: -0.09688971936702728
visibility: 0.8979072570800781
","x: 254.12808227539062
y: 375.7957763671875
z: -0.0010554875480011106
visibility: 0.99968421459198
","x: 234.37989807128906
y: 371.4079284667969
z: 0.0009705157135613263
visibility: 0.9998855590820312
","x: 247.6212158203125
y: 439.4717712402344
z: 0.0448756217956543
visibility: 0.9900000691413879
","x: 229.20529174804688
y: 438.10626220703125
z: -0.033465225249528885
visibility: 0.9959436058998108
","x: 245.59164428710938
y: 501.6214294433594
z: 0.17690061032772064
visibility: 0.9919986128807068
","x: 221.50881958007812
y: 500.34429931640625
z: 0.07887585461139679
visibility: 0.9960651993751526
","x: 241.24453735351562
y: 511.3382263183594
z: 0.18308162689208984
visibility: 0.9047338366508484
","x: 224.47268676757812
y: 509.4046630859375
z: 0.08248132467269897
visibility: 0.917576789855957
","x: 252.6890106201172
y: 520.7036743164062
z: 0.07912805676460266
visibility: 0.9890674948692322
","x: 214.0363006591797
y: 520.7348022460938
z: -0.032090555876493454
visibility: 0.994948148727417
",3.807587146759033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"x: 249.1569366455078
y: 250.70054626464844
z: -0.33789828419685364
visibility: 0.9999773502349854
","x: 250.81137084960938
y: 246.78077697753906
z: -0.3257710337638855
visibility: 0.9999185800552368
","x: 251.9510040283203
y: 247.2003173828125
z: -0.3257444500923157
visibility: 0.9999334812164307
","x: 253.17283630371094
y: 247.61386108398438
z: -0.3257269561290741
visibility: 0.9999169111251831
","x: 247.44778442382812
y: 246.10643005371094
z: -0.3242439329624176
visibility: 0.9998989105224609
","x: 246.24392700195312
y: 246.0684814453125
z: -0.3242917060852051
visibility: 0.9999115467071533
","x: 245.0251007080078
y: 246.18917846679688
z: -0.32428622245788574
visibility: 0.9999028444290161
","x: 255.82191467285156
y: 252.718017578125
z: -0.23177902400493622
visibility: 0.9998195767402649
","x: 242.95372009277344
y: 251.417236328125
z: -0.22871077060699463
visibility: 0.9998205304145813
","x: 251.52239990234375
y: 259.01153564453125
z: -0.3021862804889679
visibility: 0.9999499320983887
","x: 247.0246124267578
y: 258.40960693359375
z: -0.30126217007637024
visibility: 0.9999374151229858
","x: 266.2249755859375
y: 291.1777038574219
z: -0.15490785241127014
visibility: 0.9999529123306274
","x: 231.8665008544922
y: 286.2794189453125
z: -0.1338837742805481
visibility: 0.9999408721923828
","x: 271.7811584472656
y: 333.547119140625
z: -0.10125477612018585
visibility: 0.9960940480232239
","x: 222.60548400878906
y: 318.6815185546875
z: -0.04996199533343315
visibility: 0.9823805093765259
","x: 270.9707336425781
y: 374.6275634765625
z: -0.15490296483039856
visibility: 0.989628791809082
","x: 217.56698608398438
y: 349.8284912109375
z: -0.0860147625207901
visibility: 0.959184467792511
","x: 272.34912109375
y: 389.0374755859375
z: -0.1714196801185608
visibility: 0.9614041447639465
","x: 215.97607421875
y: 362.5130615234375
z: -0.0994461178779602
visibility: 0.9054816365242004
","x: 269.19207763671875
y: 388.557373046875
z: -0.19990308582782745
visibility: 0.9638529419898987
","x: 217.71664428710938
y: 362.4176025390625
z: -0.12618108093738556
visibility: 0.9105145335197449
","x: 268.03924560546875
y: 384.9319763183594
z: -0.16655945777893066
visibility: 0.9504991173744202
","x: 219.20823669433594
y: 358.98492431640625
z: -0.09688971936702728
visibility: 0.8979072570800781
","x: 254.12808227539062
y: 375.7957763671875
z: -0.0010554875480011106
visibility: 0.99968421459198
","x: 234.37989807128906
y: 371.4079284667969
z: 0.0009705157135613263
visibility: 0.9998855590820312
","x: 247.6212158203125
y: 439.4717712402344
z: 0.0448756217956543
visibility: 0.9900000691413879
","x: 229.20529174804688
y: 438.10626220703125
z: -0.033465225249528885
visibility: 0.9959436058998108
","x: 245.59164428710938
y: 501.6214294433594
z: 0.17690061032772064
visibility: 0.9919986128807068
","x: 221.50881958007812
y: 500.34429931640625
z: 0.07887585461139679
visibility: 0.9960651993751526
","x: 241.24453735351562
y: 511.3382263183594
z: 0.18308162689208984
visibility: 0.9047338366508484
","x: 224.47268676757812
y: 509.4046630859375
z: 0.08248132467269897
visibility: 0.917576789855957
","x: 252.6890106201172
y: 520.7036743164062
z: 0.07912805676460266
visibility: 0.9890674948692322
","x: 214.0363006591797
y: 520.7348022460938
z: -0.032090555876493454
visibility: 0.994948148727417
",3.807587146759033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"x: 229.84866333007812
y: 249.48301696777344
z: -0.23063039779663086
visibility: 0.999975860118866
","x: 230.9264373779297
y: 245.4438018798828
z: -0.21520335972309113
visibility: 0.9999186396598816
","x: 231.90431213378906
y: 245.6477508544922
z: -0.2152392864227295
visibility: 0.9999319911003113
","x: 232.90805053710938
y: 245.831298828125
z: -0.21524593234062195
visibility: 0.9999161958694458
","x: 227.72308349609375
y: 245.61764526367188
z: -0.2142907828092575
visibility: 0.9998998045921326
","x: 226.37538146972656
y: 245.942138671875
z: -0.21430043876171112
visibility: 0.9999092221260071
","x: 224.989501953125
y: 246.1955108642578
z: -0.2143068015575409
visibility: 0.9998994469642639
","x: 235.02850341796875
y: 250.93605041503906
z: -0.12199588865041733
visibility: 0.9998241066932678
","x: 223.2102813720703
y: 251.94444274902344
z: -0.11770639568567276
visibility: 0.9998190999031067
","x: 232.36285400390625
y: 257.68975830078125
z: -0.19604112207889557
visibility: 0.9999516010284424
","x: 228.2847137451172
y: 258.155517578125
z: -0.1949293613433838
visibility: 0.9999405145645142
","x: 247.0054168701172
y: 288.5641784667969
z: -0.07304365932941437
visibility: 0.9999537467956543
","x: 212.076904296875
y: 286.938232421875
z: -0.07193280756473541
visibility: 0.9999358057975769
","x: 254.79754638671875
y: 329.36785888671875
z: -0.11939549446105957
visibility: 0.9955625534057617
","x: 203.72122192382812
y: 324.9180908203125
z: -0.12828375399112701
visibility: 0.9828728437423706
","x: 251.085205078125
y: 359.21954345703125
z: -0.27562814950942993
visibility: 0.9897122979164124
","x: 216.55715942382812
y: 344.0826110839844
z: -0.2876521050930023
visibility: 0.9618608951568604
","x: 249.5089569091797
y: 370.517333984375
z: -0.31820765137672424
visibility: 0.9632575511932373
","x: 217.86424255371094
y: 353.4321594238281
z: -0.32923653721809387
visibility: 0.9123700857162476
","x: 247.06381225585938
y: 367.3614196777344
z: -0.33595070242881775
visibility: 0.9655269384384155
","x: 221.4568328857422
y: 350.5433349609375
z: -0.3370733857154846
visibility: 0.9168536067008972
","x: 246.95376586914062
y: 363.7457580566406
z: -0.2858787178993225
visibility: 0.9526429176330566
","x: 221.18609619140625
y: 346.65570068359375
z: -0.2937789261341095
visibility: 0.9041485786437988
","x: 239.17645263671875
y: 375.5597229003906
z: -0.0003673182800412178
visibility: 0.9996877312660217
","x: 218.70257568359375
y: 373.00433349609375
z: 0.00034511572448536754
visibility: 0.9998775720596313
","x: 241.94378662109375
y: 439.7352294921875
z: -0.010283595882356167
visibility: 0.9904961585998535
","x: 220.71331787109375
y: 439.86376953125
z: -0.027995239943265915
visibility: 0.9959197640419006
","x: 245.59442138671875
y: 501.6147155761719
z: 0.1178557425737381
visibility: 0.9921823143959045
","x: 219.56417846679688
y: 502.5570983886719
z: 0.10054842382669449
visibility: 0.9960255026817322
","x: 241.63026428222656
y: 510.8248596191406
z: 0.12433893978595734
visibility: 0.9099594354629517
","x: 222.1076202392578
y: 512.7009887695312
z: 0.10709307342767715
visibility: 0.9184907078742981
","x: 253.536865234375
y: 520.7561645507812
z: 0.020948806777596474
visibility: 0.989210307598114
","x: 214.3153839111328
y: 522.8600463867188
z: -0.002701092278584838
visibility: 0.994532585144043
",4.418666362762451,"x: 218.16006469726562
y: 342.34552001953125
z: 0.0
","x: 221.54751586914062
y: 344.5419921875
z: 0.0008939706603996456
","x: 224.67120361328125
y: 347.95001220703125
z: 0.00021797727094963193
","x: 227.02694702148438
y: 350.233154296875
z: -0.0008059188257902861
","x: 228.94830322265625
y: 350.586669921875
z: -0.0017711836844682693
","x: 225.203369140625
y: 349.3037414550781
z: -0.0021442866418510675
","x: 227.54798889160156
y: 354.3172607421875
z: -0.004032990429550409
","x: 228.4881591796875
y: 358.2092590332031
z: -0.00476510776206851
","x: 228.9820556640625
y: 361.3188171386719
z: -0.0051322681829333305
","x: 223.6541290283203
y: 350.5811767578125
z: -0.00397729966789484
","x: 225.82785034179688
y: 356.82183837890625
z: -0.005795410368591547
","x: 226.74667358398438
y: 361.47967529296875
z: -0.006133250892162323
","x: 227.27914428710938
y: 365.0826721191406
z: -0.006463303696364164
","x: 221.79425048828125
y: 351.70379638671875
z: -0.0056855264119803905
","x: 223.47816467285156
y: 358.01837158203125
z: -0.007376649416983128
","x: 224.16845703125
y: 362.31640625
z: -0.0074266172014176846
","x: 224.6404571533203
y: 365.5946350097656
z: -0.007543493993580341
","x: 219.69622802734375
y: 352.6210021972656
z: -0.007338372524827719
","x: 220.52755737304688
y: 357.7913818359375
z: -0.008714801631867886
","x: 221.02291870117188
y: 361.1316223144531
z: -0.008845883421599865
","x: 221.46636962890625
y: 363.9053039550781
z: -0.008957138285040855
",,,,,,,,,,,,,,,,,,,,,
3,"x: 229.84866333007812
y: 249.48301696777344
z: -0.23063039779663086
visibility: 0.999975860118866
","x: 230.9264373779297
y: 245.4438018798828
z: -0.21520335972309113
visibility: 0.9999186396598816
","x: 231.90431213378906
y: 245.6477508544922
z: -0.2152392864227295
visibility: 0.9999319911003113
","x: 232.90805053710938
y: 245.831298828125
z: -0.21524593234062195
visibility: 0.9999161958694458
","x: 227.72308349609375
y: 245.61764526367188
z: -0.2142907828092575
visibility: 0.9998998045921326
","x: 226.37538146972656
y: 245.942138671875
z: -0.21430043876171112
visibility: 0.9999092221260071
","x: 224.989501953125
y: 246.1955108642578
z: -0.2143068015575409
visibility: 0.9998994469642639
","x: 235.02850341796875
y: 250.93605041503906
z: -0.12199588865041733
visibility: 0.9998241066932678
","x: 223.2102813720703
y: 251.94444274902344
z: -0.11770639568567276
visibility: 0.9998190999031067
","x: 232.36285400390625
y: 257.68975830078125
z: -0.19604112207889557
visibility: 0.9999516010284424
","x: 228.2847137451172
y: 258.155517578125
z: -0.1949293613433838
visibility: 0.9999405145645142
","x: 247.0054168701172
y: 288.5641784667969
z: -0.07304365932941437
visibility: 0.9999537467956543
","x: 212.076904296875
y: 286.938232421875
z: -0.07193280756473541
visibility: 0.9999358057975769
","x: 254.79754638671875
y: 329.36785888671875
z: -0.11939549446105957
visibility: 0.9955625534057617
","x: 203.72122192382812
y: 324.9180908203125
z: -0.12828375399112701
visibility: 0.9828728437423706
","x: 251.085205078125
y: 359.21954345703125
z: -0.27562814950942993
visibility: 0.9897122979164124
","x: 216.55715942382812
y: 344.0826110839844
z: -0.2876521050930023
visibility: 0.9618608951568604
","x: 249.5089569091797
y: 370.517333984375
z: -0.31820765137672424
visibility: 0.9632575511932373
","x: 217.86424255371094
y: 353.4321594238281
z: -0.32923653721809387
visibility: 0.9123700857162476
","x: 247.06381225585938
y: 367.3614196777344
z: -0.33595070242881775
visibility: 0.9655269384384155
","x: 221.4568328857422
y: 350.5433349609375
z: -0.3370733857154846
visibility: 0.9168536067008972
","x: 246.95376586914062
y: 363.7457580566406
z: -0.2858787178993225
visibility: 0.9526429176330566
","x: 221.18609619140625
y: 346.65570068359375
z: -0.2937789261341095
visibility: 0.9041485786437988
","x: 239.17645263671875
y: 375.5597229003906
z: -0.0003673182800412178
visibility: 0.9996877312660217
","x: 218.70257568359375
y: 373.00433349609375
z: 0.00034511572448536754
visibility: 0.9998775720596313
","x: 241.94378662109375
y: 439.7352294921875
z: -0.010283595882356167
visibility: 0.9904961585998535
","x: 220.71331787109375
y: 439.86376953125
z: -0.027995239943265915
visibility: 0.9959197640419006
","x: 245.59442138671875
y: 501.6147155761719
z: 0.1178557425737381
visibility: 0.9921823143959045
","x: 219.56417846679688
y: 502.5570983886719
z: 0.10054842382669449
visibility: 0.9960255026817322
","x: 241.63026428222656
y: 510.8248596191406
z: 0.12433893978595734
visibility: 0.9099594354629517
","x: 222.1076202392578
y: 512.7009887695312
z: 0.10709307342767715
visibility: 0.9184907078742981
","x: 253.536865234375
y: 520.7561645507812
z: 0.020948806777596474
visibility: 0.989210307598114
","x: 214.3153839111328
y: 522.8600463867188
z: -0.002701092278584838
visibility: 0.994532585144043
",4.418666362762451,"x: 218.16006469726562
y: 342.34552001953125
z: 0.0
","x: 221.54751586914062
y: 344.5419921875
z: 0.0008939706603996456
","x: 224.67120361328125
y: 347.95001220703125
z: 0.00021797727094963193
","x: 227.02694702148438
y: 350.233154296875
z: -0.0008059188257902861
","x: 228.94830322265625
y: 350.586669921875
z: -0.0017711836844682693
","x: 225.203369140625
y: 349.3037414550781
z: -0.0021442866418510675
","x: 227.54798889160156
y: 354.3172607421875
z: -0.004032990429550409
","x: 228.4881591796875
y: 358.2092590332031
z: -0.00476510776206851
","x: 228.9820556640625
y: 361.3188171386719
z: -0.0051322681829333305
","x: 223.6541290283203
y: 350.5811767578125
z: -0.00397729966789484
","x: 225.82785034179688
y: 356.82183837890625
z: -0.005795410368591547
","x: 226.74667358398438
y: 361.47967529296875
z: -0.006133250892162323
","x: 227.27914428710938
y: 365.0826721191406
z: -0.006463303696364164
","x: 221.79425048828125
y: 351.70379638671875
z: -0.0056855264119803905
","x: 223.47816467285156
y: 358.01837158203125
z: -0.007376649416983128
","x: 224.16845703125
y: 362.31640625
z: -0.0074266172014176846
","x: 224.6404571533203
y: 365.5946350097656
z: -0.007543493993580341
","x: 219.69622802734375
y: 352.6210021972656
z: -0.007338372524827719
","x: 220.52755737304688
y: 357.7913818359375
z: -0.008714801631867886
","x: 221.02291870117188
y: 361.1316223144531
z: -0.008845883421599865
","x: 221.46636962890625
y: 363.9053039550781
z: -0.008957138285040855
",,,,,,,,,,,,,,,,,,,,,
4,"x: 229.84866333007812
y: 249.48301696777344
z: -0.23063039779663086
visibility: 0.999975860118866
","x: 230.9264373779297
y: 245.4438018798828
z: -0.21520335972309113
visibility: 0.9999186396598816
","x: 231.90431213378906
y: 245.6477508544922
z: -0.2152392864227295
visibility: 0.9999319911003113
","x: 232.90805053710938
y: 245.831298828125
z: -0.21524593234062195
visibility: 0.9999161958694458
","x: 227.72308349609375
y: 245.61764526367188
z: -0.2142907828092575
visibility: 0.9998998045921326
","x: 226.37538146972656
y: 245.942138671875
z: -0.21430043876171112
visibility: 0.9999092221260071
","x: 224.989501953125
y: 246.1955108642578
z: -0.2143068015575409
visibility: 0.9998994469642639
","x: 235.02850341796875
y: 250.93605041503906
z: -0.12199588865041733
visibility: 0.9998241066932678
","x: 223.2102813720703
y: 251.94444274902344
z: -0.11770639568567276
visibility: 0.9998190999031067
","x: 232.36285400390625
y: 257.68975830078125
z: -0.19604112207889557
visibility: 0.9999516010284424
","x: 228.2847137451172
y: 258.155517578125
z: -0.1949293613433838
visibility: 0.9999405145645142
","x: 247.0054168701172
y: 288.5641784667969
z: -0.07304365932941437
visibility: 0.9999537467956543
","x: 212.076904296875
y: 286.938232421875
z: -0.07193280756473541
visibility: 0.9999358057975769
","x: 254.79754638671875
y: 329.36785888671875
z: -0.11939549446105957
visibility: 0.9955625534057617
","x: 203.72122192382812
y: 324.9180908203125
z: -0.12828375399112701
visibility: 0.9828728437423706
","x: 251.085205078125
y: 359.21954345703125
z: -0.27562814950942993
visibility: 0.9897122979164124
","x: 216.55715942382812
y: 344.0826110839844
z: -0.2876521050930023
visibility: 0.9618608951568604
","x: 249.5089569091797
y: 370.517333984375
z: -0.31820765137672424
visibility: 0.9632575511932373
","x: 217.86424255371094
y: 353.4321594238281
z: -0.32923653721809387
visibility: 0.9123700857162476
","x: 247.06381225585938
y: 367.3614196777344
z: -0.33595070242881775
visibility: 0.9655269384384155
","x: 221.4568328857422
y: 350.5433349609375
z: -0.3370733857154846
visibility: 0.9168536067008972
","x: 246.95376586914062
y: 363.7457580566406
z: -0.2858787178993225
visibility: 0.9526429176330566
","x: 221.18609619140625
y: 346.65570068359375
z: -0.2937789261341095
visibility: 0.9041485786437988
","x: 239.17645263671875
y: 375.5597229003906
z: -0.0003673182800412178
visibility: 0.9996877312660217
","x: 218.70257568359375
y: 373.00433349609375
z: 0.00034511572448536754
visibility: 0.9998775720596313
","x: 241.94378662109375
y: 439.7352294921875
z: -0.010283595882356167
visibility: 0.9904961585998535
","x: 220.71331787109375
y: 439.86376953125
z: -0.027995239943265915
visibility: 0.9959197640419006
","x: 245.59442138671875
y: 501.6147155761719
z: 0.1178557425737381
visibility: 0.9921823143959045
","x: 219.56417846679688
y: 502.5570983886719
z: 0.10054842382669449
visibility: 0.9960255026817322
","x: 241.63026428222656
y: 510.8248596191406
z: 0.12433893978595734
visibility: 0.9099594354629517
","x: 222.1076202392578
y: 512.7009887695312
z: 0.10709307342767715
visibility: 0.9184907078742981
","x: 253.536865234375
y: 520.7561645507812
z: 0.020948806777596474
visibility: 0.989210307598114
","x: 214.3153839111328
y: 522.8600463867188
z: -0.002701092278584838
visibility: 0.994532585144043
",4.418666362762451,"x: 218.16006469726562
y: 342.34552001953125
z: 0.0
","x: 221.54751586914062
y: 344.5419921875
z: 0.0008939706603996456
","x: 224.67120361328125
y: 347.95001220703125
z: 0.00021797727094963193
","x: 227.02694702148438
y: 350.233154296875
z: -0.0008059188257902861
","x: 228.94830322265625
y: 350.586669921875
z: -0.0017711836844682693
","x: 225.203369140625
y: 349.3037414550781
z: -0.0021442866418510675
","x: 227.54798889160156
y: 354.3172607421875
z: -0.004032990429550409
","x: 228.4881591796875
y: 358.2092590332031
z: -0.00476510776206851
","x: 228.9820556640625
y: 361.3188171386719
z: -0.0051322681829333305
","x: 223.6541290283203
y: 350.5811767578125
z: -0.00397729966789484
","x: 225.82785034179688
y: 356.82183837890625
z: -0.005795410368591547
","x: 226.74667358398438
y: 361.47967529296875
z: -0.006133250892162323
","x: 227.27914428710938
y: 365.0826721191406
z: -0.006463303696364164
","x: 221.79425048828125
y: 351.70379638671875
z: -0.0056855264119803905
","x: 223.47816467285156
y: 358.01837158203125
z: -0.007376649416983128
","x: 224.16845703125
y: 362.31640625
z: -0.0074266172014176846
","x: 224.6404571533203
y: 365.5946350097656
z: -0.007543493993580341
","x: 219.69622802734375
y: 352.6210021972656
z: -0.007338372524827719
","x: 220.52755737304688
y: 357.7913818359375
z: -0.008714801631867886
","x: 221.02291870117188
y: 361.1316223144531
z: -0.008845883421599865
","x: 221.46636962890625
y: 363.9053039550781
z: -0.008957138285040855
",,,,,,,,,,,,,,,,,,,,,
5,"x: 224.80059814453125
y: 249.6600341796875
z: -0.20513030886650085
visibility: 0.9999129176139832
","x: 224.24557495117188
y: 245.4668426513672
z: -0.19707775115966797
visibility: 0.9997670650482178
","x: 224.90940856933594
y: 245.70101928710938
z: -0.1971057802438736
visibility: 0.9997957944869995
","x: 225.544189453125
y: 245.7926788330078
z: -0.19714736938476562
visibility: 0.9997808337211609
","x: 221.89852905273438
y: 246.63909912109375
z: -0.19574248790740967
visibility: 0.9997223019599915
","x: 220.8607177734375
y: 247.51736450195312
z: -0.19576692581176758
visibility: 0.9997071027755737
","x: 219.7581787109375
y: 248.369384765625
z: -0.19582033157348633
visibility: 0.9996761083602905
","x: 226.50234985351562
y: 250.8585205078125
z: -0.1245097741484642
visibility: 0.9996902346611023
","x: 217.66224670410156
y: 254.559814453125
z: -0.1169380322098732
visibility: 0.9995501637458801
","x: 227.46897888183594
y: 257.6227111816406
z: -0.17580968141555786
visibility: 0.9999186992645264
","x: 224.2161865234375
y: 258.69482421875
z: -0.17375607788562775
visibility: 0.9998992085456848
","x: 242.0474090576172
y: 283.83795166015625
z: -0.08544592559337616
visibility: 0.9999529719352722
","x: 208.59024047851562
y: 288.3963623046875
z: -0.08038385212421417
visibility: 0.9999278783798218
","x: 248.52365112304688
y: 324.78192138671875
z: -0.16515178978443146
visibility: 0.9949809908866882
","x: 200.7337646484375
y: 329.3356018066406
z: -0.16026635468006134
visibility: 0.9816672801971436
","x: 244.7678985595703
y: 355.58453369140625
z: -0.3339640498161316
visibility: 0.989443302154541
","x: 215.22305297851562
y: 344.1418151855469
z: -0.31871357560157776
visibility: 0.9620020985603333
","x: 243.24148559570312
y: 368.7447814941406
z: -0.3794114589691162
visibility: 0.9646403789520264
","x: 218.20985412597656
y: 355.01898193359375
z: -0.35984963178634644
visibility: 0.9155972003936768
","x: 240.71099853515625
y: 365.73077392578125
z: -0.3940817415714264
visibility: 0.9668271541595459
","x: 221.7366485595703
y: 353.3291320800781
z: -0.36830300092697144
visibility: 0.9195734262466431
","x: 240.4532470703125
y: 361.2574768066406
z: -0.3435276448726654
visibility: 0.9540488719940186
","x: 221.05517578125
y: 349.576904296875
z: -0.3256269097328186
visibility: 0.9052051901817322
","x: 236.46865844726562
y: 373.63629150390625
z: 0.000817468564491719
visibility: 0.9996665120124817
","x: 215.14300537109375
y: 372.94781494140625
z: -0.0007959436625242233
visibility: 0.9998607039451599
","x: 240.0454864501953
y: 438.1473388671875
z: -0.027004361152648926
visibility: 0.9906707406044006
","x: 218.6803741455078
y: 440.3155212402344
z: -0.03353419154882431
visibility: 0.995496928691864
","x: 244.0401611328125
y: 500.4534606933594
z: 0.08372951298952103
visibility: 0.9920241236686707
","x: 218.46705627441406
y: 504.1410827636719
z: 0.0903456062078476
visibility: 0.9957172274589539
","x: 240.70384216308594
y: 508.4598083496094
z: 0.08834944665431976
visibility: 0.9118581414222717
","x: 221.22239685058594
y: 514.4901123046875
z: 0.09824872761964798
visibility: 0.915550172328949
","x: 250.8515167236328
y: 520.915283203125
z: -0.01795421540737152
visibility: 0.9886916875839233
","x: 215.1489715576172
y: 524.335205078125
z: -0.00990033708512783
visibility: 0.9936700463294983
",4.557399749755859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
