,NOSE,LEFT_EYE_INNER,LEFT_EYE,LEFT_EYE_OUTER,RIGHT_EYE_INNER,RIGHT_EYE,RIGHT_EYE_OUTER,LEFT_EAR,RIGHT_EAR,MOUTH_LEFT,MOUTH_RIGHT,LEFT_SHOULDER,RIGHT_SHOULDER,LEFT_ELBOW,RIGHT_ELBOW,LEFT_WRIST,RIGHT_WRIST,LEFT_PINKY,RIGHT_PINKY,LEFT_INDEX,RIGHT_INDEX,LEFT_THUMB,RIGHT_THUMB,LEFT_HIP,RIGHT_HIP,LEFT_KNEE,RIGHT_KNEE,LEFT_ANKLE,RIGHT_ANKLE,LEFT_HEEL,RIGHT_HEEL,LEFT_FOOT_INDEX,RIGHT_FOOT_INDEX,WRIST2,THUMB_CPC2,THUMB_MCP2,THUMB_IP2,THUMB_TIP2,INDEX_FINGER_MCP2,INDEX_FINGER_PIP2,INDEX_FINGER_DIP2,INDEX_FINGER_TIP2,MIDDLE_FINGER_MCP2,MIDDLE_FINGER_PIP2,MIDDLE_FINGER_DIP2,MIDDLE_FINGER_TIP2,RING_FINGER_PIP2,RING_FINGER_DIP2,RING_FINGER_TIP2,RING_FINGER_MCP2,PINKY_MCP2,PINKY_PIP2,PINKY_DIP2,PINKY_TIP2,TIMESTAMP,WRIST,THUMB_CPC,THUMB_MCP,THUMB_IP,THUMB_TIP,INDEX_FINGER_MCP,INDEX_FINGER_PIP,INDEX_FINGER_DIP,INDEX_FINGER_TIP,MIDDLE_FINGER_MCP,MIDDLE_FINGER_PIP,MIDDLE_FINGER_DIP,MIDDLE_FINGER_TIP,RING_FINGER_PIP,RING_FINGER_DIP,RING_FINGER_TIP,RING_FINGER_MCP,PINKY_MCP,PINKY_PIP,PINKY_DIP,PINKY_TIP
0,"x: 284.1826477050781
y: 252.16275024414062
z: -0.3394108712673187
visibility: 0.9999581575393677
","x: 285.52435302734375
y: 247.6908721923828
z: -0.32765522599220276
visibility: 0.9998242259025574
","x: 286.48797607421875
y: 247.8620147705078
z: -0.32764434814453125
visibility: 0.9998534917831421
","x: 287.5143127441406
y: 248.025390625
z: -0.327674925327301
visibility: 0.9998530149459839
","x: 282.5131530761719
y: 247.57032775878906
z: -0.3283885419368744
visibility: 0.9997424483299255
","x: 281.3433837890625
y: 247.6637420654297
z: -0.3284119665622711
visibility: 0.9997324347496033
","x: 280.021240234375
y: 247.74208068847656
z: -0.3284118175506592
visibility: 0.9996342658996582
","x: 288.69921875
y: 251.6724395751953
z: -0.23141124844551086
visibility: 0.9996787309646606
","x: 277.800048828125
y: 251.27098083496094
z: -0.2373248040676117
visibility: 0.9990118741989136
","x: 285.5780944824219
y: 259.28887939453125
z: -0.30150866508483887
visibility: 0.9998539686203003
","x: 281.9808349609375
y: 258.38507080078125
z: -0.30342787504196167
visibility: 0.9997687935829163
","x: 297.38946533203125
y: 285.1089172363281
z: -0.15152055025100708
visibility: 0.9999605417251587
","x: 266.789306640625
y: 278.59136962890625
z: -0.1455831527709961
visibility: 0.999685525894165
","x: 304.99810791015625
y: 325.8020324707031
z: -0.09949105232954025
visibility: 0.9930353164672852
","x: 258.5610656738281
y: 317.3960266113281
z: -0.1217530220746994
visibility: 0.9410015344619751
","x: 314.15673828125
y: 368.2281188964844
z: -0.15696242451667786
visibility: 0.99250727891922
","x: 253.2469940185547
y: 351.89227294921875
z: -0.21005097031593323
visibility: 0.9080879092216492
","x: 318.0904235839844
y: 379.662353515625
z: -0.1749994307756424
visibility: 0.9788447022438049
","x: 252.06475830078125
y: 362.9571838378906
z: -0.23289021849632263
visibility: 0.8441658616065979
","x: 317.3971252441406
y: 381.9747619628906
z: -0.2085246741771698
visibility: 0.9819642305374146
","x: 252.75872802734375
y: 362.8434753417969
z: -0.2615815997123718
visibility: 0.8585237264633179
","x: 315.6513977050781
y: 377.9346923828125
z: -0.17136484384536743
visibility: 0.9774632453918457
","x: 254.1182861328125
y: 360.12799072265625
z: -0.22415569424629211
visibility: 0.8485835194587708
","x: 290.48651123046875
y: 362.8089599609375
z: -0.0012306056451052427
visibility: 0.9995604157447815
","x: 270.4023742675781
y: 365.53826904296875
z: 0.0011582227889448404
visibility: 0.9994176626205444
","x: 292.1171875
y: 435.7525634765625
z: -0.010974339209496975
visibility: 0.9899541139602661
","x: 273.173583984375
y: 437.65673828125
z: -0.0012675203615799546
visibility: 0.9887344241142273
","x: 296.763916015625
y: 498.15673828125
z: 0.08920110017061234
visibility: 0.9920225143432617
","x: 273.36773681640625
y: 500.0999755859375
z: 0.10485820472240448
visibility: 0.9901381731033325
","x: 294.7088623046875
y: 507.40911865234375
z: 0.09262261539697647
visibility: 0.8680176138877869
","x: 274.6007080078125
y: 507.41656494140625
z: 0.10873498767614365
visibility: 0.8381302952766418
","x: 300.3787841796875
y: 521.2396850585938
z: -0.020968830212950706
visibility: 0.9883910417556763
","x: 270.4652099609375
y: 522.5785522460938
z: 0.00015980824537109584
visibility: 0.9860417246818542
","x: 314.84063720703125
y: 367.95367431640625
z: 0.0
","x: 313.1376953125
y: 373.80902099609375
z: -0.0036045981105417013
","x: 313.7685546875
y: 379.5889587402344
z: -0.005565137602388859
","x: 314.913818359375
y: 385.084228515625
z: -0.0067949797958135605
","x: 315.5734558105469
y: 389.410888671875
z: -0.007746103219687939
","x: 318.45355224609375
y: 380.349609375
z: -0.0068572708405554295
","x: 318.7270812988281
y: 388.1588439941406
z: -0.009615213610231876
","x: 317.56072998046875
y: 392.7688903808594
z: -0.010448113083839417
","x: 316.47027587890625
y: 395.55694580078125
z: -0.010552200488746166
","x: 320.1528625488281
y: 380.93304443359375
z: -0.005968073848634958
","x: 322.164306640625
y: 389.10345458984375
z: -0.008837544359266758
","x: 322.98736572265625
y: 394.448486328125
z: -0.009666199795901775
","x: 323.5112609863281
y: 398.22796630859375
z: -0.010105576366186142
","x: 320.7030334472656
y: 381.68072509765625
z: -0.005150164477527142
","x: 322.4856872558594
y: 389.3431396484375
z: -0.008012056350708008
","x: 323.0486145019531
y: 394.2840881347656
z: -0.009174363687634468
","x: 323.4397277832031
y: 398.1103820800781
z: -0.00973558984696865
","x: 320.3448791503906
y: 382.36688232421875
z: -0.004528327379375696
","x: 321.6385498046875
y: 388.2950134277344
z: -0.006685907952487469
","x: 322.07464599609375
y: 392.35040283203125
z: -0.007509705610573292
","x: 322.14935302734375
y: 395.87738037109375
z: -0.00794741790741682
",3.7164852619171143,,,,,,,,,,,,,,,,,,,,,
1,"x: 284.1826477050781
y: 252.16275024414062
z: -0.3394108712673187
visibility: 0.9999581575393677
","x: 285.52435302734375
y: 247.6908721923828
z: -0.32765522599220276
visibility: 0.9998242259025574
","x: 286.48797607421875
y: 247.8620147705078
z: -0.32764434814453125
visibility: 0.9998534917831421
","x: 287.5143127441406
y: 248.025390625
z: -0.327674925327301
visibility: 0.9998530149459839
","x: 282.5131530761719
y: 247.57032775878906
z: -0.3283885419368744
visibility: 0.9997424483299255
","x: 281.3433837890625
y: 247.6637420654297
z: -0.3284119665622711
visibility: 0.9997324347496033
","x: 280.021240234375
y: 247.74208068847656
z: -0.3284118175506592
visibility: 0.9996342658996582
","x: 288.69921875
y: 251.6724395751953
z: -0.23141124844551086
visibility: 0.9996787309646606
","x: 277.800048828125
y: 251.27098083496094
z: -0.2373248040676117
visibility: 0.9990118741989136
","x: 285.5780944824219
y: 259.28887939453125
z: -0.30150866508483887
visibility: 0.9998539686203003
","x: 281.9808349609375
y: 258.38507080078125
z: -0.30342787504196167
visibility: 0.9997687935829163
","x: 297.38946533203125
y: 285.1089172363281
z: -0.15152055025100708
visibility: 0.9999605417251587
","x: 266.789306640625
y: 278.59136962890625
z: -0.1455831527709961
visibility: 0.999685525894165
","x: 304.99810791015625
y: 325.8020324707031
z: -0.09949105232954025
visibility: 0.9930353164672852
","x: 258.5610656738281
y: 317.3960266113281
z: -0.1217530220746994
visibility: 0.9410015344619751
","x: 314.15673828125
y: 368.2281188964844
z: -0.15696242451667786
visibility: 0.99250727891922
","x: 253.2469940185547
y: 351.89227294921875
z: -0.21005097031593323
visibility: 0.9080879092216492
","x: 318.0904235839844
y: 379.662353515625
z: -0.1749994307756424
visibility: 0.9788447022438049
","x: 252.06475830078125
y: 362.9571838378906
z: -0.23289021849632263
visibility: 0.8441658616065979
","x: 317.3971252441406
y: 381.9747619628906
z: -0.2085246741771698
visibility: 0.9819642305374146
","x: 252.75872802734375
y: 362.8434753417969
z: -0.2615815997123718
visibility: 0.8585237264633179
","x: 315.6513977050781
y: 377.9346923828125
z: -0.17136484384536743
visibility: 0.9774632453918457
","x: 254.1182861328125
y: 360.12799072265625
z: -0.22415569424629211
visibility: 0.8485835194587708
","x: 290.48651123046875
y: 362.8089599609375
z: -0.0012306056451052427
visibility: 0.9995604157447815
","x: 270.4023742675781
y: 365.53826904296875
z: 0.0011582227889448404
visibility: 0.9994176626205444
","x: 292.1171875
y: 435.7525634765625
z: -0.010974339209496975
visibility: 0.9899541139602661
","x: 273.173583984375
y: 437.65673828125
z: -0.0012675203615799546
visibility: 0.9887344241142273
","x: 296.763916015625
y: 498.15673828125
z: 0.08920110017061234
visibility: 0.9920225143432617
","x: 273.36773681640625
y: 500.0999755859375
z: 0.10485820472240448
visibility: 0.9901381731033325
","x: 294.7088623046875
y: 507.40911865234375
z: 0.09262261539697647
visibility: 0.8680176138877869
","x: 274.6007080078125
y: 507.41656494140625
z: 0.10873498767614365
visibility: 0.8381302952766418
","x: 300.3787841796875
y: 521.2396850585938
z: -0.020968830212950706
visibility: 0.9883910417556763
","x: 270.4652099609375
y: 522.5785522460938
z: 0.00015980824537109584
visibility: 0.9860417246818542
","x: 314.84063720703125
y: 367.95367431640625
z: 0.0
","x: 313.1376953125
y: 373.80902099609375
z: -0.0036045981105417013
","x: 313.7685546875
y: 379.5889587402344
z: -0.005565137602388859
","x: 314.913818359375
y: 385.084228515625
z: -0.0067949797958135605
","x: 315.5734558105469
y: 389.410888671875
z: -0.007746103219687939
","x: 318.45355224609375
y: 380.349609375
z: -0.0068572708405554295
","x: 318.7270812988281
y: 388.1588439941406
z: -0.009615213610231876
","x: 317.56072998046875
y: 392.7688903808594
z: -0.010448113083839417
","x: 316.47027587890625
y: 395.55694580078125
z: -0.010552200488746166
","x: 320.1528625488281
y: 380.93304443359375
z: -0.005968073848634958
","x: 322.164306640625
y: 389.10345458984375
z: -0.008837544359266758
","x: 322.98736572265625
y: 394.448486328125
z: -0.009666199795901775
","x: 323.5112609863281
y: 398.22796630859375
z: -0.010105576366186142
","x: 320.7030334472656
y: 381.68072509765625
z: -0.005150164477527142
","x: 322.4856872558594
y: 389.3431396484375
z: -0.008012056350708008
","x: 323.0486145019531
y: 394.2840881347656
z: -0.009174363687634468
","x: 323.4397277832031
y: 398.1103820800781
z: -0.00973558984696865
","x: 320.3448791503906
y: 382.36688232421875
z: -0.004528327379375696
","x: 321.6385498046875
y: 388.2950134277344
z: -0.006685907952487469
","x: 322.07464599609375
y: 392.35040283203125
z: -0.007509705610573292
","x: 322.14935302734375
y: 395.87738037109375
z: -0.00794741790741682
",3.7164852619171143,,,,,,,,,,,,,,,,,,,,,
2,"x: 284.1826477050781
y: 252.16275024414062
z: -0.3394108712673187
visibility: 0.9999581575393677
","x: 285.52435302734375
y: 247.6908721923828
z: -0.32765522599220276
visibility: 0.9998242259025574
","x: 286.48797607421875
y: 247.8620147705078
z: -0.32764434814453125
visibility: 0.9998534917831421
","x: 287.5143127441406
y: 248.025390625
z: -0.327674925327301
visibility: 0.9998530149459839
","x: 282.5131530761719
y: 247.57032775878906
z: -0.3283885419368744
visibility: 0.9997424483299255
","x: 281.3433837890625
y: 247.6637420654297
z: -0.3284119665622711
visibility: 0.9997324347496033
","x: 280.021240234375
y: 247.74208068847656
z: -0.3284118175506592
visibility: 0.9996342658996582
","x: 288.69921875
y: 251.6724395751953
z: -0.23141124844551086
visibility: 0.9996787309646606
","x: 277.800048828125
y: 251.27098083496094
z: -0.2373248040676117
visibility: 0.9990118741989136
","x: 285.5780944824219
y: 259.28887939453125
z: -0.30150866508483887
visibility: 0.9998539686203003
","x: 281.9808349609375
y: 258.38507080078125
z: -0.30342787504196167
visibility: 0.9997687935829163
","x: 297.38946533203125
y: 285.1089172363281
z: -0.15152055025100708
visibility: 0.9999605417251587
","x: 266.789306640625
y: 278.59136962890625
z: -0.1455831527709961
visibility: 0.999685525894165
","x: 304.99810791015625
y: 325.8020324707031
z: -0.09949105232954025
visibility: 0.9930353164672852
","x: 258.5610656738281
y: 317.3960266113281
z: -0.1217530220746994
visibility: 0.9410015344619751
","x: 314.15673828125
y: 368.2281188964844
z: -0.15696242451667786
visibility: 0.99250727891922
","x: 253.2469940185547
y: 351.89227294921875
z: -0.21005097031593323
visibility: 0.9080879092216492
","x: 318.0904235839844
y: 379.662353515625
z: -0.1749994307756424
visibility: 0.9788447022438049
","x: 252.06475830078125
y: 362.9571838378906
z: -0.23289021849632263
visibility: 0.8441658616065979
","x: 317.3971252441406
y: 381.9747619628906
z: -0.2085246741771698
visibility: 0.9819642305374146
","x: 252.75872802734375
y: 362.8434753417969
z: -0.2615815997123718
visibility: 0.8585237264633179
","x: 315.6513977050781
y: 377.9346923828125
z: -0.17136484384536743
visibility: 0.9774632453918457
","x: 254.1182861328125
y: 360.12799072265625
z: -0.22415569424629211
visibility: 0.8485835194587708
","x: 290.48651123046875
y: 362.8089599609375
z: -0.0012306056451052427
visibility: 0.9995604157447815
","x: 270.4023742675781
y: 365.53826904296875
z: 0.0011582227889448404
visibility: 0.9994176626205444
","x: 292.1171875
y: 435.7525634765625
z: -0.010974339209496975
visibility: 0.9899541139602661
","x: 273.173583984375
y: 437.65673828125
z: -0.0012675203615799546
visibility: 0.9887344241142273
","x: 296.763916015625
y: 498.15673828125
z: 0.08920110017061234
visibility: 0.9920225143432617
","x: 273.36773681640625
y: 500.0999755859375
z: 0.10485820472240448
visibility: 0.9901381731033325
","x: 294.7088623046875
y: 507.40911865234375
z: 0.09262261539697647
visibility: 0.8680176138877869
","x: 274.6007080078125
y: 507.41656494140625
z: 0.10873498767614365
visibility: 0.8381302952766418
","x: 300.3787841796875
y: 521.2396850585938
z: -0.020968830212950706
visibility: 0.9883910417556763
","x: 270.4652099609375
y: 522.5785522460938
z: 0.00015980824537109584
visibility: 0.9860417246818542
","x: 314.84063720703125
y: 367.95367431640625
z: 0.0
","x: 313.1376953125
y: 373.80902099609375
z: -0.0036045981105417013
","x: 313.7685546875
y: 379.5889587402344
z: -0.005565137602388859
","x: 314.913818359375
y: 385.084228515625
z: -0.0067949797958135605
","x: 315.5734558105469
y: 389.410888671875
z: -0.007746103219687939
","x: 318.45355224609375
y: 380.349609375
z: -0.0068572708405554295
","x: 318.7270812988281
y: 388.1588439941406
z: -0.009615213610231876
","x: 317.56072998046875
y: 392.7688903808594
z: -0.010448113083839417
","x: 316.47027587890625
y: 395.55694580078125
z: -0.010552200488746166
","x: 320.1528625488281
y: 380.93304443359375
z: -0.005968073848634958
","x: 322.164306640625
y: 389.10345458984375
z: -0.008837544359266758
","x: 322.98736572265625
y: 394.448486328125
z: -0.009666199795901775
","x: 323.5112609863281
y: 398.22796630859375
z: -0.010105576366186142
","x: 320.7030334472656
y: 381.68072509765625
z: -0.005150164477527142
","x: 322.4856872558594
y: 389.3431396484375
z: -0.008012056350708008
","x: 323.0486145019531
y: 394.2840881347656
z: -0.009174363687634468
","x: 323.4397277832031
y: 398.1103820800781
z: -0.00973558984696865
","x: 320.3448791503906
y: 382.36688232421875
z: -0.004528327379375696
","x: 321.6385498046875
y: 388.2950134277344
z: -0.006685907952487469
","x: 322.07464599609375
y: 392.35040283203125
z: -0.007509705610573292
","x: 322.14935302734375
y: 395.87738037109375
z: -0.00794741790741682
",3.7164852619171143,,,,,,,,,,,,,,,,,,,,,
3,"x: 289.0111083984375
y: 252.16409301757812
z: -0.29501378536224365
visibility: 0.9999610185623169
","x: 290.3965148925781
y: 247.69110107421875
z: -0.2819250226020813
visibility: 0.9998360872268677
","x: 291.4101867675781
y: 247.86212158203125
z: -0.2819201350212097
visibility: 0.9998629093170166
","x: 292.4123840332031
y: 248.02664184570312
z: -0.28191691637039185
visibility: 0.9998618960380554
","x: 287.15594482421875
y: 247.5960693359375
z: -0.28354665637016296
visibility: 0.9997630715370178
","x: 285.8343811035156
y: 247.7240753173828
z: -0.2835891544818878
visibility: 0.9997542500495911
","x: 284.5178527832031
y: 247.84437561035156
z: -0.2835933566093445
visibility: 0.9996650218963623
","x: 293.56097412109375
y: 251.68020629882812
z: -0.1920323520898819
visibility: 0.9996970891952515
","x: 282.2375183105469
y: 251.3665008544922
z: -0.2013501673936844
visibility: 0.9990959167480469
","x: 290.3858337402344
y: 259.2798156738281
z: -0.26087918877601624
visibility: 0.9998648166656494
","x: 286.6363525390625
y: 258.53839111328125
z: -0.26363229751586914
visibility: 0.9997885227203369
","x: 302.5668640136719
y: 285.1658935546875
z: -0.12603679299354553
visibility: 0.9999611377716064
","x: 271.221435546875
y: 286.0409851074219
z: -0.12232933938503265
visibility: 0.9997105598449707
","x: 310.1993103027344
y: 325.39312744140625
z: -0.08962158858776093
visibility: 0.9932672381401062
","x: 261.8304138183594
y: 326.87066650390625
z: -0.08199954032897949
visibility: 0.9456892609596252
","x: 311.3938903808594
y: 367.6764221191406
z: -0.15932802855968475
visibility: 0.9925711154937744
","x: 255.7996826171875
y: 369.7142028808594
z: -0.14577226340770721
visibility: 0.9144250750541687
","x: 312.2301330566406
y: 379.34942626953125
z: -0.1805138885974884
visibility: 0.9788599610328674
","x: 252.1644744873047
y: 381.30450439453125
z: -0.16699346899986267
visibility: 0.853508710861206
","x: 309.5577087402344
y: 379.6659851074219
z: -0.20863094925880432
visibility: 0.9818439483642578
","x: 253.44671630859375
y: 382.5735778808594
z: -0.19246965646743774
visibility: 0.8669745922088623
","x: 308.5158386230469
y: 376.16046142578125
z: -0.17170239984989166
visibility: 0.9771851897239685
","x: 255.9002227783203
y: 378.4761962890625
z: -0.15745683014392853
visibility: 0.8570187091827393
","x: 295.6637268066406
y: 366.287109375
z: 0.0035655503161251545
visibility: 0.9995203614234924
","x: 275.3066101074219
y: 366.63250732421875
z: -0.0036140240263193846
visibility: 0.9994453191757202
","x: 294.9480895996094
y: 434.67791748046875
z: 0.02535736933350563
visibility: 0.990012526512146
","x: 276.3019714355469
y: 437.13323974609375
z: -0.04563731700181961
visibility: 0.9894082546234131
","x: 296.6124572753906
y: 489.66571044921875
z: 0.1468510627746582
visibility: 0.9917447566986084
","x: 273.47198486328125
y: 499.27130126953125
z: 0.03529008477926254
visibility: 0.9905368089675903
","x: 294.628173828125
y: 497.3746337890625
z: 0.15320000052452087
visibility: 0.8707945942878723
","x: 274.5390625
y: 506.5801696777344
z: 0.036881811916828156
visibility: 0.8383881449699402
","x: 300.8418884277344
y: 511.0345458984375
z: 0.05875661224126816
visibility: 0.9879920482635498
","x: 271.2807312011719
y: 521.3071899414062
z: -0.0733804851770401
visibility: 0.9862916469573975
",,,,,,,,,,,,,,,,,,,,,,4.388895034790039,,,,,,,,,,,,,,,,,,,,,
4,"x: 289.0111083984375
y: 252.16409301757812
z: -0.29501378536224365
visibility: 0.9999610185623169
","x: 290.3965148925781
y: 247.69110107421875
z: -0.2819250226020813
visibility: 0.9998360872268677
","x: 291.4101867675781
y: 247.86212158203125
z: -0.2819201350212097
visibility: 0.9998629093170166
","x: 292.4123840332031
y: 248.02664184570312
z: -0.28191691637039185
visibility: 0.9998618960380554
","x: 287.15594482421875
y: 247.5960693359375
z: -0.28354665637016296
visibility: 0.9997630715370178
","x: 285.8343811035156
y: 247.7240753173828
z: -0.2835891544818878
visibility: 0.9997542500495911
","x: 284.5178527832031
y: 247.84437561035156
z: -0.2835933566093445
visibility: 0.9996650218963623
","x: 293.56097412109375
y: 251.68020629882812
z: -0.1920323520898819
visibility: 0.9996970891952515
","x: 282.2375183105469
y: 251.3665008544922
z: -0.2013501673936844
visibility: 0.9990959167480469
","x: 290.3858337402344
y: 259.2798156738281
z: -0.26087918877601624
visibility: 0.9998648166656494
","x: 286.6363525390625
y: 258.53839111328125
z: -0.26363229751586914
visibility: 0.9997885227203369
","x: 302.5668640136719
y: 285.1658935546875
z: -0.12603679299354553
visibility: 0.9999611377716064
","x: 271.221435546875
y: 286.0409851074219
z: -0.12232933938503265
visibility: 0.9997105598449707
","x: 310.1993103027344
y: 325.39312744140625
z: -0.08962158858776093
visibility: 0.9932672381401062
","x: 261.8304138183594
y: 326.87066650390625
z: -0.08199954032897949
visibility: 0.9456892609596252
","x: 311.3938903808594
y: 367.6764221191406
z: -0.15932802855968475
visibility: 0.9925711154937744
","x: 255.7996826171875
y: 369.7142028808594
z: -0.14577226340770721
visibility: 0.9144250750541687
","x: 312.2301330566406
y: 379.34942626953125
z: -0.1805138885974884
visibility: 0.9788599610328674
","x: 252.1644744873047
y: 381.30450439453125
z: -0.16699346899986267
visibility: 0.853508710861206
","x: 309.5577087402344
y: 379.6659851074219
z: -0.20863094925880432
visibility: 0.9818439483642578
","x: 253.44671630859375
y: 382.5735778808594
z: -0.19246965646743774
visibility: 0.8669745922088623
","x: 308.5158386230469
y: 376.16046142578125
z: -0.17170239984989166
visibility: 0.9771851897239685
","x: 255.9002227783203
y: 378.4761962890625
z: -0.15745683014392853
visibility: 0.8570187091827393
","x: 295.6637268066406
y: 366.287109375
z: 0.0035655503161251545
visibility: 0.9995203614234924
","x: 275.3066101074219
y: 366.63250732421875
z: -0.0036140240263193846
visibility: 0.9994453191757202
","x: 294.9480895996094
y: 434.67791748046875
z: 0.02535736933350563
visibility: 0.990012526512146
","x: 276.3019714355469
y: 437.13323974609375
z: -0.04563731700181961
visibility: 0.9894082546234131
","x: 296.6124572753906
y: 489.66571044921875
z: 0.1468510627746582
visibility: 0.9917447566986084
","x: 273.47198486328125
y: 499.27130126953125
z: 0.03529008477926254
visibility: 0.9905368089675903
","x: 294.628173828125
y: 497.3746337890625
z: 0.15320000052452087
visibility: 0.8707945942878723
","x: 274.5390625
y: 506.5801696777344
z: 0.036881811916828156
visibility: 0.8383881449699402
","x: 300.8418884277344
y: 511.0345458984375
z: 0.05875661224126816
visibility: 0.9879920482635498
","x: 271.2807312011719
y: 521.3071899414062
z: -0.0733804851770401
visibility: 0.9862916469573975
",,,,,,,,,,,,,,,,,,,,,,4.388895034790039,,,,,,,,,,,,,,,,,,,,,
5,"x: 292.5039367675781
y: 252.6860809326172
z: -0.274531751871109
visibility: 0.9999644756317139
","x: 294.0244445800781
y: 248.20143127441406
z: -0.26159733533859253
visibility: 0.9998505711555481
","x: 294.9986572265625
y: 248.41433715820312
z: -0.2615799605846405
visibility: 0.9998747706413269
","x: 296.036865234375
y: 248.65914916992188
z: -0.2615639269351959
visibility: 0.9998736381530762
","x: 290.90155029296875
y: 247.97967529296875
z: -0.2633156180381775
visibility: 0.9997851252555847
","x: 289.81085205078125
y: 248.05169677734375
z: -0.26335006952285767
visibility: 0.9997771978378296
","x: 288.5682067871094
y: 248.15675354003906
z: -0.26334553956985474
visibility: 0.9996965527534485
","x: 297.188232421875
y: 252.30380249023438
z: -0.17293110489845276
visibility: 0.9997214078903198
","x: 286.4131774902344
y: 251.48928833007812
z: -0.18324406445026398
visibility: 0.999181866645813
","x: 293.7958679199219
y: 259.7786865234375
z: -0.24095189571380615
visibility: 0.9998770356178284
","x: 290.1801452636719
y: 259.09808349609375
z: -0.24394457042217255
visibility: 0.9998085498809814
","x: 306.0132751464844
y: 286.9410095214844
z: -0.10225512832403183
visibility: 0.999963104724884
","x: 274.9657897949219
y: 288.5440368652344
z: -0.11326619237661362
visibility: 0.9997370839118958
","x: 315.482421875
y: 325.52935791015625
z: -0.05540528893470764
visibility: 0.9935752749443054
","x: 266.33856201171875
y: 331.12255859375
z: -0.0730476826429367
visibility: 0.9502863883972168
","x: 318.9648742675781
y: 366.3641662597656
z: -0.1265123188495636
visibility: 0.9928869009017944
","x: 263.7073669433594
y: 373.97991943359375
z: -0.13129781186580658
visibility: 0.9210701584815979
","x: 320.06890869140625
y: 378.8349609375
z: -0.14610102772712708
visibility: 0.979623556137085
","x: 261.62725830078125
y: 385.66790771484375
z: -0.15087662637233734
visibility: 0.8636659383773804
","x: 318.6484375
y: 379.28912353515625
z: -0.1738455891609192
visibility: 0.9824695587158203
","x: 263.11590576171875
y: 386.5887145996094
z: -0.17507141828536987
visibility: 0.8761135339736938
","x: 317.5232238769531
y: 375.5581970214844
z: -0.13865771889686584
visibility: 0.977924108505249
","x: 264.4974365234375
y: 382.61370849609375
z: -0.14186635613441467
visibility: 0.86616051197052
","x: 299.579345703125
y: 368.02569580078125
z: 0.00987649243324995
visibility: 0.9994940757751465
","x: 279.7032775878906
y: 368.9754943847656
z: -0.009940129704773426
visibility: 0.9994667768478394
","x: 297.08380126953125
y: 434.28704833984375
z: 0.032327014952898026
visibility: 0.9896504282951355
","x: 279.1125183105469
y: 436.71014404296875
z: -0.03839392215013504
visibility: 0.9900038838386536
","x: 296.61138916015625
y: 486.8147277832031
z: 0.15041276812553406
visibility: 0.9912119507789612
","x: 274.2823181152344
y: 497.1194763183594
z: 0.0510079450905323
visibility: 0.9907498955726624
","x: 294.6289978027344
y: 494.4434814453125
z: 0.15664348006248474
visibility: 0.8743247985839844
","x: 274.73944091796875
y: 504.7964782714844
z: 0.05373875051736832
visibility: 0.8372756242752075
","x: 301.0348815917969
y: 507.77880859375
z: 0.06677282601594925
visibility: 0.9874016642570496
","x: 272.7704162597656
y: 516.7659301757812
z: -0.05195430666208267
visibility: 0.9862954020500183
",,,,,,,,,,,,,,,,,,,,,,4.529386520385742,,,,,,,,,,,,,,,,,,,,,
