,NOSE,LEFT_EYE_INNER,LEFT_EYE,LEFT_EYE_OUTER,RIGHT_EYE_INNER,RIGHT_EYE,RIGHT_EYE_OUTER,LEFT_EAR,RIGHT_EAR,MOUTH_LEFT,MOUTH_RIGHT,LEFT_SHOULDER,RIGHT_SHOULDER,LEFT_ELBOW,RIGHT_ELBOW,LEFT_WRIST,RIGHT_WRIST,LEFT_PINKY,RIGHT_PINKY,LEFT_INDEX,RIGHT_INDEX,LEFT_THUMB,RIGHT_THUMB,LEFT_HIP,RIGHT_HIP,LEFT_KNEE,RIGHT_KNEE,LEFT_ANKLE,RIGHT_ANKLE,LEFT_HEEL,RIGHT_HEEL,LEFT_FOOT_INDEX,RIGHT_FOOT_INDEX,WRIST2,THUMB_CPC2,THUMB_MCP2,THUMB_IP2,THUMB_TIP2,INDEX_FINGER_MCP2,INDEX_FINGER_PIP2,INDEX_FINGER_DIP2,INDEX_FINGER_TIP2,MIDDLE_FINGER_MCP2,MIDDLE_FINGER_PIP2,MIDDLE_FINGER_DIP2,MIDDLE_FINGER_TIP2,RING_FINGER_PIP2,RING_FINGER_DIP2,RING_FINGER_TIP2,RING_FINGER_MCP2,PINKY_MCP2,PINKY_PIP2,PINKY_DIP2,PINKY_TIP2,WRIST,THUMB_CPC,THUMB_MCP,THUMB_IP,THUMB_TIP,INDEX_FINGER_MCP,INDEX_FINGER_PIP,INDEX_FINGER_DIP,INDEX_FINGER_TIP,MIDDLE_FINGER_MCP,MIDDLE_FINGER_PIP,MIDDLE_FINGER_DIP,MIDDLE_FINGER_TIP,RING_FINGER_PIP,RING_FINGER_DIP,RING_FINGER_TIP,RING_FINGER_MCP,PINKY_MCP,PINKY_PIP,PINKY_DIP,PINKY_TIP
0,"x: 246.8066864013672
y: 302.49468994140625
z: -0.18852722644805908
visibility: 0.9999628067016602
","x: 246.2415771484375
y: 297.43731689453125
z: -0.16953927278518677
visibility: 0.9998301267623901
","x: 246.88917541503906
y: 297.6195983886719
z: -0.16951417922973633
visibility: 0.9998239874839783
","x: 247.58851623535156
y: 297.66162109375
z: -0.1694880574941635
visibility: 0.9997337460517883
","x: 243.72940063476562
y: 297.35736083984375
z: -0.17622767388820648
visibility: 0.9999022483825684
","x: 242.63763427734375
y: 297.6815185546875
z: -0.17624416947364807
visibility: 0.9999172687530518
","x: 241.57278442382812
y: 298.03607177734375
z: -0.17627039551734924
visibility: 0.9999024868011475
","x: 246.89981079101562
y: 301.37738037109375
z: -0.07086551934480667
visibility: 0.9996250867843628
","x: 238.37782287597656
y: 302.6446838378906
z: -0.10196999460458755
visibility: 0.9999449253082275
","x: 248.06134033203125
y: 309.18109130859375
z: -0.15199850499629974
visibility: 0.999871015548706
","x: 244.85043334960938
y: 309.82708740234375
z: -0.16102369129657745
visibility: 0.9999412298202515
","x: 257.26373291015625
y: 333.367919921875
z: -0.04040438309311867
visibility: 0.9997462630271912
","x: 224.03750610351562
y: 344.3246765136719
z: -0.05597944185137749
visibility: 0.9999088048934937
","x: 273.25628662109375
y: 310.2781982421875
z: -0.16012150049209595
visibility: 0.9963086247444153
","x: 208.14637756347656
y: 373.31256103515625
z: -0.06031991168856621
visibility: 0.9954203963279724
","x: 264.7532958984375
y: 268.3974304199219
z: -0.32249414920806885
visibility: 0.9928489923477173
","x: 211.52076721191406
y: 415.51275634765625
z: -0.10075900703668594
visibility: 0.9803044199943542
","x: 261.9894714355469
y: 256.2326354980469
z: -0.36200645565986633
visibility: 0.9694876074790955
","x: 213.64537048339844
y: 428.55096435546875
z: -0.11526328325271606
visibility: 0.9476832747459412
","x: 259.6307373046875
y: 256.1150817871094
z: -0.34948596358299255
visibility: 0.96503084897995
","x: 216.0132598876953
y: 426.83935546875
z: -0.12671761214733124
visibility: 0.9461405277252197
","x: 259.99029541015625
y: 260.7853088378906
z: -0.3241174519062042
visibility: 0.9596196413040161
","x: 216.09378051757812
y: 422.72930908203125
z: -0.1051756739616394
visibility: 0.9255380034446716
","x: 250.15737915039062
y: 438.2725830078125
z: 0.006137868855148554
visibility: 0.9999479055404663
","x: 228.9242706298828
y: 437.48919677734375
z: -0.006295503582805395
visibility: 0.9999403953552246
","x: 267.4715881347656
y: 502.5472717285156
z: -0.11054760217666626
visibility: 0.9978637099266052
","x: 206.67677307128906
y: 498.7052001953125
z: -0.04158245027065277
visibility: 0.9988566637039185
","x: 262.3064270019531
y: 560.7857666015625
z: 0.08151133358478546
visibility: 0.9945247173309326
","x: 199.41201782226562
y: 555.231689453125
z: 0.15044839680194855
visibility: 0.9980880618095398
","x: 257.6276550292969
y: 571.32568359375
z: 0.09622646868228912
visibility: 0.9797332286834717
","x: 201.5785675048828
y: 564.3738403320312
z: 0.16428923606872559
visibility: 0.9649181962013245
","x: 274.8810729980469
y: 579.0650634765625
z: 0.008215210400521755
visibility: 0.9909564852714539
","x: 190.9505157470703
y: 574.963623046875
z: 0.06996174901723862
visibility: 0.9936988353729248
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"x: 204.0879364013672
y: 338.3252258300781
z: -0.2200550138950348
visibility: 0.9999345541000366
","x: 204.78111267089844
y: 332.18963623046875
z: -0.20632943511009216
visibility: 0.9996795654296875
","x: 205.46783447265625
y: 332.2575378417969
z: -0.2063436061143875
visibility: 0.9997032880783081
","x: 206.18927001953125
y: 332.43658447265625
z: -0.206427663564682
visibility: 0.999629020690918
","x: 202.670166015625
y: 332.32867431640625
z: -0.2052430808544159
visibility: 0.9997760057449341
","x: 201.76028442382812
y: 332.5696105957031
z: -0.20523853600025177
visibility: 0.9997832179069519
","x: 200.7627410888672
y: 333.00439453125
z: -0.20522205531597137
visibility: 0.9997472763061523
","x: 207.49575805664062
y: 335.64215087890625
z: -0.12053550779819489
visibility: 0.9994953870773315
","x: 199.64736938476562
y: 337.1336364746094
z: -0.11016196012496948
visibility: 0.9996898770332336
","x: 205.52801513671875
y: 344.6159362792969
z: -0.18648172914981842
visibility: 0.9997959136962891
","x: 203.0816650390625
y: 345.294189453125
z: -0.1838245987892151
visibility: 0.999802827835083
","x: 220.90956115722656
y: 365.164306640625
z: -0.07070697098970413
visibility: 0.9997638463973999
","x: 192.41770935058594
y: 372.82733154296875
z: -0.043172650039196014
visibility: 0.9998497366905212
","x: 242.48365783691406
y: 389.11676025390625
z: -0.05783841013908386
visibility: 0.9958101511001587
","x: 189.05247497558594
y: 412.79522705078125
z: -0.009332307614386082
visibility: 0.9807360768318176
","x: 266.67913818359375
y: 404.0702819824219
z: -0.12694451212882996
visibility: 0.9897787570953369
","x: 199.8925323486328
y: 442.778076171875
z: -0.04631306603550911
visibility: 0.9593476057052612
","x: 273.6182556152344
y: 408.1006164550781
z: -0.1462486982345581
visibility: 0.9641785621643066
","x: 202.44784545898438
y: 452.1702880859375
z: -0.06010880321264267
visibility: 0.9166162610054016
","x: 274.005615234375
y: 408.6883239746094
z: -0.16835662722587585
visibility: 0.961381196975708
","x: 204.635009765625
y: 450.4888610839844
z: -0.07887043058872223
visibility: 0.9156553149223328
","x: 271.414306640625
y: 407.8818359375
z: -0.13879147171974182
visibility: 0.9548196792602539
","x: 204.4462890625
y: 446.67462158203125
z: -0.054890453815460205
visibility: 0.8941876292228699
","x: 227.7285919189453
y: 451.0782470703125
z: -0.03124730847775936
visibility: 0.9997419118881226
","x: 213.087890625
y: 458.448486328125
z: 0.0312594510614872
visibility: 0.9997820258140564
","x: 259.84588623046875
y: 499.7764587402344
z: -0.18365877866744995
visibility: 0.9979552030563354
","x: 191.70184326171875
y: 497.80035400390625
z: -0.10276941955089569
visibility: 0.9986225366592407
","x: 277.59576416015625
y: 556.4783935546875
z: -0.08695021271705627
visibility: 0.9948840737342834
","x: 199.68002319335938
y: 558.9190673828125
z: 0.04739190638065338
visibility: 0.9976913332939148
","x: 279.8454284667969
y: 563.8142700195312
z: -0.0835108608007431
visibility: 0.9756408929824829
","x: 203.8250274658203
y: 567.9125366210938
z: 0.05741409584879875
visibility: 0.9664857387542725
","x: 277.12579345703125
y: 579.5123901367188
z: -0.20961017906665802
visibility: 0.9910963177680969
","x: 186.9542236328125
y: 575.2637329101562
z: -0.02544495090842247
visibility: 0.9927939176559448
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"x: 204.93653869628906
y: 327.3531799316406
z: -0.20914337038993835
visibility: 0.9999401569366455
","x: 206.38522338867188
y: 321.6907958984375
z: -0.1935146600008011
visibility: 0.999705970287323
","x: 207.38424682617188
y: 321.748779296875
z: -0.1935180425643921
visibility: 0.9997271299362183
","x: 208.38885498046875
y: 321.7817687988281
z: -0.19354534149169922
visibility: 0.9996606707572937
","x: 203.3324432373047
y: 321.48553466796875
z: -0.19546504318714142
visibility: 0.9997944235801697
","x: 202.1562957763672
y: 321.496337890625
z: -0.19547073543071747
visibility: 0.9998006820678711
","x: 200.80551147460938
y: 321.5933837890625
z: -0.19547568261623383
visibility: 0.9997683763504028
","x: 209.1484832763672
y: 324.069091796875
z: -0.10491075366735458
visibility: 0.9995349645614624
","x: 198.06385803222656
y: 325.0580139160156
z: -0.10474250465631485
visibility: 0.9997121691703796
","x: 206.41946411132812
y: 333.21649169921875
z: -0.17476452887058258
visibility: 0.9998129606246948
","x: 202.9090576171875
y: 333.42388916015625
z: -0.1773250252008438
visibility: 0.9998192191123962
","x: 220.94247436523438
y: 354.1882629394531
z: -0.07113933563232422
visibility: 0.999786913394928
","x: 188.49200439453125
y: 364.94525146484375
z: -0.014285227283835411
visibility: 0.9998610019683838
","x: 239.302978515625
y: 379.34320068359375
z: -0.04900239408016205
visibility: 0.9960583448410034
","x: 187.93592834472656
y: 409.4811706542969
z: 0.01448417641222477
visibility: 0.9768763184547424
","x: 265.49066162109375
y: 399.8193359375
z: -0.13714437186717987
visibility: 0.9903367757797241
","x: 196.1150665283203
y: 448.6798400878906
z: -0.06795786321163177
visibility: 0.959282398223877
","x: 272.08917236328125
y: 404.4718017578125
z: -0.16417858004570007
visibility: 0.9665536284446716
","x: 197.79144287109375
y: 458.64215087890625
z: -0.08322428166866302
visibility: 0.9168757796287537
","x: 272.4490051269531
y: 404.3099365234375
z: -0.19145739078521729
visibility: 0.964214563369751
","x: 199.9200439453125
y: 455.963623046875
z: -0.11133836209774017
visibility: 0.9166628122329712
","x: 270.1206359863281
y: 403.5826110839844
z: -0.15135429799556732
visibility: 0.9578725099563599
","x: 200.15464782714844
y: 452.2824401855469
z: -0.07531245797872543
visibility: 0.8969548344612122
","x: 231.4451141357422
y: 450.58648681640625
z: -0.04579911381006241
visibility: 0.9997498989105225
","x: 213.6294708251953
y: 452.3611145019531
z: 0.04575544595718384
visibility: 0.9997889995574951
","x: 256.88116455078125
y: 499.9305725097656
z: -0.11955098807811737
visibility: 0.9980894327163696
","x: 190.21737670898438
y: 497.08538818359375
z: -0.07685531675815582
visibility: 0.9983407258987427
","x: 282.70013427734375
y: 554.1328125
z: -0.03750714287161827
visibility: 0.9953075647354126
","x: 199.77706909179688
y: 558.5789794921875
z: 0.0507490448653698
visibility: 0.9974862337112427
","x: 286.8839111328125
y: 558.2196044921875
z: -0.03634508699178696
visibility: 0.971747100353241
","x: 204.72042846679688
y: 568.6878662109375
z: 0.05748094245791435
visibility: 0.9680259823799133
","x: 280.07391357421875
y: 579.65478515625
z: -0.15008831024169922
visibility: 0.991614818572998
","x: 184.70904541015625
y: 576.06005859375
z: -0.02098061516880989
visibility: 0.9926437139511108
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,"x: 207.6878662109375
y: 322.3275451660156
z: -0.1861926019191742
visibility: 0.9999446868896484
","x: 208.07798767089844
y: 316.5780334472656
z: -0.1759507805109024
visibility: 0.9997288584709167
","x: 208.6875457763672
y: 316.5711669921875
z: -0.17598655819892883
visibility: 0.9997472167015076
","x: 209.29840087890625
y: 316.517578125
z: -0.17604586482048035
visibility: 0.9996880292892456
","x: 205.9302215576172
y: 316.36407470703125
z: -0.17638598382472992
visibility: 0.999809980392456
","x: 205.0062255859375
y: 316.3500671386719
z: -0.17639465630054474
visibility: 0.9998154640197754
","x: 204.025390625
y: 316.4131774902344
z: -0.17640824615955353
visibility: 0.9997865557670593
","x: 208.740234375
y: 319.0319519042969
z: -0.10282260179519653
visibility: 0.999570906162262
","x: 201.13690185546875
y: 320.2334289550781
z: -0.0951998308300972
visibility: 0.9997334480285645
","x: 208.5725555419922
y: 328.0213928222656
z: -0.15276017785072327
visibility: 0.9998282790184021
","x: 206.1004638671875
y: 328.25396728515625
z: -0.1542489379644394
visibility: 0.9998336434364319
","x: 220.16860961914062
y: 351.1534118652344
z: -0.05698908120393753
visibility: 0.9998074769973755
","x: 188.41595458984375
y: 361.1681823730469
z: 0.0032165306620299816
visibility: 0.999870777130127
","x: 240.54039001464844
y: 367.35064697265625
z: 0.0025101718492805958
visibility: 0.9961115121841431
","x: 183.86346435546875
y: 399.151123046875
z: 0.0580902099609375
visibility: 0.9763560891151428
","x: 265.3643798828125
y: 380.37213134765625
z: -0.07257247716188431
visibility: 0.9907703399658203
","x: 188.07138061523438
y: 438.6542053222656
z: -0.0020975349470973015
visibility: 0.9606642127037048
","x: 272.8255615234375
y: 382.4154357910156
z: -0.09231697022914886
visibility: 0.968541145324707
","x: 190.3660125732422
y: 450.2087707519531
z: -0.01240268349647522
visibility: 0.9189876317977905
","x: 273.3802185058594
y: 381.22760009765625
z: -0.1222662702202797
visibility: 0.9666325449943542
","x: 192.9436798095703
y: 448.2856750488281
z: -0.041734885424375534
visibility: 0.9194014072418213
","x: 270.4202880859375
y: 381.2402038574219
z: -0.08692513406276703
visibility: 0.9605224132537842
","x: 193.42445373535156
y: 444.5689392089844
z: -0.014519445598125458
visibility: 0.9013059735298157
","x: 231.58058166503906
y: 437.5614929199219
z: -0.037047602236270905
visibility: 0.9997434616088867
","x: 217.17311096191406
y: 445.8349609375
z: 0.03706350177526474
visibility: 0.9997783303260803
","x: 252.2589111328125
y: 497.9989929199219
z: -0.09266968816518784
visibility: 0.9980630278587341
","x: 191.54876708984375
y: 496.9090270996094
z: -0.06312365084886551
visibility: 0.9977028369903564
","x: 272.705322265625
y: 554.373291015625
z: -0.01767275109887123
visibility: 0.9953338503837585
","x: 199.80270385742188
y: 558.3775634765625
z: 0.08314619213342667
visibility: 0.9967008829116821
","x: 281.2622985839844
y: 560.5919799804688
z: -0.013520630076527596
visibility: 0.9674473404884338
","x: 205.16217041015625
y: 569.1785888671875
z: 0.09253992885351181
visibility: 0.9674052000045776
","x: 271.02099609375
y: 579.6502685546875
z: -0.11747834831476212
visibility: 0.9911028742790222
","x: 183.70387268066406
y: 575.4698486328125
z: 0.014352807775139809
visibility: 0.9914423823356628
","x: 266.88946533203125
y: 381.7181396484375
z: 0.0
","x: 270.963623046875
y: 384.908203125
z: 0.0015702219679951668
","x: 274.6252746582031
y: 384.8811340332031
z: 0.001442649750970304
","x: 277.24005126953125
y: 385.4535217285156
z: 0.00024341365497093648
","x: 279.01080322265625
y: 386.50628662109375
z: -0.0007544314721599221
","x: 276.8100280761719
y: 376.874755859375
z: 0.002433421090245247
","x: 280.6637878417969
y: 375.9400634765625
z: 0.0005339014460332692
","x: 283.2026062011719
y: 375.6932067871094
z: -0.0012597552267834544
","x: 285.2794189453125
y: 375.5625915527344
z: -0.002541684778407216
","x: 276.03631591796875
y: 376.3595886230469
z: -0.00013406906509771943
","x: 279.710693359375
y: 381.07183837890625
z: -0.0032251887023448944
","x: 279.4030456542969
y: 385.9719543457031
z: -0.004848101641982794
","x: 278.47039794921875
y: 388.86212158203125
z: -0.005378367844969034
","x: 275.05181884765625
y: 376.7572021484375
z: -0.002842656569555402
","x: 278.39984130859375
y: 380.9596252441406
z: -0.0055924770422279835
","x: 278.040771484375
y: 385.50341796875
z: -0.005896092392504215
","x: 277.0247802734375
y: 388.22119140625
z: -0.0055744461715221405
","x: 273.9269104003906
y: 378.06884765625
z: -0.005629084073007107
","x: 276.7610168457031
y: 380.2474670410156
z: -0.007312497589737177
","x: 277.0426940917969
y: 382.96881103515625
z: -0.007335791364312172
","x: 276.56353759765625
y: 384.893798828125
z: -0.007010487373918295
",,,,,,,,,,,,,,,,,,,,,
4,"x: 207.6878662109375
y: 322.3275451660156
z: -0.1861926019191742
visibility: 0.9999446868896484
","x: 208.07798767089844
y: 316.5780334472656
z: -0.1759507805109024
visibility: 0.9997288584709167
","x: 208.6875457763672
y: 316.5711669921875
z: -0.17598655819892883
visibility: 0.9997472167015076
","x: 209.29840087890625
y: 316.517578125
z: -0.17604586482048035
visibility: 0.9996880292892456
","x: 205.9302215576172
y: 316.36407470703125
z: -0.17638598382472992
visibility: 0.999809980392456
","x: 205.0062255859375
y: 316.3500671386719
z: -0.17639465630054474
visibility: 0.9998154640197754
","x: 204.025390625
y: 316.4131774902344
z: -0.17640824615955353
visibility: 0.9997865557670593
","x: 208.740234375
y: 319.0319519042969
z: -0.10282260179519653
visibility: 0.999570906162262
","x: 201.13690185546875
y: 320.2334289550781
z: -0.0951998308300972
visibility: 0.9997334480285645
","x: 208.5725555419922
y: 328.0213928222656
z: -0.15276017785072327
visibility: 0.9998282790184021
","x: 206.1004638671875
y: 328.25396728515625
z: -0.1542489379644394
visibility: 0.9998336434364319
","x: 220.16860961914062
y: 351.1534118652344
z: -0.05698908120393753
visibility: 0.9998074769973755
","x: 188.41595458984375
y: 361.1681823730469
z: 0.0032165306620299816
visibility: 0.999870777130127
","x: 240.54039001464844
y: 367.35064697265625
z: 0.0025101718492805958
visibility: 0.9961115121841431
","x: 183.86346435546875
y: 399.151123046875
z: 0.0580902099609375
visibility: 0.9763560891151428
","x: 265.3643798828125
y: 380.37213134765625
z: -0.07257247716188431
visibility: 0.9907703399658203
","x: 188.07138061523438
y: 438.6542053222656
z: -0.0020975349470973015
visibility: 0.9606642127037048
","x: 272.8255615234375
y: 382.4154357910156
z: -0.09231697022914886
visibility: 0.968541145324707
","x: 190.3660125732422
y: 450.2087707519531
z: -0.01240268349647522
visibility: 0.9189876317977905
","x: 273.3802185058594
y: 381.22760009765625
z: -0.1222662702202797
visibility: 0.9666325449943542
","x: 192.9436798095703
y: 448.2856750488281
z: -0.041734885424375534
visibility: 0.9194014072418213
","x: 270.4202880859375
y: 381.2402038574219
z: -0.08692513406276703
visibility: 0.9605224132537842
","x: 193.42445373535156
y: 444.5689392089844
z: -0.014519445598125458
visibility: 0.9013059735298157
","x: 231.58058166503906
y: 437.5614929199219
z: -0.037047602236270905
visibility: 0.9997434616088867
","x: 217.17311096191406
y: 445.8349609375
z: 0.03706350177526474
visibility: 0.9997783303260803
","x: 252.2589111328125
y: 497.9989929199219
z: -0.09266968816518784
visibility: 0.9980630278587341
","x: 191.54876708984375
y: 496.9090270996094
z: -0.06312365084886551
visibility: 0.9977028369903564
","x: 272.705322265625
y: 554.373291015625
z: -0.01767275109887123
visibility: 0.9953338503837585
","x: 199.80270385742188
y: 558.3775634765625
z: 0.08314619213342667
visibility: 0.9967008829116821
","x: 281.2622985839844
y: 560.5919799804688
z: -0.013520630076527596
visibility: 0.9674473404884338
","x: 205.16217041015625
y: 569.1785888671875
z: 0.09253992885351181
visibility: 0.9674052000045776
","x: 271.02099609375
y: 579.6502685546875
z: -0.11747834831476212
visibility: 0.9911028742790222
","x: 183.70387268066406
y: 575.4698486328125
z: 0.014352807775139809
visibility: 0.9914423823356628
","x: 266.88946533203125
y: 381.7181396484375
z: 0.0
","x: 270.963623046875
y: 384.908203125
z: 0.0015702219679951668
","x: 274.6252746582031
y: 384.8811340332031
z: 0.001442649750970304
","x: 277.24005126953125
y: 385.4535217285156
z: 0.00024341365497093648
","x: 279.01080322265625
y: 386.50628662109375
z: -0.0007544314721599221
","x: 276.8100280761719
y: 376.874755859375
z: 0.002433421090245247
","x: 280.6637878417969
y: 375.9400634765625
z: 0.0005339014460332692
","x: 283.2026062011719
y: 375.6932067871094
z: -0.0012597552267834544
","x: 285.2794189453125
y: 375.5625915527344
z: -0.002541684778407216
","x: 276.03631591796875
y: 376.3595886230469
z: -0.00013406906509771943
","x: 279.710693359375
y: 381.07183837890625
z: -0.0032251887023448944
","x: 279.4030456542969
y: 385.9719543457031
z: -0.004848101641982794
","x: 278.47039794921875
y: 388.86212158203125
z: -0.005378367844969034
","x: 275.05181884765625
y: 376.7572021484375
z: -0.002842656569555402
","x: 278.39984130859375
y: 380.9596252441406
z: -0.0055924770422279835
","x: 278.040771484375
y: 385.50341796875
z: -0.005896092392504215
","x: 277.0247802734375
y: 388.22119140625
z: -0.0055744461715221405
","x: 273.9269104003906
y: 378.06884765625
z: -0.005629084073007107
","x: 276.7610168457031
y: 380.2474670410156
z: -0.007312497589737177
","x: 277.0426940917969
y: 382.96881103515625
z: -0.007335791364312172
","x: 276.56353759765625
y: 384.893798828125
z: -0.007010487373918295
",,,,,,,,,,,,,,,,,,,,,
5,"x: 204.16896057128906
y: 323.5928649902344
z: -0.1874670684337616
visibility: 0.9999496936798096
","x: 206.21685791015625
y: 318.15911865234375
z: -0.17264491319656372
visibility: 0.9997537732124329
","x: 207.4079132080078
y: 318.16143798828125
z: -0.1726522594690323
visibility: 0.9997696280479431
","x: 208.5911407470703
y: 318.1453857421875
z: -0.17268890142440796
visibility: 0.9997162222862244
","x: 202.81979370117188
y: 317.9101867675781
z: -0.17591449618339539
visibility: 0.9998276233673096
","x: 201.5752716064453
y: 317.79339599609375
z: -0.17594105005264282
visibility: 0.9998326301574707
","x: 200.24571228027344
y: 317.688232421875
z: -0.175943061709404
visibility: 0.9998066425323486
","x: 209.7815704345703
y: 320.3251953125
z: -0.07404009997844696
visibility: 0.9996092915534973
","x: 197.93064880371094
y: 320.9864807128906
z: -0.09340890496969223
visibility: 0.9997586607933044
","x: 206.48333740234375
y: 329.5534973144531
z: -0.15114375948905945
visibility: 0.9998434782028198
","x: 201.89529418945312
y: 329.565185546875
z: -0.1561388373374939
visibility: 0.9998489618301392
","x: 220.9537353515625
y: 352.34130859375
z: -0.020732203498482704
visibility: 0.9998227953910828
","x: 188.20556640625
y: 363.7672424316406
z: -0.013220414519309998
visibility: 0.9998778700828552
","x: 243.0533447265625
y: 365.13861083984375
z: 0.04138045758008957
visibility: 0.9959232211112976
","x: 175.2052459716797
y: 396.27984619140625
z: -0.031881384551525116
visibility: 0.9777402281761169
","x: 266.169677734375
y: 368.52978515625
z: -0.023416953161358833
visibility: 0.9910517930984497
","x: 176.94252014160156
y: 421.11016845703125
z: -0.1875801533460617
visibility: 0.9636523723602295
","x: 275.5068359375
y: 369.022705078125
z: -0.0394003763794899
visibility: 0.970065176486969
","x: 177.02943420410156
y: 427.408935546875
z: -0.2175760716199875
visibility: 0.9244001507759094
","x: 275.98138427734375
y: 368.2426452636719
z: -0.06973378360271454
visibility: 0.9686136841773987
","x: 179.86904907226562
y: 424.4340515136719
z: -0.23648039996623993
visibility: 0.9250766038894653
","x: 272.97662353515625
y: 368.69683837890625
z: -0.03818673640489578
visibility: 0.962859570980072
","x: 180.6432342529297
y: 422.42364501953125
z: -0.19927045702934265
visibility: 0.9086690545082092
","x: 233.24945068359375
y: 440.2808837890625
z: -0.027903372421860695
visibility: 0.9997286796569824
","x: 214.76344299316406
y: 449.2765808105469
z: 0.027892377227544785
visibility: 0.999783456325531
","x: 253.83087158203125
y: 499.6705627441406
z: -0.044707585126161575
visibility: 0.998144268989563
","x: 188.59689331054688
y: 496.7348937988281
z: -0.12167346477508545
visibility: 0.9977633953094482
","x: 271.1954345703125
y: 552.14794921875
z: 0.13225547969341278
visibility: 0.995472252368927
","x: 199.78472900390625
y: 558.7481689453125
z: 0.027702514082193375
visibility: 0.9966760277748108
","x: 273.90087890625
y: 557.4765625
z: 0.1437956988811493
visibility: 0.9629977941513062
","x: 205.25814819335938
y: 569.1550903320312
z: 0.0379967987537384
visibility: 0.9691889882087708
","x: 270.57086181640625
y: 579.5784301757812
z: 0.04585642367601395
visibility: 0.9908292889595032
","x: 183.48355102539062
y: 576.5364379882812
z: -0.04076320305466652
visibility: 0.9915902018547058
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
