,NOSE,LEFT_EYE_INNER,LEFT_EYE,LEFT_EYE_OUTER,RIGHT_EYE_INNER,RIGHT_EYE,RIGHT_EYE_OUTER,LEFT_EAR,RIGHT_EAR,MOUTH_LEFT,MOUTH_RIGHT,LEFT_SHOULDER,RIGHT_SHOULDER,LEFT_ELBOW,RIGHT_ELBOW,LEFT_WRIST,RIGHT_WRIST,LEFT_PINKY,RIGHT_PINKY,LEFT_INDEX,RIGHT_INDEX,LEFT_THUMB,RIGHT_THUMB,LEFT_HIP,RIGHT_HIP,LEFT_KNEE,RIGHT_KNEE,LEFT_ANKLE,RIGHT_ANKLE,LEFT_HEEL,RIGHT_HEEL,LEFT_FOOT_INDEX,RIGHT_FOOT_INDEX,WRIST,THUMB_CPC,THUMB_MCP,THUMB_IP,THUMB_TIP,INDEX_FINGER_MCP,INDEX_FINGER_PIP,INDEX_FINGER_DIP,INDEX_FINGER_TIP,MIDDLE_FINGER_MCP,MIDDLE_FINGER_PIP,MIDDLE_FINGER_DIP,MIDDLE_FINGER_TIP,RING_FINGER_PIP,RING_FINGER_DIP,RING_FINGER_TIP,RING_FINGER_MCP,PINKY_MCP,PINKY_PIP,PINKY_DIP,PINKY_TIP,TIMESTAMP,WRIST2,THUMB_CPC2,THUMB_MCP2,THUMB_IP2,THUMB_TIP2,INDEX_FINGER_MCP2,INDEX_FINGER_PIP2,INDEX_FINGER_DIP2,INDEX_FINGER_TIP2,MIDDLE_FINGER_MCP2,MIDDLE_FINGER_PIP2,MIDDLE_FINGER_DIP2,MIDDLE_FINGER_TIP2,RING_FINGER_PIP2,RING_FINGER_DIP2,RING_FINGER_TIP2,RING_FINGER_MCP2,PINKY_MCP2,PINKY_PIP2,PINKY_DIP2,PINKY_TIP2
0,"x: 288.23162841796875
y: 253.13833618164062
z: -0.189707413315773
visibility: 0.9999048709869385
","x: 289.6223449707031
y: 249.2149200439453
z: -0.17427322268486023
visibility: 0.9997592568397522
","x: 290.63946533203125
y: 249.5228729248047
z: -0.1742773950099945
visibility: 0.9997482895851135
","x: 291.6953430175781
y: 249.90567016601562
z: -0.17427095770835876
visibility: 0.9997405409812927
","x: 286.6894226074219
y: 248.95663452148438
z: -0.17562121152877808
visibility: 0.9997785687446594
","x: 285.5487976074219
y: 249.060791015625
z: -0.1756390482187271
visibility: 0.9997794032096863
","x: 284.333251953125
y: 249.2168426513672
z: -0.17564356327056885
visibility: 0.9997805953025818
","x: 293.1692199707031
y: 254.14048767089844
z: -0.08791021257638931
visibility: 0.9994495511054993
","x: 281.7559509277344
y: 252.9199981689453
z: -0.09431787580251694
visibility: 0.9995703101158142
","x: 289.5723571777344
y: 261.2283020019531
z: -0.15799309313297272
visibility: 0.9998985528945923
","x: 286.03387451171875
y: 260.07281494140625
z: -0.15993817150592804
visibility: 0.9999220371246338
","x: 302.0386962890625
y: 287.1994934082031
z: -0.04710569977760315
visibility: 0.9999277591705322
","x: 271.69842529296875
y: 287.347900390625
z: -0.04971943795681
visibility: 0.9997590184211731
","x: 311.1846923828125
y: 318.43115234375
z: -0.07949695736169815
visibility: 0.9816992282867432
","x: 263.28521728515625
y: 324.5882568359375
z: -0.10093982517719269
visibility: 0.9887197613716125
","x: 307.6951904296875
y: 340.8294982910156
z: -0.2135981023311615
visibility: 0.971074104309082
","x: 278.4368896484375
y: 336.37103271484375
z: -0.2296495884656906
visibility: 0.9790433645248413
","x: 305.54779052734375
y: 351.6658935546875
z: -0.2511105537414551
visibility: 0.9463706612586975
","x: 282.1853942871094
y: 343.681884765625
z: -0.2650059759616852
visibility: 0.9594542980194092
","x: 303.6873779296875
y: 347.65301513671875
z: -0.2667112946510315
visibility: 0.9479843974113464
","x: 285.64373779296875
y: 340.17486572265625
z: -0.2711794972419739
visibility: 0.9587588906288147
","x: 303.5199279785156
y: 344.69805908203125
z: -0.22258524596691132
visibility: 0.9268333315849304
","x: 285.102294921875
y: 337.6347351074219
z: -0.2340817004442215
visibility: 0.9377399682998657
","x: 297.8381652832031
y: 366.6005859375
z: -0.0008993077790364623
visibility: 0.9997238516807556
","x: 278.4829406738281
y: 368.4132080078125
z: 0.0009187619434669614
visibility: 0.9994922876358032
","x: 298.5331726074219
y: 429.40301513671875
z: -0.07975686341524124
visibility: 0.9972328543663025
","x: 280.6711120605469
y: 433.2767028808594
z: 0.009887941181659698
visibility: 0.9919290542602539
","x: 302.74285888671875
y: 485.7994079589844
z: 0.011267632246017456
visibility: 0.9949069619178772
","x: 279.6552429199219
y: 482.9071044921875
z: 0.1372179090976715
visibility: 0.9868680238723755
","x: 301.59222412109375
y: 492.1821594238281
z: 0.014449733309447765
visibility: 0.9130951762199402
","x: 280.45001220703125
y: 489.4896240234375
z: 0.144113689661026
visibility: 0.8144923448562622
","x: 303.4992370605469
y: 509.31072998046875
z: -0.09483684599399567
visibility: 0.9909120798110962
","x: 279.2586669921875
y: 504.6591796875
z: 0.04902730509638786
visibility: 0.9778152704238892
","x: 277.5397033691406
y: 333.30419921875
z: 0.0
","x: 280.5822448730469
y: 332.4351501464844
z: -0.0009151687263511121
","x: 283.1391906738281
y: 332.41162109375
z: -0.0026525030843913555
","x: 284.618408203125
y: 331.4732360839844
z: -0.004755914211273193
","x: 285.4441833496094
y: 329.9468994140625
z: -0.0068765017203986645
","x: 285.41497802734375
y: 341.16778564453125
z: -0.0017244690097868443
","x: 288.080810546875
y: 345.98095703125
z: -0.0037736136000603437
","x: 289.38885498046875
y: 349.1394348144531
z: -0.005190910305827856
","x: 290.29254150390625
y: 351.7659912109375
z: -0.006068259011954069
","x: 283.99566650390625
y: 343.7845458984375
z: -0.0029082833789288998
","x: 286.558349609375
y: 349.32708740234375
z: -0.0045586079359054565
","x: 287.7466125488281
y: 352.8463439941406
z: -0.005546113476157188
","x: 288.6185302734375
y: 355.47906494140625
z: -0.00631213653832674
","x: 282.15087890625
y: 345.57012939453125
z: -0.0042565371841192245
","x: 284.0721130371094
y: 350.8218078613281
z: -0.006070417817682028
","x: 285.0360412597656
y: 353.80084228515625
z: -0.006889300886541605
","x: 285.71331787109375
y: 355.7635498046875
z: -0.007358180359005928
","x: 280.12322998046875
y: 346.49603271484375
z: -0.0057979365810751915
","x: 281.1075134277344
y: 350.8711242675781
z: -0.0073103210888803005
","x: 281.7155456542969
y: 353.39569091796875
z: -0.007833740673959255
","x: 282.2098388671875
y: 355.1063537597656
z: -0.008127649314701557
",3.800227165222168,,,,,,,,,,,,,,,,,,,,,
1,"x: 288.23162841796875
y: 253.13833618164062
z: -0.189707413315773
visibility: 0.9999048709869385
","x: 289.6223449707031
y: 249.2149200439453
z: -0.17427322268486023
visibility: 0.9997592568397522
","x: 290.63946533203125
y: 249.5228729248047
z: -0.1742773950099945
visibility: 0.9997482895851135
","x: 291.6953430175781
y: 249.90567016601562
z: -0.17427095770835876
visibility: 0.9997405409812927
","x: 286.6894226074219
y: 248.95663452148438
z: -0.17562121152877808
visibility: 0.9997785687446594
","x: 285.5487976074219
y: 249.060791015625
z: -0.1756390482187271
visibility: 0.9997794032096863
","x: 284.333251953125
y: 249.2168426513672
z: -0.17564356327056885
visibility: 0.9997805953025818
","x: 293.1692199707031
y: 254.14048767089844
z: -0.08791021257638931
visibility: 0.9994495511054993
","x: 281.7559509277344
y: 252.9199981689453
z: -0.09431787580251694
visibility: 0.9995703101158142
","x: 289.5723571777344
y: 261.2283020019531
z: -0.15799309313297272
visibility: 0.9998985528945923
","x: 286.03387451171875
y: 260.07281494140625
z: -0.15993817150592804
visibility: 0.9999220371246338
","x: 302.0386962890625
y: 287.1994934082031
z: -0.04710569977760315
visibility: 0.9999277591705322
","x: 271.69842529296875
y: 287.347900390625
z: -0.04971943795681
visibility: 0.9997590184211731
","x: 311.1846923828125
y: 318.43115234375
z: -0.07949695736169815
visibility: 0.9816992282867432
","x: 263.28521728515625
y: 324.5882568359375
z: -0.10093982517719269
visibility: 0.9887197613716125
","x: 307.6951904296875
y: 340.8294982910156
z: -0.2135981023311615
visibility: 0.971074104309082
","x: 278.4368896484375
y: 336.37103271484375
z: -0.2296495884656906
visibility: 0.9790433645248413
","x: 305.54779052734375
y: 351.6658935546875
z: -0.2511105537414551
visibility: 0.9463706612586975
","x: 282.1853942871094
y: 343.681884765625
z: -0.2650059759616852
visibility: 0.9594542980194092
","x: 303.6873779296875
y: 347.65301513671875
z: -0.2667112946510315
visibility: 0.9479843974113464
","x: 285.64373779296875
y: 340.17486572265625
z: -0.2711794972419739
visibility: 0.9587588906288147
","x: 303.5199279785156
y: 344.69805908203125
z: -0.22258524596691132
visibility: 0.9268333315849304
","x: 285.102294921875
y: 337.6347351074219
z: -0.2340817004442215
visibility: 0.9377399682998657
","x: 297.8381652832031
y: 366.6005859375
z: -0.0008993077790364623
visibility: 0.9997238516807556
","x: 278.4829406738281
y: 368.4132080078125
z: 0.0009187619434669614
visibility: 0.9994922876358032
","x: 298.5331726074219
y: 429.40301513671875
z: -0.07975686341524124
visibility: 0.9972328543663025
","x: 280.6711120605469
y: 433.2767028808594
z: 0.009887941181659698
visibility: 0.9919290542602539
","x: 302.74285888671875
y: 485.7994079589844
z: 0.011267632246017456
visibility: 0.9949069619178772
","x: 279.6552429199219
y: 482.9071044921875
z: 0.1372179090976715
visibility: 0.9868680238723755
","x: 301.59222412109375
y: 492.1821594238281
z: 0.014449733309447765
visibility: 0.9130951762199402
","x: 280.45001220703125
y: 489.4896240234375
z: 0.144113689661026
visibility: 0.8144923448562622
","x: 303.4992370605469
y: 509.31072998046875
z: -0.09483684599399567
visibility: 0.9909120798110962
","x: 279.2586669921875
y: 504.6591796875
z: 0.04902730509638786
visibility: 0.9778152704238892
","x: 277.5397033691406
y: 333.30419921875
z: 0.0
","x: 280.5822448730469
y: 332.4351501464844
z: -0.0009151687263511121
","x: 283.1391906738281
y: 332.41162109375
z: -0.0026525030843913555
","x: 284.618408203125
y: 331.4732360839844
z: -0.004755914211273193
","x: 285.4441833496094
y: 329.9468994140625
z: -0.0068765017203986645
","x: 285.41497802734375
y: 341.16778564453125
z: -0.0017244690097868443
","x: 288.080810546875
y: 345.98095703125
z: -0.0037736136000603437
","x: 289.38885498046875
y: 349.1394348144531
z: -0.005190910305827856
","x: 290.29254150390625
y: 351.7659912109375
z: -0.006068259011954069
","x: 283.99566650390625
y: 343.7845458984375
z: -0.0029082833789288998
","x: 286.558349609375
y: 349.32708740234375
z: -0.0045586079359054565
","x: 287.7466125488281
y: 352.8463439941406
z: -0.005546113476157188
","x: 288.6185302734375
y: 355.47906494140625
z: -0.00631213653832674
","x: 282.15087890625
y: 345.57012939453125
z: -0.0042565371841192245
","x: 284.0721130371094
y: 350.8218078613281
z: -0.006070417817682028
","x: 285.0360412597656
y: 353.80084228515625
z: -0.006889300886541605
","x: 285.71331787109375
y: 355.7635498046875
z: -0.007358180359005928
","x: 280.12322998046875
y: 346.49603271484375
z: -0.0057979365810751915
","x: 281.1075134277344
y: 350.8711242675781
z: -0.0073103210888803005
","x: 281.7155456542969
y: 353.39569091796875
z: -0.007833740673959255
","x: 282.2098388671875
y: 355.1063537597656
z: -0.008127649314701557
",3.800227165222168,,,,,,,,,,,,,,,,,,,,,
2,"x: 288.23162841796875
y: 253.13833618164062
z: -0.189707413315773
visibility: 0.9999048709869385
","x: 289.6223449707031
y: 249.2149200439453
z: -0.17427322268486023
visibility: 0.9997592568397522
","x: 290.63946533203125
y: 249.5228729248047
z: -0.1742773950099945
visibility: 0.9997482895851135
","x: 291.6953430175781
y: 249.90567016601562
z: -0.17427095770835876
visibility: 0.9997405409812927
","x: 286.6894226074219
y: 248.95663452148438
z: -0.17562121152877808
visibility: 0.9997785687446594
","x: 285.5487976074219
y: 249.060791015625
z: -0.1756390482187271
visibility: 0.9997794032096863
","x: 284.333251953125
y: 249.2168426513672
z: -0.17564356327056885
visibility: 0.9997805953025818
","x: 293.1692199707031
y: 254.14048767089844
z: -0.08791021257638931
visibility: 0.9994495511054993
","x: 281.7559509277344
y: 252.9199981689453
z: -0.09431787580251694
visibility: 0.9995703101158142
","x: 289.5723571777344
y: 261.2283020019531
z: -0.15799309313297272
visibility: 0.9998985528945923
","x: 286.03387451171875
y: 260.07281494140625
z: -0.15993817150592804
visibility: 0.9999220371246338
","x: 302.0386962890625
y: 287.1994934082031
z: -0.04710569977760315
visibility: 0.9999277591705322
","x: 271.69842529296875
y: 287.347900390625
z: -0.04971943795681
visibility: 0.9997590184211731
","x: 311.1846923828125
y: 318.43115234375
z: -0.07949695736169815
visibility: 0.9816992282867432
","x: 263.28521728515625
y: 324.5882568359375
z: -0.10093982517719269
visibility: 0.9887197613716125
","x: 307.6951904296875
y: 340.8294982910156
z: -0.2135981023311615
visibility: 0.971074104309082
","x: 278.4368896484375
y: 336.37103271484375
z: -0.2296495884656906
visibility: 0.9790433645248413
","x: 305.54779052734375
y: 351.6658935546875
z: -0.2511105537414551
visibility: 0.9463706612586975
","x: 282.1853942871094
y: 343.681884765625
z: -0.2650059759616852
visibility: 0.9594542980194092
","x: 303.6873779296875
y: 347.65301513671875
z: -0.2667112946510315
visibility: 0.9479843974113464
","x: 285.64373779296875
y: 340.17486572265625
z: -0.2711794972419739
visibility: 0.9587588906288147
","x: 303.5199279785156
y: 344.69805908203125
z: -0.22258524596691132
visibility: 0.9268333315849304
","x: 285.102294921875
y: 337.6347351074219
z: -0.2340817004442215
visibility: 0.9377399682998657
","x: 297.8381652832031
y: 366.6005859375
z: -0.0008993077790364623
visibility: 0.9997238516807556
","x: 278.4829406738281
y: 368.4132080078125
z: 0.0009187619434669614
visibility: 0.9994922876358032
","x: 298.5331726074219
y: 429.40301513671875
z: -0.07975686341524124
visibility: 0.9972328543663025
","x: 280.6711120605469
y: 433.2767028808594
z: 0.009887941181659698
visibility: 0.9919290542602539
","x: 302.74285888671875
y: 485.7994079589844
z: 0.011267632246017456
visibility: 0.9949069619178772
","x: 279.6552429199219
y: 482.9071044921875
z: 0.1372179090976715
visibility: 0.9868680238723755
","x: 301.59222412109375
y: 492.1821594238281
z: 0.014449733309447765
visibility: 0.9130951762199402
","x: 280.45001220703125
y: 489.4896240234375
z: 0.144113689661026
visibility: 0.8144923448562622
","x: 303.4992370605469
y: 509.31072998046875
z: -0.09483684599399567
visibility: 0.9909120798110962
","x: 279.2586669921875
y: 504.6591796875
z: 0.04902730509638786
visibility: 0.9778152704238892
","x: 277.5397033691406
y: 333.30419921875
z: 0.0
","x: 280.5822448730469
y: 332.4351501464844
z: -0.0009151687263511121
","x: 283.1391906738281
y: 332.41162109375
z: -0.0026525030843913555
","x: 284.618408203125
y: 331.4732360839844
z: -0.004755914211273193
","x: 285.4441833496094
y: 329.9468994140625
z: -0.0068765017203986645
","x: 285.41497802734375
y: 341.16778564453125
z: -0.0017244690097868443
","x: 288.080810546875
y: 345.98095703125
z: -0.0037736136000603437
","x: 289.38885498046875
y: 349.1394348144531
z: -0.005190910305827856
","x: 290.29254150390625
y: 351.7659912109375
z: -0.006068259011954069
","x: 283.99566650390625
y: 343.7845458984375
z: -0.0029082833789288998
","x: 286.558349609375
y: 349.32708740234375
z: -0.0045586079359054565
","x: 287.7466125488281
y: 352.8463439941406
z: -0.005546113476157188
","x: 288.6185302734375
y: 355.47906494140625
z: -0.00631213653832674
","x: 282.15087890625
y: 345.57012939453125
z: -0.0042565371841192245
","x: 284.0721130371094
y: 350.8218078613281
z: -0.006070417817682028
","x: 285.0360412597656
y: 353.80084228515625
z: -0.006889300886541605
","x: 285.71331787109375
y: 355.7635498046875
z: -0.007358180359005928
","x: 280.12322998046875
y: 346.49603271484375
z: -0.0057979365810751915
","x: 281.1075134277344
y: 350.8711242675781
z: -0.0073103210888803005
","x: 281.7155456542969
y: 353.39569091796875
z: -0.007833740673959255
","x: 282.2098388671875
y: 355.1063537597656
z: -0.008127649314701557
",3.800227165222168,,,,,,,,,,,,,,,,,,,,,
3,"x: 292.4127197265625
y: 248.20855712890625
z: -0.23750074207782745
visibility: 0.9998562932014465
","x: 293.44189453125
y: 244.01266479492188
z: -0.2218591868877411
visibility: 0.9996499419212341
","x: 294.4080810546875
y: 244.31817626953125
z: -0.22187642753124237
visibility: 0.9996355175971985
","x: 295.3771057128906
y: 244.6849365234375
z: -0.2219124138355255
visibility: 0.999613344669342
","x: 290.24365234375
y: 244.26168823242188
z: -0.224603533744812
visibility: 0.9996802806854248
","x: 288.9380187988281
y: 244.7100830078125
z: -0.2246464192867279
visibility: 0.9996963739395142
","x: 287.50323486328125
y: 245.21823120117188
z: -0.22468844056129456
visibility: 0.9997128844261169
","x: 296.47894287109375
y: 249.5121612548828
z: -0.12741875648498535
visibility: 0.9992949366569519
","x: 284.8133544921875
y: 249.61595153808594
z: -0.1389128863811493
visibility: 0.9995124340057373
","x: 294.048828125
y: 255.4503173828125
z: -0.2016088217496872
visibility: 0.999881386756897
","x: 290.13037109375
y: 255.60733032226562
z: -0.20513668656349182
visibility: 0.9999107718467712
","x: 305.8813171386719
y: 280.926025390625
z: -0.07617160677909851
visibility: 0.9999170899391174
","x: 274.3153991699219
y: 282.8399963378906
z: -0.0842059925198555
visibility: 0.9997599124908447
","x: 314.42626953125
y: 317.613525390625
z: -0.14157512784004211
visibility: 0.9809324145317078
","x: 267.0067138671875
y: 323.776123046875
z: -0.14252212643623352
visibility: 0.9890246987342834
","x: 306.3070068359375
y: 332.04742431640625
z: -0.30266016721725464
visibility: 0.9671159386634827
","x: 286.9384460449219
y: 325.27838134765625
z: -0.27671054005622864
visibility: 0.9794846177101135
","x: 303.0294494628906
y: 338.0376892089844
z: -0.3442786931991577
visibility: 0.9406301975250244
","x: 292.02239990234375
y: 329.96649169921875
z: -0.31484416127204895
visibility: 0.9602582454681396
","x: 301.7895812988281
y: 331.25634765625
z: -0.3497524559497833
visibility: 0.941835343837738
","x: 293.174072265625
y: 323.9610290527344
z: -0.3165561854839325
visibility: 0.9594509601593018
","x: 302.3996276855469
y: 328.7008056640625
z: -0.3085556924343109
visibility: 0.9186742901802063
","x: 291.9457092285156
y: 321.7007751464844
z: -0.279572457075119
visibility: 0.9381163716316223
","x: 301.5629577636719
y: 362.61865234375
z: -0.0024518354330211878
visibility: 0.9997021555900574
","x: 281.07171630859375
y: 366.4552307128906
z: 0.002432008506730199
visibility: 0.9994867444038391
","x: 299.2583923339844
y: 427.70709228515625
z: -0.033069126307964325
visibility: 0.9970452785491943
","x: 285.6099548339844
y: 432.53955078125
z: 0.004088555462658405
visibility: 0.9916775226593018
","x: 301.4729919433594
y: 482.2934265136719
z: 0.1530017852783203
visibility: 0.9946476817131042
","x: 289.1376647949219
y: 482.90057373046875
z: 0.16991344094276428
visibility: 0.9868300557136536
","x: 300.6456298828125
y: 486.7955322265625
z: 0.16658896207809448
visibility: 0.9057379364967346
","x: 290.4560241699219
y: 488.52825927734375
z: 0.1819716989994049
visibility: 0.8146733045578003
","x: 300.36822509765625
y: 508.2361145019531
z: 0.06688930094242096
visibility: 0.9905110597610474
","x: 288.0286865234375
y: 507.0445556640625
z: 0.0848253071308136
visibility: 0.9780356287956238
",,,,,,,,,,,,,,,,,,,,,,4.410473346710205,,,,,,,,,,,,,,,,,,,,,
4,"x: 292.4127197265625
y: 248.20855712890625
z: -0.23750074207782745
visibility: 0.9998562932014465
","x: 293.44189453125
y: 244.01266479492188
z: -0.2218591868877411
visibility: 0.9996499419212341
","x: 294.4080810546875
y: 244.31817626953125
z: -0.22187642753124237
visibility: 0.9996355175971985
","x: 295.3771057128906
y: 244.6849365234375
z: -0.2219124138355255
visibility: 0.999613344669342
","x: 290.24365234375
y: 244.26168823242188
z: -0.224603533744812
visibility: 0.9996802806854248
","x: 288.9380187988281
y: 244.7100830078125
z: -0.2246464192867279
visibility: 0.9996963739395142
","x: 287.50323486328125
y: 245.21823120117188
z: -0.22468844056129456
visibility: 0.9997128844261169
","x: 296.47894287109375
y: 249.5121612548828
z: -0.12741875648498535
visibility: 0.9992949366569519
","x: 284.8133544921875
y: 249.61595153808594
z: -0.1389128863811493
visibility: 0.9995124340057373
","x: 294.048828125
y: 255.4503173828125
z: -0.2016088217496872
visibility: 0.999881386756897
","x: 290.13037109375
y: 255.60733032226562
z: -0.20513668656349182
visibility: 0.9999107718467712
","x: 305.8813171386719
y: 280.926025390625
z: -0.07617160677909851
visibility: 0.9999170899391174
","x: 274.3153991699219
y: 282.8399963378906
z: -0.0842059925198555
visibility: 0.9997599124908447
","x: 314.42626953125
y: 317.613525390625
z: -0.14157512784004211
visibility: 0.9809324145317078
","x: 267.0067138671875
y: 323.776123046875
z: -0.14252212643623352
visibility: 0.9890246987342834
","x: 306.3070068359375
y: 332.04742431640625
z: -0.30266016721725464
visibility: 0.9671159386634827
","x: 286.9384460449219
y: 325.27838134765625
z: -0.27671054005622864
visibility: 0.9794846177101135
","x: 303.0294494628906
y: 338.0376892089844
z: -0.3442786931991577
visibility: 0.9406301975250244
","x: 292.02239990234375
y: 329.96649169921875
z: -0.31484416127204895
visibility: 0.9602582454681396
","x: 301.7895812988281
y: 331.25634765625
z: -0.3497524559497833
visibility: 0.941835343837738
","x: 293.174072265625
y: 323.9610290527344
z: -0.3165561854839325
visibility: 0.9594509601593018
","x: 302.3996276855469
y: 328.7008056640625
z: -0.3085556924343109
visibility: 0.9186742901802063
","x: 291.9457092285156
y: 321.7007751464844
z: -0.279572457075119
visibility: 0.9381163716316223
","x: 301.5629577636719
y: 362.61865234375
z: -0.0024518354330211878
visibility: 0.9997021555900574
","x: 281.07171630859375
y: 366.4552307128906
z: 0.002432008506730199
visibility: 0.9994867444038391
","x: 299.2583923339844
y: 427.70709228515625
z: -0.033069126307964325
visibility: 0.9970452785491943
","x: 285.6099548339844
y: 432.53955078125
z: 0.004088555462658405
visibility: 0.9916775226593018
","x: 301.4729919433594
y: 482.2934265136719
z: 0.1530017852783203
visibility: 0.9946476817131042
","x: 289.1376647949219
y: 482.90057373046875
z: 0.16991344094276428
visibility: 0.9868300557136536
","x: 300.6456298828125
y: 486.7955322265625
z: 0.16658896207809448
visibility: 0.9057379364967346
","x: 290.4560241699219
y: 488.52825927734375
z: 0.1819716989994049
visibility: 0.8146733045578003
","x: 300.36822509765625
y: 508.2361145019531
z: 0.06688930094242096
visibility: 0.9905110597610474
","x: 288.0286865234375
y: 507.0445556640625
z: 0.0848253071308136
visibility: 0.9780356287956238
",,,,,,,,,,,,,,,,,,,,,,4.410473346710205,,,,,,,,,,,,,,,,,,,,,
5,"x: 292.03387451171875
y: 246.39695739746094
z: -0.21719257533550262
visibility: 0.9998499155044556
","x: 293.4814453125
y: 242.51039123535156
z: -0.2020050585269928
visibility: 0.9996410608291626
","x: 294.5899658203125
y: 242.66664123535156
z: -0.20202267169952393
visibility: 0.9996243119239807
","x: 295.6815490722656
y: 242.8788604736328
z: -0.20204660296440125
visibility: 0.9996032118797302
","x: 290.07171630859375
y: 243.00607299804688
z: -0.2033890187740326
visibility: 0.9996719360351562
","x: 288.74957275390625
y: 243.45140075683594
z: -0.20341984927654266
visibility: 0.9996857047080994
","x: 287.33544921875
y: 243.9021453857422
z: -0.20344677567481995
visibility: 0.9997060894966125
","x: 297.4132385253906
y: 247.5003204345703
z: -0.11286245286464691
visibility: 0.9992943406105042
","x: 285.07958984375
y: 248.3408966064453
z: -0.12036015093326569
visibility: 0.9995141625404358
","x: 294.0722351074219
y: 253.923095703125
z: -0.18367892503738403
visibility: 0.9998794794082642
","x: 289.9891052246094
y: 253.75885009765625
z: -0.1858193725347519
visibility: 0.9999070167541504
","x: 306.4667663574219
y: 280.508056640625
z: -0.06811341643333435
visibility: 0.9999151229858398
","x: 275.1816101074219
y: 279.9061279296875
z: -0.07794152200222015
visibility: 0.9997643232345581
","x: 315.34716796875
y: 317.6250915527344
z: -0.08081378042697906
visibility: 0.9815099835395813
","x: 268.2931213378906
y: 322.76727294921875
z: -0.07576876133680344
visibility: 0.9889836311340332
","x: 306.1748962402344
y: 333.2606201171875
z: -0.190123051404953
visibility: 0.9657723307609558
","x: 288.5624084472656
y: 327.1358642578125
z: -0.1612005978822708
visibility: 0.9790213704109192
","x: 302.8243408203125
y: 340.8023681640625
z: -0.22548890113830566
visibility: 0.9370166659355164
","x: 293.740478515625
y: 331.23248291015625
z: -0.1899031400680542
visibility: 0.9588341116905212
","x: 301.22491455078125
y: 334.77008056640625
z: -0.2345210313796997
visibility: 0.938096821308136
","x: 295.47430419921875
y: 326.7732238769531
z: -0.20024199783802032
visibility: 0.9579401612281799
","x: 302.0046081542969
y: 333.2622985839844
z: -0.19592805206775665
visibility: 0.9145498871803284
","x: 294.4972839355469
y: 325.1806945800781
z: -0.1656639724969864
visibility: 0.9360664486885071
","x: 300.94354248046875
y: 362.5541687011719
z: -0.0076777031645178795
visibility: 0.9996758103370667
","x: 280.93206787109375
y: 365.8736572265625
z: 0.00775041664019227
visibility: 0.9994376301765442
","x: 296.5844421386719
y: 427.3287658691406
z: -0.06915062665939331
visibility: 0.9911171793937683
","x: 286.0289001464844
y: 432.2599792480469
z: 0.0031374371610581875
visibility: 0.9806989431381226
","x: 292.1627502441406
y: 486.9272155761719
z: 0.027510419487953186
visibility: 0.9879182577133179
","x: 291.1802978515625
y: 482.9012451171875
z: 0.12956424057483673
visibility: 0.9728919267654419
","x: 291.8448486328125
y: 494.72894287109375
z: 0.03126964345574379
visibility: 0.8848456144332886
","x: 292.5276184082031
y: 489.666015625
z: 0.13731905817985535
visibility: 0.7948213219642639
","x: 288.6678161621094
y: 508.41082763671875
z: -0.06185244768857956
visibility: 0.9815463423728943
","x: 287.70745849609375
y: 505.5517578125
z: 0.04847688600420952
visibility: 0.9637102484703064
","x: 287.45794677734375
y: 330.24212646484375
z: 0.0
","x: 291.08001708984375
y: 329.47344970703125
z: 0.0013885494554415345
","x: 294.4051818847656
y: 330.2353515625
z: 0.0009336504153907299
","x: 296.36602783203125
y: 331.88348388671875
z: -0.00015165565127972513
","x: 297.4345397949219
y: 334.0821838378906
z: -0.0012485894840210676
","x: 295.8639831542969
y: 331.4895935058594
z: -0.0007525903638452291
","x: 299.1362609863281
y: 334.0545654296875
z: -0.0024461240973323584
","x: 300.94207763671875
y: 336.1592102050781
z: -0.0032993473578244448
","x: 302.3559265136719
y: 337.9161071777344
z: -0.0038028613198548555
","x: 294.9910583496094
y: 333.3138732910156
z: -0.002988610416650772
","x: 298.3687744140625
y: 336.67822265625
z: -0.004491601139307022
","x: 300.2743835449219
y: 339.22509765625
z: -0.004911232274025679
","x: 301.8233337402344
y: 341.16632080078125
z: -0.005319752264767885
","x: 293.5212097167969
y: 335.390380859375
z: -0.005187846254557371
","x: 296.44842529296875
y: 339.45599365234375
z: -0.006703522056341171
","x: 298.2139587402344
y: 342.23699951171875
z: -0.007002846337854862
","x: 299.66900634765625
y: 344.1876525878906
z: -0.007286465726792812
","x: 291.6288146972656
y: 337.52874755859375
z: -0.00734431529417634
","x: 293.3651123046875
y: 341.34637451171875
z: -0.008524071425199509
","x: 294.41241455078125
y: 343.78314208984375
z: -0.008707565255463123
","x: 295.3579406738281
y: 345.6657409667969
z: -0.008887986652553082
",4.543121337890625,,,,,,,,,,,,,,,,,,,,,
