,NOSE,LEFT_EYE_INNER,LEFT_EYE,LEFT_EYE_OUTER,RIGHT_EYE_INNER,RIGHT_EYE,RIGHT_EYE_OUTER,LEFT_EAR,RIGHT_EAR,MOUTH_LEFT,MOUTH_RIGHT,LEFT_SHOULDER,RIGHT_SHOULDER,LEFT_ELBOW,RIGHT_ELBOW,LEFT_WRIST,RIGHT_WRIST,LEFT_PINKY,RIGHT_PINKY,LEFT_INDEX,RIGHT_INDEX,LEFT_THUMB,RIGHT_THUMB,LEFT_HIP,RIGHT_HIP,LEFT_KNEE,RIGHT_KNEE,LEFT_ANKLE,RIGHT_ANKLE,LEFT_HEEL,RIGHT_HEEL,LEFT_FOOT_INDEX,RIGHT_FOOT_INDEX,TIMESTAMP,WRIST2,THUMB_CPC2,THUMB_MCP2,THUMB_IP2,THUMB_TIP2,INDEX_FINGER_MCP2,INDEX_FINGER_PIP2,INDEX_FINGER_DIP2,INDEX_FINGER_TIP2,MIDDLE_FINGER_MCP2,MIDDLE_FINGER_PIP2,MIDDLE_FINGER_DIP2,MIDDLE_FINGER_TIP2,RING_FINGER_PIP2,RING_FINGER_DIP2,RING_FINGER_TIP2,RING_FINGER_MCP2,PINKY_MCP2,PINKY_PIP2,PINKY_DIP2,PINKY_TIP2,WRIST,THUMB_CPC,THUMB_MCP,THUMB_IP,THUMB_TIP,INDEX_FINGER_MCP,INDEX_FINGER_PIP,INDEX_FINGER_DIP,INDEX_FINGER_TIP,MIDDLE_FINGER_MCP,MIDDLE_FINGER_PIP,MIDDLE_FINGER_DIP,MIDDLE_FINGER_TIP,RING_FINGER_PIP,RING_FINGER_DIP,RING_FINGER_TIP,RING_FINGER_MCP,PINKY_MCP,PINKY_PIP,PINKY_DIP,PINKY_TIP
0,"x: 262.6058654785156
y: 242.93862915039062
z: -0.15573203563690186
visibility: 0.9999698400497437
","x: 264.4728698730469
y: 238.30792236328125
z: -0.15171976387500763
visibility: 0.9999139308929443
","x: 265.55853271484375
y: 238.376708984375
z: -0.15178224444389343
visibility: 0.9999309778213501
","x: 266.66546630859375
y: 238.5009002685547
z: -0.15179364383220673
visibility: 0.9999121427536011
","x: 261.5662841796875
y: 238.57501220703125
z: -0.1404142528772354
visibility: 0.9999097585678101
","x: 260.5976257324219
y: 238.86080932617188
z: -0.14038944244384766
visibility: 0.999893307685852
","x: 259.5168762207031
y: 239.04693603515625
z: -0.14043192565441132
visibility: 0.9998531341552734
","x: 269.63006591796875
y: 241.70387268066406
z: -0.09537427872419357
visibility: 0.9998950958251953
","x: 258.8799133300781
y: 241.929931640625
z: -0.042561329901218414
visibility: 0.9998346567153931
","x: 264.55902099609375
y: 248.72189331054688
z: -0.13185569643974304
visibility: 0.9999439716339111
","x: 261.25567626953125
y: 249.63369750976562
z: -0.11701224744319916
visibility: 0.9999194145202637
","x: 281.1222229003906
y: 269.50238037109375
z: -0.09931036084890366
visibility: 0.9999755620956421
","x: 254.91903686523438
y: 273.54888916015625
z: 0.052616894245147705
visibility: 0.9999173879623413
","x: 273.3514099121094
y: 300.84027099609375
z: -0.22740676999092102
visibility: 0.9923893809318542
","x: 249.57762145996094
y: 312.38519287109375
z: 0.06898906081914902
visibility: 0.5347217321395874
","x: 258.4992370605469
y: 265.5059509277344
z: -0.3808937072753906
visibility: 0.992469847202301
","x: 240.0835418701172
y: 340.8165283203125
z: -0.0426921583712101
visibility: 0.7674425840377808
","x: 252.94589233398438
y: 255.7020263671875
z: -0.4217681884765625
visibility: 0.9869458079338074
","x: 237.83131408691406
y: 348.36627197265625
z: -0.061316557228565216
visibility: 0.7394774556159973
","x: 254.00982666015625
y: 251.7533721923828
z: -0.4186484217643738
visibility: 0.9863942265510559
","x: 238.00575256347656
y: 347.1003723144531
z: -0.08657030761241913
visibility: 0.7484109401702881
","x: 255.96571350097656
y: 254.3942413330078
z: -0.3830350339412689
visibility: 0.9724683165550232
","x: 239.8534698486328
y: 345.6915588378906
z: -0.05655503273010254
visibility: 0.7161706686019897
","x: 275.541748046875
y: 359.9298095703125
z: -0.052587948739528656
visibility: 0.9999185800552368
","x: 257.4740905761719
y: 361.6835021972656
z: 0.05248989537358284
visibility: 0.9998602867126465
","x: 273.6051940917969
y: 426.4788513183594
z: -0.06364250928163528
visibility: 0.9974877834320068
","x: 259.0526123046875
y: 427.0568542480469
z: 0.06446830183267593
visibility: 0.9855965971946716
","x: 277.11846923828125
y: 493.1246643066406
z: -0.010786136612296104
visibility: 0.9985443353652954
","x: 262.6567687988281
y: 488.45770263671875
z: 0.16942931711673737
visibility: 0.9926977753639221
","x: 280.7575988769531
y: 502.88531494140625
z: -0.01141723245382309
visibility: 0.9652611613273621
","x: 266.3387451171875
y: 497.3423767089844
z: 0.17444413900375366
visibility: 0.9635277986526489
","x: 266.9801025390625
y: 516.4180297851562
z: -0.12272562086582184
visibility: 0.9983304142951965
","x: 253.30029296875
y: 509.5218505859375
z: 0.09632611274719238
visibility: 0.9944868683815002
",3.6760165691375732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"x: 262.6058654785156
y: 242.93862915039062
z: -0.15573203563690186
visibility: 0.9999698400497437
","x: 264.4728698730469
y: 238.30792236328125
z: -0.15171976387500763
visibility: 0.9999139308929443
","x: 265.55853271484375
y: 238.376708984375
z: -0.15178224444389343
visibility: 0.9999309778213501
","x: 266.66546630859375
y: 238.5009002685547
z: -0.15179364383220673
visibility: 0.9999121427536011
","x: 261.5662841796875
y: 238.57501220703125
z: -0.1404142528772354
visibility: 0.9999097585678101
","x: 260.5976257324219
y: 238.86080932617188
z: -0.14038944244384766
visibility: 0.999893307685852
","x: 259.5168762207031
y: 239.04693603515625
z: -0.14043192565441132
visibility: 0.9998531341552734
","x: 269.63006591796875
y: 241.70387268066406
z: -0.09537427872419357
visibility: 0.9998950958251953
","x: 258.8799133300781
y: 241.929931640625
z: -0.042561329901218414
visibility: 0.9998346567153931
","x: 264.55902099609375
y: 248.72189331054688
z: -0.13185569643974304
visibility: 0.9999439716339111
","x: 261.25567626953125
y: 249.63369750976562
z: -0.11701224744319916
visibility: 0.9999194145202637
","x: 281.1222229003906
y: 269.50238037109375
z: -0.09931036084890366
visibility: 0.9999755620956421
","x: 254.91903686523438
y: 273.54888916015625
z: 0.052616894245147705
visibility: 0.9999173879623413
","x: 273.3514099121094
y: 300.84027099609375
z: -0.22740676999092102
visibility: 0.9923893809318542
","x: 249.57762145996094
y: 312.38519287109375
z: 0.06898906081914902
visibility: 0.5347217321395874
","x: 258.4992370605469
y: 265.5059509277344
z: -0.3808937072753906
visibility: 0.992469847202301
","x: 240.0835418701172
y: 340.8165283203125
z: -0.0426921583712101
visibility: 0.7674425840377808
","x: 252.94589233398438
y: 255.7020263671875
z: -0.4217681884765625
visibility: 0.9869458079338074
","x: 237.83131408691406
y: 348.36627197265625
z: -0.061316557228565216
visibility: 0.7394774556159973
","x: 254.00982666015625
y: 251.7533721923828
z: -0.4186484217643738
visibility: 0.9863942265510559
","x: 238.00575256347656
y: 347.1003723144531
z: -0.08657030761241913
visibility: 0.7484109401702881
","x: 255.96571350097656
y: 254.3942413330078
z: -0.3830350339412689
visibility: 0.9724683165550232
","x: 239.8534698486328
y: 345.6915588378906
z: -0.05655503273010254
visibility: 0.7161706686019897
","x: 275.541748046875
y: 359.9298095703125
z: -0.052587948739528656
visibility: 0.9999185800552368
","x: 257.4740905761719
y: 361.6835021972656
z: 0.05248989537358284
visibility: 0.9998602867126465
","x: 273.6051940917969
y: 426.4788513183594
z: -0.06364250928163528
visibility: 0.9974877834320068
","x: 259.0526123046875
y: 427.0568542480469
z: 0.06446830183267593
visibility: 0.9855965971946716
","x: 277.11846923828125
y: 493.1246643066406
z: -0.010786136612296104
visibility: 0.9985443353652954
","x: 262.6567687988281
y: 488.45770263671875
z: 0.16942931711673737
visibility: 0.9926977753639221
","x: 280.7575988769531
y: 502.88531494140625
z: -0.01141723245382309
visibility: 0.9652611613273621
","x: 266.3387451171875
y: 497.3423767089844
z: 0.17444413900375366
visibility: 0.9635277986526489
","x: 266.9801025390625
y: 516.4180297851562
z: -0.12272562086582184
visibility: 0.9983304142951965
","x: 253.30029296875
y: 509.5218505859375
z: 0.09632611274719238
visibility: 0.9944868683815002
",3.6760165691375732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"x: 262.5997009277344
y: 253.5025177001953
z: -0.10463578999042511
visibility: 0.9999657869338989
","x: 264.4523010253906
y: 247.9038848876953
z: -0.09765942394733429
visibility: 0.99991375207901
","x: 265.558837890625
y: 247.55455017089844
z: -0.09773314744234085
visibility: 0.9999294877052307
","x: 266.69293212890625
y: 247.22373962402344
z: -0.0977824330329895
visibility: 0.9999145865440369
","x: 261.3505554199219
y: 249.25161743164062
z: -0.08473554998636246
visibility: 0.9999081492424011
","x: 260.3531799316406
y: 249.82351684570312
z: -0.08472448587417603
visibility: 0.9998884797096252
","x: 259.31402587890625
y: 250.29364013671875
z: -0.0847250372171402
visibility: 0.9998536705970764
","x: 269.662109375
y: 249.44247436523438
z: -0.0417875275015831
visibility: 0.9999008178710938
","x: 258.8848876953125
y: 253.2473907470703
z: 0.018299369141459465
visibility: 0.9998090267181396
","x: 265.0943603515625
y: 258.92047119140625
z: -0.08284251391887665
visibility: 0.9999371767044067
","x: 261.2564697265625
y: 260.24456787109375
z: -0.06583785265684128
visibility: 0.9998950362205505
","x: 277.8018493652344
y: 276.704345703125
z: -0.08846291899681091
visibility: 0.9999764561653137
","x: 256.92767333984375
y: 286.99114990234375
z: 0.12267506122589111
visibility: 0.9998481273651123
","x: 265.46978759765625
y: 309.07171630859375
z: -0.14945918321609497
visibility: 0.991478681564331
","x: 251.3665008544922
y: 319.50091552734375
z: 0.06768372654914856
visibility: 0.49325045943260193
","x: 250.1986846923828
y: 326.15478515625
z: -0.18401174247264862
visibility: 0.9870833158493042
","x: 247.6306610107422
y: 337.61700439453125
z: -0.11026296764612198
visibility: 0.7132012248039246
","x: 245.71560668945312
y: 333.6681823730469
z: -0.2147025763988495
visibility: 0.9790535569190979
","x: 245.41986083984375
y: 344.7000732421875
z: -0.13691796362400055
visibility: 0.6922707557678223
","x: 244.53271484375
y: 332.2127685546875
z: -0.21717779338359833
visibility: 0.978761613368988
","x: 246.86148071289062
y: 341.5445556640625
z: -0.1515142172574997
visibility: 0.7008813619613647
","x: 246.28915405273438
y: 329.93505859375
z: -0.18466971814632416
visibility: 0.9607943296432495
","x: 248.02630615234375
y: 339.20306396484375
z: -0.12254978716373444
visibility: 0.6709131002426147
","x: 277.6675109863281
y: 363.6016540527344
z: -0.0729154422879219
visibility: 0.9999063014984131
","x: 260.9269714355469
y: 365.43896484375
z: 0.07289933413267136
visibility: 0.9998475313186646
","x: 270.6219177246094
y: 431.7131042480469
z: -0.1147841066122055
visibility: 0.9972366094589233
","x: 259.0672912597656
y: 430.547607421875
z: 0.04336526617407799
visibility: 0.9812046885490417
","x: 282.93646240234375
y: 492.6055908203125
z: -0.05797082185745239
visibility: 0.9984018206596375
","x: 264.5766906738281
y: 489.195068359375
z: 0.11050961166620255
visibility: 0.9913240671157837
","x: 289.1954650878906
y: 500.93377685546875
z: -0.05691337585449219
visibility: 0.9634011387825012
","x: 269.01458740234375
y: 499.18597412109375
z: 0.11198244243860245
visibility: 0.961395800113678
","x: 270.4726867675781
y: 515.9744873046875
z: -0.14704781770706177
visibility: 0.9981341361999512
","x: 255.68759155273438
y: 511.07244873046875
z: 0.045983053743839264
visibility: 0.9931002259254456
",4.280246019363403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,"x: 262.5997009277344
y: 253.5025177001953
z: -0.10463578999042511
visibility: 0.9999657869338989
","x: 264.4523010253906
y: 247.9038848876953
z: -0.09765942394733429
visibility: 0.99991375207901
","x: 265.558837890625
y: 247.55455017089844
z: -0.09773314744234085
visibility: 0.9999294877052307
","x: 266.69293212890625
y: 247.22373962402344
z: -0.0977824330329895
visibility: 0.9999145865440369
","x: 261.3505554199219
y: 249.25161743164062
z: -0.08473554998636246
visibility: 0.9999081492424011
","x: 260.3531799316406
y: 249.82351684570312
z: -0.08472448587417603
visibility: 0.9998884797096252
","x: 259.31402587890625
y: 250.29364013671875
z: -0.0847250372171402
visibility: 0.9998536705970764
","x: 269.662109375
y: 249.44247436523438
z: -0.0417875275015831
visibility: 0.9999008178710938
","x: 258.8848876953125
y: 253.2473907470703
z: 0.018299369141459465
visibility: 0.9998090267181396
","x: 265.0943603515625
y: 258.92047119140625
z: -0.08284251391887665
visibility: 0.9999371767044067
","x: 261.2564697265625
y: 260.24456787109375
z: -0.06583785265684128
visibility: 0.9998950362205505
","x: 277.8018493652344
y: 276.704345703125
z: -0.08846291899681091
visibility: 0.9999764561653137
","x: 256.92767333984375
y: 286.99114990234375
z: 0.12267506122589111
visibility: 0.9998481273651123
","x: 265.46978759765625
y: 309.07171630859375
z: -0.14945918321609497
visibility: 0.991478681564331
","x: 251.3665008544922
y: 319.50091552734375
z: 0.06768372654914856
visibility: 0.49325045943260193
","x: 250.1986846923828
y: 326.15478515625
z: -0.18401174247264862
visibility: 0.9870833158493042
","x: 247.6306610107422
y: 337.61700439453125
z: -0.11026296764612198
visibility: 0.7132012248039246
","x: 245.71560668945312
y: 333.6681823730469
z: -0.2147025763988495
visibility: 0.9790535569190979
","x: 245.41986083984375
y: 344.7000732421875
z: -0.13691796362400055
visibility: 0.6922707557678223
","x: 244.53271484375
y: 332.2127685546875
z: -0.21717779338359833
visibility: 0.978761613368988
","x: 246.86148071289062
y: 341.5445556640625
z: -0.1515142172574997
visibility: 0.7008813619613647
","x: 246.28915405273438
y: 329.93505859375
z: -0.18466971814632416
visibility: 0.9607943296432495
","x: 248.02630615234375
y: 339.20306396484375
z: -0.12254978716373444
visibility: 0.6709131002426147
","x: 277.6675109863281
y: 363.6016540527344
z: -0.0729154422879219
visibility: 0.9999063014984131
","x: 260.9269714355469
y: 365.43896484375
z: 0.07289933413267136
visibility: 0.9998475313186646
","x: 270.6219177246094
y: 431.7131042480469
z: -0.1147841066122055
visibility: 0.9972366094589233
","x: 259.0672912597656
y: 430.547607421875
z: 0.04336526617407799
visibility: 0.9812046885490417
","x: 282.93646240234375
y: 492.6055908203125
z: -0.05797082185745239
visibility: 0.9984018206596375
","x: 264.5766906738281
y: 489.195068359375
z: 0.11050961166620255
visibility: 0.9913240671157837
","x: 289.1954650878906
y: 500.93377685546875
z: -0.05691337585449219
visibility: 0.9634011387825012
","x: 269.01458740234375
y: 499.18597412109375
z: 0.11198244243860245
visibility: 0.961395800113678
","x: 270.4726867675781
y: 515.9744873046875
z: -0.14704781770706177
visibility: 0.9981341361999512
","x: 255.68759155273438
y: 511.07244873046875
z: 0.045983053743839264
visibility: 0.9931002259254456
",4.280246019363403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,"x: 263.5412902832031
y: 257.78192138671875
z: -0.1041002869606018
visibility: 0.9999651908874512
","x: 265.0067138671875
y: 252.05499267578125
z: -0.09876076877117157
visibility: 0.9999156594276428
","x: 266.10882568359375
y: 251.6893768310547
z: -0.09882155805826187
visibility: 0.9999303221702576
","x: 267.2384033203125
y: 251.33966064453125
z: -0.09888056665658951
visibility: 0.9999185800552368
","x: 261.9444885253906
y: 253.4430694580078
z: -0.0878734141588211
visibility: 0.9999072551727295
","x: 260.9340515136719
y: 254.07443237304688
z: -0.08785177767276764
visibility: 0.9998844861984253
","x: 259.9417419433594
y: 254.64947509765625
z: -0.08783376961946487
visibility: 0.9998534321784973
","x: 269.73907470703125
y: 253.43988037109375
z: -0.04667815938591957
visibility: 0.9999079704284668
","x: 259.309326171875
y: 257.8268127441406
z: 0.0037574595771729946
visibility: 0.9997879266738892
","x: 266.30645751953125
y: 263.3915100097656
z: -0.08333207666873932
visibility: 0.9999396800994873
","x: 262.2813415527344
y: 264.89031982421875
z: -0.06925290822982788
visibility: 0.9998949766159058
","x: 277.44903564453125
y: 282.5525207519531
z: -0.08240318298339844
visibility: 0.9999780058860779
","x: 257.2250671386719
y: 289.8153381347656
z: 0.11021000146865845
visibility: 0.9998363256454468
","x: 267.2230224609375
y: 322.498046875
z: -0.10528957843780518
visibility: 0.9907013773918152
","x: 254.3040313720703
y: 322.4175720214844
z: 0.09061272442340851
visibility: 0.4543394148349762
","x: 251.68682861328125
y: 351.2000732421875
z: -0.10962756723165512
visibility: 0.9812163710594177
","x: 251.6390380859375
y: 328.9065246582031
z: -0.054962027817964554
visibility: 0.6593000292778015
","x: 247.39834594726562
y: 360.2439880371094
z: -0.13299116492271423
visibility: 0.9702053070068359
","x: 250.2702178955078
y: 333.5831298828125
z: -0.07592174410820007
visibility: 0.6444476246833801
","x: 246.69253540039062
y: 356.515869140625
z: -0.13918326795101166
visibility: 0.96998530626297
","x: 251.10060119628906
y: 329.9917907714844
z: -0.08743511140346527
visibility: 0.6526782512664795
","x: 248.23622131347656
y: 354.6593933105469
z: -0.1106981635093689
visibility: 0.9483795762062073
","x: 251.99266052246094
y: 327.8951721191406
z: -0.06509256362915039
visibility: 0.6249622106552124
","x: 278.5164794921875
y: 364.9508972167969
z: -0.06733118742704391
visibility: 0.9999103546142578
","x: 261.9400939941406
y: 367.4809265136719
z: 0.06722377985715866
visibility: 0.9998571276664734
","x: 270.9148864746094
y: 434.39520263671875
z: -0.11776493489742279
visibility: 0.9973483681678772
","x: 258.8079833984375
y: 432.5339050292969
z: 0.023481305688619614
visibility: 0.9817565679550171
","x: 294.4118957519531
y: 488.4580993652344
z: -0.02268870174884796
visibility: 0.998397946357727
","x: 264.5599670410156
y: 492.9457092285156
z: 0.10793431103229523
visibility: 0.9918217658996582
","x: 300.0929260253906
y: 487.2947692871094
z: -0.012566663324832916
visibility: 0.9616376161575317
","x: 268.8717346191406
y: 503.43621826171875
z: 0.11092749983072281
visibility: 0.9626637101173401
","x: 295.1413269042969
y: 516.675537109375
z: -0.08619233220815659
visibility: 0.9980296492576599
","x: 254.81097412109375
y: 512.0613403320312
z: 0.0391957089304924
visibility: 0.9931559562683105
",4.428437948226929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,"x: 263.5412902832031
y: 257.78192138671875
z: -0.1041002869606018
visibility: 0.9999651908874512
","x: 265.0067138671875
y: 252.05499267578125
z: -0.09876076877117157
visibility: 0.9999156594276428
","x: 266.10882568359375
y: 251.6893768310547
z: -0.09882155805826187
visibility: 0.9999303221702576
","x: 267.2384033203125
y: 251.33966064453125
z: -0.09888056665658951
visibility: 0.9999185800552368
","x: 261.9444885253906
y: 253.4430694580078
z: -0.0878734141588211
visibility: 0.9999072551727295
","x: 260.9340515136719
y: 254.07443237304688
z: -0.08785177767276764
visibility: 0.9998844861984253
","x: 259.9417419433594
y: 254.64947509765625
z: -0.08783376961946487
visibility: 0.9998534321784973
","x: 269.73907470703125
y: 253.43988037109375
z: -0.04667815938591957
visibility: 0.9999079704284668
","x: 259.309326171875
y: 257.8268127441406
z: 0.0037574595771729946
visibility: 0.9997879266738892
","x: 266.30645751953125
y: 263.3915100097656
z: -0.08333207666873932
visibility: 0.9999396800994873
","x: 262.2813415527344
y: 264.89031982421875
z: -0.06925290822982788
visibility: 0.9998949766159058
","x: 277.44903564453125
y: 282.5525207519531
z: -0.08240318298339844
visibility: 0.9999780058860779
","x: 257.2250671386719
y: 289.8153381347656
z: 0.11021000146865845
visibility: 0.9998363256454468
","x: 267.2230224609375
y: 322.498046875
z: -0.10528957843780518
visibility: 0.9907013773918152
","x: 254.3040313720703
y: 322.4175720214844
z: 0.09061272442340851
visibility: 0.4543394148349762
","x: 251.68682861328125
y: 351.2000732421875
z: -0.10962756723165512
visibility: 0.9812163710594177
","x: 251.6390380859375
y: 328.9065246582031
z: -0.054962027817964554
visibility: 0.6593000292778015
","x: 247.39834594726562
y: 360.2439880371094
z: -0.13299116492271423
visibility: 0.9702053070068359
","x: 250.2702178955078
y: 333.5831298828125
z: -0.07592174410820007
visibility: 0.6444476246833801
","x: 246.69253540039062
y: 356.515869140625
z: -0.13918326795101166
visibility: 0.96998530626297
","x: 251.10060119628906
y: 329.9917907714844
z: -0.08743511140346527
visibility: 0.6526782512664795
","x: 248.23622131347656
y: 354.6593933105469
z: -0.1106981635093689
visibility: 0.9483795762062073
","x: 251.99266052246094
y: 327.8951721191406
z: -0.06509256362915039
visibility: 0.6249622106552124
","x: 278.5164794921875
y: 364.9508972167969
z: -0.06733118742704391
visibility: 0.9999103546142578
","x: 261.9400939941406
y: 367.4809265136719
z: 0.06722377985715866
visibility: 0.9998571276664734
","x: 270.9148864746094
y: 434.39520263671875
z: -0.11776493489742279
visibility: 0.9973483681678772
","x: 258.8079833984375
y: 432.5339050292969
z: 0.023481305688619614
visibility: 0.9817565679550171
","x: 294.4118957519531
y: 488.4580993652344
z: -0.02268870174884796
visibility: 0.998397946357727
","x: 264.5599670410156
y: 492.9457092285156
z: 0.10793431103229523
visibility: 0.9918217658996582
","x: 300.0929260253906
y: 487.2947692871094
z: -0.012566663324832916
visibility: 0.9616376161575317
","x: 268.8717346191406
y: 503.43621826171875
z: 0.11092749983072281
visibility: 0.9626637101173401
","x: 295.1413269042969
y: 516.675537109375
z: -0.08619233220815659
visibility: 0.9980296492576599
","x: 254.81097412109375
y: 512.0613403320312
z: 0.0391957089304924
visibility: 0.9931559562683105
",4.428437948226929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,"x: 266.6463623046875
y: 254.4364776611328
z: -0.15043199062347412
visibility: 0.9999645352363586
","x: 268.1064147949219
y: 249.37106323242188
z: -0.13596484065055847
visibility: 0.9999139904975891
","x: 269.1450500488281
y: 249.2894744873047
z: -0.13598114252090454
visibility: 0.9999279379844666
","x: 270.2088928222656
y: 249.25082397460938
z: -0.13600115478038788
visibility: 0.9999182224273682
","x: 265.03582763671875
y: 250.1515350341797
z: -0.13329660892486572
visibility: 0.9999036192893982
","x: 263.97332763671875
y: 250.6229248046875
z: -0.1332884132862091
visibility: 0.9998795986175537
","x: 262.8815002441406
y: 251.04888916015625
z: -0.1332395374774933
visibility: 0.9998494386672974
","x: 271.97271728515625
y: 252.41732788085938
z: -0.06030429154634476
visibility: 0.9999116659164429
","x: 260.42376708984375
y: 254.58314514160156
z: -0.042995233088731766
visibility: 0.9997656345367432
","x: 268.9498596191406
y: 260.56951904296875
z: -0.12267397344112396
visibility: 0.9999432563781738
","x: 264.5594177246094
y: 261.3419494628906
z: -0.11764802783727646
visibility: 0.9998990297317505
","x: 280.4946594238281
y: 282.3376159667969
z: -0.07695088535547256
visibility: 0.9999799132347107
","x: 255.8297882080078
y: 291.4599609375
z: 0.04242263361811638
visibility: 0.9998242259025574
","x: 289.5469665527344
y: 318.758544921875
z: -0.12028948217630386
visibility: 0.9913836717605591
","x: 252.7090606689453
y: 324.8941345214844
z: 0.03014395199716091
visibility: 0.46736690402030945
","x: 269.41876220703125
y: 339.9917907714844
z: -0.21663442254066467
visibility: 0.9822877049446106
","x: 252.8285369873047
y: 337.9209899902344
z: -0.10414208471775055
visibility: 0.6639978289604187
","x: 266.073974609375
y: 349.97991943359375
z: -0.2528002858161926
visibility: 0.9713404774665833
","x: 253.32745361328125
y: 345.40386962890625
z: -0.13287922739982605
visibility: 0.6467574238777161
","x: 262.2946472167969
y: 346.87445068359375
z: -0.25868111848831177
visibility: 0.9710783362388611
","x: 254.95382690429688
y: 342.500244140625
z: -0.1529380977153778
visibility: 0.6545856595039368
","x: 263.4136657714844
y: 343.741455078125
z: -0.21986934542655945
visibility: 0.9501398205757141
","x: 255.80465698242188
y: 340.0472717285156
z: -0.1163455992937088
visibility: 0.6271816492080688
","x: 280.4565734863281
y: 367.8274841308594
z: -0.047181256115436554
visibility: 0.9999106526374817
","x: 262.2448425292969
y: 370.8462219238281
z: 0.047248803079128265
visibility: 0.9998534917831421
","x: 284.4740905761719
y: 433.7591552734375
z: -0.1130441278219223
visibility: 0.9975340366363525
","x: 258.8573913574219
y: 435.133544921875
z: 0.048142269253730774
visibility: 0.9828263521194458
","x: 302.5802001953125
y: 489.0054016113281
z: 0.010931691154837608
visibility: 0.9984495043754578
","x: 264.8989562988281
y: 494.02947998046875
z: 0.200434610247612
visibility: 0.9922710061073303
","x: 306.6954040527344
y: 491.4483642578125
z: 0.01451274286955595
visibility: 0.957037091255188
","x: 269.1691589355469
y: 504.14434814453125
z: 0.2085704803466797
visibility: 0.9634599089622498
","x: 300.0564880371094
y: 517.4006958007812
z: -0.09544443339109421
visibility: 0.9979657530784607
","x: 254.71258544921875
y: 512.8338012695312
z: 0.1263178586959839
visibility: 0.9932507276535034
",4.601292848587036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
