,NOSE,LEFT_EYE_INNER,LEFT_EYE,LEFT_EYE_OUTER,RIGHT_EYE_INNER,RIGHT_EYE,RIGHT_EYE_OUTER,LEFT_EAR,RIGHT_EAR,MOUTH_LEFT,MOUTH_RIGHT,LEFT_SHOULDER,RIGHT_SHOULDER,LEFT_ELBOW,RIGHT_ELBOW,LEFT_WRIST,RIGHT_WRIST,LEFT_PINKY,RIGHT_PINKY,LEFT_INDEX,RIGHT_INDEX,LEFT_THUMB,RIGHT_THUMB,LEFT_HIP,RIGHT_HIP,LEFT_KNEE,RIGHT_KNEE,LEFT_ANKLE,RIGHT_ANKLE,LEFT_HEEL,RIGHT_HEEL,LEFT_FOOT_INDEX,RIGHT_FOOT_INDEX,WRIST,THUMB_CPC,THUMB_MCP,THUMB_IP,THUMB_TIP,INDEX_FINGER_MCP,INDEX_FINGER_PIP,INDEX_FINGER_DIP,INDEX_FINGER_TIP,MIDDLE_FINGER_MCP,MIDDLE_FINGER_PIP,MIDDLE_FINGER_DIP,MIDDLE_FINGER_TIP,RING_FINGER_PIP,RING_FINGER_DIP,RING_FINGER_TIP,RING_FINGER_MCP,PINKY_MCP,PINKY_PIP,PINKY_DIP,PINKY_TIP,WRIST2,THUMB_CPC2,THUMB_MCP2,THUMB_IP2,THUMB_TIP2,INDEX_FINGER_MCP2,INDEX_FINGER_PIP2,INDEX_FINGER_DIP2,INDEX_FINGER_TIP2,MIDDLE_FINGER_MCP2,MIDDLE_FINGER_PIP2,MIDDLE_FINGER_DIP2,MIDDLE_FINGER_TIP2,RING_FINGER_PIP2,RING_FINGER_DIP2,RING_FINGER_TIP2,RING_FINGER_MCP2,PINKY_MCP2,PINKY_PIP2,PINKY_DIP2,PINKY_TIP2
0,"x: 255.05136108398438
y: 215.2516326904297
z: -0.31535467505455017
visibility: 0.9999740123748779
","x: 257.582275390625
y: 207.33168029785156
z: -0.3005131483078003
visibility: 0.9999160766601562
","x: 258.9040832519531
y: 207.3502197265625
z: -0.30050650238990784
visibility: 0.9999107122421265
","x: 260.30419921875
y: 207.31661987304688
z: -0.3004709780216217
visibility: 0.99988853931427
","x: 253.5915985107422
y: 206.19174194335938
z: -0.3057725727558136
visibility: 0.9999200105667114
","x: 252.11520385742188
y: 205.53836059570312
z: -0.3058018088340759
visibility: 0.9999221563339233
","x: 250.49302673339844
y: 204.9167022705078
z: -0.30580127239227295
visibility: 0.9999176263809204
","x: 261.53961181640625
y: 210.10311889648438
z: -0.1843772977590561
visibility: 0.9997739195823669
","x: 246.9921112060547
y: 206.11492919921875
z: -0.20904776453971863
visibility: 0.9998612403869629
","x: 256.5746765136719
y: 222.271484375
z: -0.2690216600894928
visibility: 0.9999158382415771
","x: 252.04644775390625
y: 221.50657653808594
z: -0.2763109505176544
visibility: 0.9999457597732544
","x: 271.0867919921875
y: 251.2797393798828
z: -0.10379066318273544
visibility: 0.9999200105667114
","x: 229.96710205078125
y: 248.35546875
z: -0.12446482479572296
visibility: 0.9999428987503052
","x: 274.7414855957031
y: 301.8854064941406
z: -0.10202954709529877
visibility: 0.9527738690376282
","x: 222.3408203125
y: 299.46435546875
z: -0.16680391132831573
visibility: 0.9866321682929993
","x: 278.4902038574219
y: 330.61077880859375
z: -0.27040940523147583
visibility: 0.9534714221954346
","x: 233.58871459960938
y: 324.9219970703125
z: -0.3379629850387573
visibility: 0.9833759665489197
","x: 281.8039245605469
y: 343.0574951171875
z: -0.3110329210758209
visibility: 0.9305741786956787
","x: 235.52590942382812
y: 336.70196533203125
z: -0.3799492120742798
visibility: 0.9670193791389465
","x: 281.4326171875
y: 340.99578857421875
z: -0.34193751215934753
visibility: 0.9373536109924316
","x: 238.86827087402344
y: 329.57354736328125
z: -0.39826157689094543
visibility: 0.9684075713157654
","x: 279.23309326171875
y: 336.2887268066406
z: -0.28746315836906433
visibility: 0.9248335361480713
","x: 238.59869384765625
y: 325.4191589355469
z: -0.34818390011787415
visibility: 0.9590921998023987
","x: 263.7196960449219
y: 357.9599609375
z: -0.005890769883990288
visibility: 0.9996033310890198
","x: 239.74545288085938
y: 359.9557800292969
z: 0.005856253672391176
visibility: 0.9997389912605286
","x: 270.6343688964844
y: 429.3262939453125
z: 0.03957335278391838
visibility: 0.99755859375
","x: 230.48809814453125
y: 432.55328369140625
z: 0.049811508506536484
visibility: 0.9969802498817444
","x: 278.1017150878906
y: 503.1485595703125
z: 0.20395252108573914
visibility: 0.9963777661323547
","x: 222.99591064453125
y: 503.8775329589844
z: 0.21005241572856903
visibility: 0.9971678853034973
","x: 277.10540771484375
y: 512.4281005859375
z: 0.212459996342659
visibility: 0.9241381287574768
","x: 225.30857849121094
y: 516.0064086914062
z: 0.21904902160167694
visibility: 0.9561643004417419
","x: 278.1579895019531
y: 528.497802734375
z: 0.08882026374340057
visibility: 0.9938424825668335
","x: 212.66542053222656
y: 524.104248046875
z: 0.10192914307117462
visibility: 0.9945809245109558
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"x: 251.6005096435547
y: 224.39639282226562
z: -0.2983837425708771
visibility: 0.999975860118866
","x: 255.0211944580078
y: 218.32827758789062
z: -0.2844564616680145
visibility: 0.9999210238456726
","x: 256.5108947753906
y: 218.64768981933594
z: -0.28449103236198425
visibility: 0.9999162554740906
","x: 258.01873779296875
y: 218.9816131591797
z: -0.28449150919914246
visibility: 0.9998959898948669
","x: 251.10731506347656
y: 217.37062072753906
z: -0.28186896443367004
visibility: 0.9999241828918457
","x: 249.85293579101562
y: 217.08482360839844
z: -0.2819095253944397
visibility: 0.9999258518218994
","x: 248.57594299316406
y: 216.8716583251953
z: -0.28190597891807556
visibility: 0.9999210834503174
","x: 260.7910461425781
y: 222.19845581054688
z: -0.1841878741979599
visibility: 0.9997910261154175
","x: 246.996826171875
y: 219.49586486816406
z: -0.17287662625312805
visibility: 0.9998636245727539
","x: 254.3046875
y: 231.3159942626953
z: -0.26063308119773865
visibility: 0.9999220371246338
","x: 249.25094604492188
y: 231.08428955078125
z: -0.25705257058143616
visibility: 0.9999473690986633
","x: 271.1442565917969
y: 265.4312744140625
z: -0.12157821655273438
visibility: 0.9999233484268188
","x: 233.41372680664062
y: 267.64349365234375
z: -0.08249229192733765
visibility: 0.9999392032623291
","x: 278.7557373046875
y: 316.2847900390625
z: -0.12462133169174194
visibility: 0.9559891223907471
","x: 232.3292999267578
y: 322.46966552734375
z: -0.08536867797374725
visibility: 0.9796110987663269
","x: 294.2101745605469
y: 343.4549560546875
z: -0.2717306911945343
visibility: 0.9544327855110168
","x: 219.7144317626953
y: 332.3940734863281
z: -0.2550995945930481
visibility: 0.9829918742179871
","x: 300.7795715332031
y: 354.3299560546875
z: -0.30966395139694214
visibility: 0.9308834075927734
","x: 214.34666442871094
y: 337.01617431640625
z: -0.2918010950088501
visibility: 0.9672008752822876
","x: 300.9593811035156
y: 349.4735107421875
z: -0.3402380347251892
visibility: 0.937840461730957
","x: 212.98648071289062
y: 330.64288330078125
z: -0.3253040909767151
visibility: 0.968877911567688
","x: 298.342529296875
y: 346.12139892578125
z: -0.28851497173309326
visibility: 0.9259456992149353
","x: 214.9510955810547
y: 329.09393310546875
z: -0.274492084980011
visibility: 0.9600207805633545
","x: 263.6458435058594
y: 369.72552490234375
z: -0.021696817129850388
visibility: 0.9996272921562195
","x: 240.79782104492188
y: 371.41949462890625
z: 0.02159683220088482
visibility: 0.9997498989105225
","x: 270.8446350097656
y: 438.0809020996094
z: -0.06296743452548981
visibility: 0.9976030588150024
","x: 229.75421142578125
y: 440.84466552734375
z: 0.034134555608034134
visibility: 0.9970463514328003
","x: 281.3972473144531
y: 505.17352294921875
z: 0.09655457735061646
visibility: 0.9965322017669678
","x: 234.17864990234375
y: 502.677490234375
z: 0.25093623995780945
visibility: 0.9971750378608704
","x: 280.97479248046875
y: 513.7559814453125
z: 0.10440950095653534
visibility: 0.9253588318824768
","x: 238.94741821289062
y: 511.8183898925781
z: 0.2664381265640259
visibility: 0.9577722549438477
","x: 284.6515808105469
y: 528.3206787109375
z: -0.023294949904084206
visibility: 0.9940716028213501
","x: 223.4388427734375
y: 523.3055419921875
z: 0.17128726840019226
visibility: 0.9946776032447815
","x: 218.085205078125
y: 340.28533935546875
z: 0.0
","x: 218.2748260498047
y: 337.23370361328125
z: -0.003896723035722971
","x: 217.0423126220703
y: 333.7986755371094
z: -0.006609679199755192
","x: 215.0648193359375
y: 333.29168701171875
z: -0.009009525179862976
","x: 212.98414611816406
y: 334.0742492675781
z: -0.011447951197624207
","x: 212.9966278076172
y: 328.20928955078125
z: -0.005417001433670521
","x: 209.49566650390625
y: 324.92156982421875
z: -0.008291089907288551
","x: 207.00962829589844
y: 323.65301513671875
z: -0.010478013195097446
","x: 204.9518585205078
y: 323.156982421875
z: -0.011969149112701416
","x: 211.7804412841797
y: 330.23699951171875
z: -0.005434049293398857
","x: 208.45135498046875
y: 326.6363525390625
z: -0.007983573712408543
","x: 205.9325714111328
y: 324.89581298828125
z: -0.009975559078156948
","x: 203.79026794433594
y: 323.92144775390625
z: -0.011576239950954914
","x: 211.17388916015625
y: 333.2236328125
z: -0.00577543955296278
","x: 207.74330139160156
y: 330.316650390625
z: -0.008311635814607143
","x: 205.4685821533203
y: 328.9842529296875
z: -0.010264204815030098
","x: 203.63494873046875
y: 328.29901123046875
z: -0.011761111207306385
","x: 211.04449462890625
y: 337.082275390625
z: -0.006467755883932114
","x: 208.3814697265625
y: 335.33160400390625
z: -0.008532230742275715
","x: 206.70704650878906
y: 334.6875305175781
z: -0.009800586849451065
","x: 205.35792541503906
y: 334.39947509765625
z: -0.010834085755050182
",,,,,,,,,,,,,,,,,,,,,
2,"x: 251.6005096435547
y: 224.39639282226562
z: -0.2983837425708771
visibility: 0.999975860118866
","x: 255.0211944580078
y: 218.32827758789062
z: -0.2844564616680145
visibility: 0.9999210238456726
","x: 256.5108947753906
y: 218.64768981933594
z: -0.28449103236198425
visibility: 0.9999162554740906
","x: 258.01873779296875
y: 218.9816131591797
z: -0.28449150919914246
visibility: 0.9998959898948669
","x: 251.10731506347656
y: 217.37062072753906
z: -0.28186896443367004
visibility: 0.9999241828918457
","x: 249.85293579101562
y: 217.08482360839844
z: -0.2819095253944397
visibility: 0.9999258518218994
","x: 248.57594299316406
y: 216.8716583251953
z: -0.28190597891807556
visibility: 0.9999210834503174
","x: 260.7910461425781
y: 222.19845581054688
z: -0.1841878741979599
visibility: 0.9997910261154175
","x: 246.996826171875
y: 219.49586486816406
z: -0.17287662625312805
visibility: 0.9998636245727539
","x: 254.3046875
y: 231.3159942626953
z: -0.26063308119773865
visibility: 0.9999220371246338
","x: 249.25094604492188
y: 231.08428955078125
z: -0.25705257058143616
visibility: 0.9999473690986633
","x: 271.1442565917969
y: 265.4312744140625
z: -0.12157821655273438
visibility: 0.9999233484268188
","x: 233.41372680664062
y: 267.64349365234375
z: -0.08249229192733765
visibility: 0.9999392032623291
","x: 278.7557373046875
y: 316.2847900390625
z: -0.12462133169174194
visibility: 0.9559891223907471
","x: 232.3292999267578
y: 322.46966552734375
z: -0.08536867797374725
visibility: 0.9796110987663269
","x: 294.2101745605469
y: 343.4549560546875
z: -0.2717306911945343
visibility: 0.9544327855110168
","x: 219.7144317626953
y: 332.3940734863281
z: -0.2550995945930481
visibility: 0.9829918742179871
","x: 300.7795715332031
y: 354.3299560546875
z: -0.30966395139694214
visibility: 0.9308834075927734
","x: 214.34666442871094
y: 337.01617431640625
z: -0.2918010950088501
visibility: 0.9672008752822876
","x: 300.9593811035156
y: 349.4735107421875
z: -0.3402380347251892
visibility: 0.937840461730957
","x: 212.98648071289062
y: 330.64288330078125
z: -0.3253040909767151
visibility: 0.968877911567688
","x: 298.342529296875
y: 346.12139892578125
z: -0.28851497173309326
visibility: 0.9259456992149353
","x: 214.9510955810547
y: 329.09393310546875
z: -0.274492084980011
visibility: 0.9600207805633545
","x: 263.6458435058594
y: 369.72552490234375
z: -0.021696817129850388
visibility: 0.9996272921562195
","x: 240.79782104492188
y: 371.41949462890625
z: 0.02159683220088482
visibility: 0.9997498989105225
","x: 270.8446350097656
y: 438.0809020996094
z: -0.06296743452548981
visibility: 0.9976030588150024
","x: 229.75421142578125
y: 440.84466552734375
z: 0.034134555608034134
visibility: 0.9970463514328003
","x: 281.3972473144531
y: 505.17352294921875
z: 0.09655457735061646
visibility: 0.9965322017669678
","x: 234.17864990234375
y: 502.677490234375
z: 0.25093623995780945
visibility: 0.9971750378608704
","x: 280.97479248046875
y: 513.7559814453125
z: 0.10440950095653534
visibility: 0.9253588318824768
","x: 238.94741821289062
y: 511.8183898925781
z: 0.2664381265640259
visibility: 0.9577722549438477
","x: 284.6515808105469
y: 528.3206787109375
z: -0.023294949904084206
visibility: 0.9940716028213501
","x: 223.4388427734375
y: 523.3055419921875
z: 0.17128726840019226
visibility: 0.9946776032447815
","x: 218.085205078125
y: 340.28533935546875
z: 0.0
","x: 218.2748260498047
y: 337.23370361328125
z: -0.003896723035722971
","x: 217.0423126220703
y: 333.7986755371094
z: -0.006609679199755192
","x: 215.0648193359375
y: 333.29168701171875
z: -0.009009525179862976
","x: 212.98414611816406
y: 334.0742492675781
z: -0.011447951197624207
","x: 212.9966278076172
y: 328.20928955078125
z: -0.005417001433670521
","x: 209.49566650390625
y: 324.92156982421875
z: -0.008291089907288551
","x: 207.00962829589844
y: 323.65301513671875
z: -0.010478013195097446
","x: 204.9518585205078
y: 323.156982421875
z: -0.011969149112701416
","x: 211.7804412841797
y: 330.23699951171875
z: -0.005434049293398857
","x: 208.45135498046875
y: 326.6363525390625
z: -0.007983573712408543
","x: 205.9325714111328
y: 324.89581298828125
z: -0.009975559078156948
","x: 203.79026794433594
y: 323.92144775390625
z: -0.011576239950954914
","x: 211.17388916015625
y: 333.2236328125
z: -0.00577543955296278
","x: 207.74330139160156
y: 330.316650390625
z: -0.008311635814607143
","x: 205.4685821533203
y: 328.9842529296875
z: -0.010264204815030098
","x: 203.63494873046875
y: 328.29901123046875
z: -0.011761111207306385
","x: 211.04449462890625
y: 337.082275390625
z: -0.006467755883932114
","x: 208.3814697265625
y: 335.33160400390625
z: -0.008532230742275715
","x: 206.70704650878906
y: 334.6875305175781
z: -0.009800586849451065
","x: 205.35792541503906
y: 334.39947509765625
z: -0.010834085755050182
",,,,,,,,,,,,,,,,,,,,,
3,"x: 250.9413299560547
y: 227.31680297851562
z: -0.23510996997356415
visibility: 0.9999780654907227
","x: 254.12466430664062
y: 220.88711547851562
z: -0.22055867314338684
visibility: 0.9999280571937561
","x: 255.4139862060547
y: 221.42584228515625
z: -0.22059214115142822
visibility: 0.9999237656593323
","x: 256.67816162109375
y: 222.0087432861328
z: -0.22059659659862518
visibility: 0.999905526638031
","x: 250.25144958496094
y: 219.39979553222656
z: -0.22057375311851501
visibility: 0.9999308586120605
","x: 248.85520935058594
y: 218.97805786132812
z: -0.22057220339775085
visibility: 0.9999321699142456
","x: 247.5647735595703
y: 218.59434509277344
z: -0.22053639590740204
visibility: 0.9999275803565979
","x: 259.17425537109375
y: 225.47010803222656
z: -0.12493567168712616
visibility: 0.9998103976249695
","x: 245.86337280273438
y: 221.49888610839844
z: -0.12545029819011688
visibility: 0.9998744130134583
","x: 253.38677978515625
y: 234.2823028564453
z: -0.19904300570487976
visibility: 0.9999291300773621
","x: 248.05775451660156
y: 233.62188720703125
z: -0.19917872548103333
visibility: 0.9999516606330872
","x: 269.94891357421875
y: 267.4932556152344
z: -0.07260586321353912
visibility: 0.9999300837516785
","x: 231.6759033203125
y: 265.8612365722656
z: -0.04996180906891823
visibility: 0.9999425411224365
","x: 279.65899658203125
y: 312.9620666503906
z: -0.08866623044013977
visibility: 0.9599475860595703
","x: 224.48959350585938
y: 315.5208740234375
z: -0.06360502541065216
visibility: 0.9798708558082581
","x: 296.3762512207031
y: 342.5674133300781
z: -0.23732002079486847
visibility: 0.9586215019226074
","x: 206.10537719726562
y: 332.248291015625
z: -0.21422722935676575
visibility: 0.9839403033256531
","x: 303.2250671386719
y: 351.99639892578125
z: -0.270512193441391
visibility: 0.9369108080863953
","x: 199.98243713378906
y: 338.8055114746094
z: -0.2463923990726471
visibility: 0.9689068794250488
","x: 303.0382385253906
y: 346.4786071777344
z: -0.3028857707977295
visibility: 0.9433333873748779
","x: 200.32020568847656
y: 335.7825927734375
z: -0.27897801995277405
visibility: 0.9706611633300781
","x: 300.56060791015625
y: 344.07659912109375
z: -0.2546706795692444
visibility: 0.9324196577072144
","x: 203.01942443847656
y: 333.4888916015625
z: -0.23264729976654053
visibility: 0.9624969959259033
","x: 262.12713623046875
y: 367.4353332519531
z: -0.01480034738779068
visibility: 0.9996528625488281
","x: 240.245361328125
y: 369.0668029785156
z: 0.01479091215878725
visibility: 0.9997637271881104
","x: 269.9320068359375
y: 435.9211730957031
z: -0.04669415205717087
visibility: 0.9976935982704163
","x: 231.23736572265625
y: 439.83465576171875
z: 0.006229284219443798
visibility: 0.9971663951873779
","x: 279.696533203125
y: 505.106689453125
z: 0.023502148687839508
visibility: 0.9966914057731628
","x: 235.13955688476562
y: 502.65277099609375
z: 0.14122696220874786
visibility: 0.9972342848777771
","x: 277.6190185546875
y: 513.8182373046875
z: 0.022389886900782585
visibility: 0.9285455942153931
","x: 239.47531127929688
y: 511.7585754394531
z: 0.14656487107276917
visibility: 0.9583476781845093
","x: 284.6971740722656
y: 527.6644287109375
z: -0.09965702146291733
visibility: 0.9942964911460876
","x: 224.88497924804688
y: 522.7239379882812
z: 0.04677067697048187
visibility: 0.9947725534439087
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,"x: 250.42010498046875
y: 228.50477600097656
z: -0.26144081354141235
visibility: 0.9999794960021973
","x: 253.3290252685547
y: 222.07763671875
z: -0.24457666277885437
visibility: 0.999932587146759
","x: 254.5357666015625
y: 222.6058349609375
z: -0.24460217356681824
visibility: 0.9999287128448486
","x: 255.59303283691406
y: 223.13011169433594
z: -0.24463626742362976
visibility: 0.9999122619628906
","x: 249.3771209716797
y: 220.42955017089844
z: -0.24600382149219513
visibility: 0.9999347925186157
","x: 247.9222869873047
y: 219.91619873046875
z: -0.24602743983268738
visibility: 0.9999353885650635
","x: 246.5984344482422
y: 219.5108184814453
z: -0.24600572884082794
visibility: 0.9999300241470337
","x: 257.3919372558594
y: 226.8586883544922
z: -0.14177438616752625
visibility: 0.9998264312744141
","x: 244.6107635498047
y: 222.82461547851562
z: -0.15018968284130096
visibility: 0.9998787641525269
","x: 252.64492797851562
y: 235.4661865234375
z: -0.223139688372612
visibility: 0.99993497133255
","x: 247.18783569335938
y: 235.1221923828125
z: -0.22561845183372498
visibility: 0.9999546408653259
","x: 268.2717590332031
y: 271.6711120605469
z: -0.08479587733745575
visibility: 0.9999354481697083
","x: 228.05160522460938
y: 265.8379211425781
z: -0.0777345523238182
visibility: 0.9999406337738037
","x: 282.6059265136719
y: 311.58935546875
z: -0.09326580166816711
visibility: 0.9634490609169006
","x: 212.53038024902344
y: 307.3101501464844
z: -0.08129625022411346
visibility: 0.9803920388221741
","x: 299.6718444824219
y: 345.5054016113281
z: -0.23849961161613464
visibility: 0.9618317484855652
","x: 200.5157470703125
y: 331.2101745605469
z: -0.2432110607624054
visibility: 0.9825148582458496
","x: 305.57354736328125
y: 355.614990234375
z: -0.2693588137626648
visibility: 0.9409126043319702
","x: 197.77713012695312
y: 338.79449462890625
z: -0.3049520254135132
visibility: 0.9660768508911133
","x: 305.7574768066406
y: 353.662353515625
z: -0.3014110028743744
visibility: 0.9471089839935303
","x: 199.91249084472656
y: 337.2989196777344
z: -0.3305254876613617
visibility: 0.9684063196182251
","x: 303.1881103515625
y: 350.5685119628906
z: -0.2550598084926605
visibility: 0.9368470907211304
","x: 201.74551391601562
y: 334.1078186035156
z: -0.24275994300842285
visibility: 0.9602149724960327
","x: 259.29254150390625
y: 368.6886901855469
z: -0.000834511942230165
visibility: 0.9996806383132935
","x: 238.39727783203125
y: 369.4125671386719
z: 0.000867394614033401
visibility: 0.9997759461402893
","x: 267.54034423828125
y: 434.9547119140625
z: -0.159975066781044
visibility: 0.9976803660392761
","x: 233.06683349609375
y: 439.164794921875
z: -0.01853281632065773
visibility: 0.9969337582588196
","x: 262.0308532714844
y: 504.1412353515625
z: -0.054980479180812836
visibility: 0.9965986609458923
","x: 234.64874267578125
y: 502.0233459472656
z: 0.13443900644779205
visibility: 0.9967684745788574
","x: 259.2431945800781
y: 512.5223388671875
z: -0.051170699298381805
visibility: 0.9321178197860718
","x: 238.92921447753906
y: 510.8805847167969
z: 0.14116568863391876
visibility: 0.9538623690605164
","x: 266.5926818847656
y: 526.5244140625
z: -0.1749970018863678
visibility: 0.994297981262207
","x: 226.67529296875
y: 521.9885864257812
z: 0.03481949120759964
visibility: 0.9939791560173035
","x: 198.6007537841797
y: 333.67144775390625
z: 0.0
","x: 201.09619140625
y: 333.6731262207031
z: -0.002356791403144598
","x: 203.55274963378906
y: 334.4510192871094
z: -0.0051161181181669235
","x: 205.50929260253906
y: 334.93792724609375
z: -0.007662917021661997
","x: 207.03097534179688
y: 335.634033203125
z: -0.010196339339017868
","x: 201.76904296875
y: 337.0069580078125
z: -0.00641164043918252
","x: 202.14894104003906
y: 342.11126708984375
z: -0.008717821910977364
","x: 202.07106018066406
y: 345.67572021484375
z: -0.009701183997094631
","x: 201.9876251220703
y: 348.2095947265625
z: -0.010152249597012997
","x: 199.7696075439453
y: 337.3765563964844
z: -0.006396159529685974
","x: 200.41500854492188
y: 342.2778015136719
z: -0.008392713963985443
","x: 200.61349487304688
y: 345.98431396484375
z: -0.008390593342483044
","x: 200.7848663330078
y: 348.823486328125
z: -0.008400355465710163
","x: 197.82691955566406
y: 337.8511047363281
z: -0.006212047301232815
","x: 198.41653442382812
y: 342.76300048828125
z: -0.007889434695243835
","x: 198.95382690429688
y: 346.21502685546875
z: -0.0073848143219947815
","x: 199.36642456054688
y: 348.53204345703125
z: -0.007036926224827766
","x: 196.0144500732422
y: 338.2548828125
z: -0.006192052736878395
","x: 196.48831176757812
y: 342.22418212890625
z: -0.007158124819397926
","x: 197.01519775390625
y: 344.6130065917969
z: -0.0068131801672279835
","x: 197.43507385253906
y: 346.05938720703125
z: -0.0065796468406915665
",,,,,,,,,,,,,,,,,,,,,
5,"x: 250.42010498046875
y: 228.50477600097656
z: -0.26144081354141235
visibility: 0.9999794960021973
","x: 253.3290252685547
y: 222.07763671875
z: -0.24457666277885437
visibility: 0.999932587146759
","x: 254.5357666015625
y: 222.6058349609375
z: -0.24460217356681824
visibility: 0.9999287128448486
","x: 255.59303283691406
y: 223.13011169433594
z: -0.24463626742362976
visibility: 0.9999122619628906
","x: 249.3771209716797
y: 220.42955017089844
z: -0.24600382149219513
visibility: 0.9999347925186157
","x: 247.9222869873047
y: 219.91619873046875
z: -0.24602743983268738
visibility: 0.9999353885650635
","x: 246.5984344482422
y: 219.5108184814453
z: -0.24600572884082794
visibility: 0.9999300241470337
","x: 257.3919372558594
y: 226.8586883544922
z: -0.14177438616752625
visibility: 0.9998264312744141
","x: 244.6107635498047
y: 222.82461547851562
z: -0.15018968284130096
visibility: 0.9998787641525269
","x: 252.64492797851562
y: 235.4661865234375
z: -0.223139688372612
visibility: 0.99993497133255
","x: 247.18783569335938
y: 235.1221923828125
z: -0.22561845183372498
visibility: 0.9999546408653259
","x: 268.2717590332031
y: 271.6711120605469
z: -0.08479587733745575
visibility: 0.9999354481697083
","x: 228.05160522460938
y: 265.8379211425781
z: -0.0777345523238182
visibility: 0.9999406337738037
","x: 282.6059265136719
y: 311.58935546875
z: -0.09326580166816711
visibility: 0.9634490609169006
","x: 212.53038024902344
y: 307.3101501464844
z: -0.08129625022411346
visibility: 0.9803920388221741
","x: 299.6718444824219
y: 345.5054016113281
z: -0.23849961161613464
visibility: 0.9618317484855652
","x: 200.5157470703125
y: 331.2101745605469
z: -0.2432110607624054
visibility: 0.9825148582458496
","x: 305.57354736328125
y: 355.614990234375
z: -0.2693588137626648
visibility: 0.9409126043319702
","x: 197.77713012695312
y: 338.79449462890625
z: -0.3049520254135132
visibility: 0.9660768508911133
","x: 305.7574768066406
y: 353.662353515625
z: -0.3014110028743744
visibility: 0.9471089839935303
","x: 199.91249084472656
y: 337.2989196777344
z: -0.3305254876613617
visibility: 0.9684063196182251
","x: 303.1881103515625
y: 350.5685119628906
z: -0.2550598084926605
visibility: 0.9368470907211304
","x: 201.74551391601562
y: 334.1078186035156
z: -0.24275994300842285
visibility: 0.9602149724960327
","x: 259.29254150390625
y: 368.6886901855469
z: -0.000834511942230165
visibility: 0.9996806383132935
","x: 238.39727783203125
y: 369.4125671386719
z: 0.000867394614033401
visibility: 0.9997759461402893
","x: 267.54034423828125
y: 434.9547119140625
z: -0.159975066781044
visibility: 0.9976803660392761
","x: 233.06683349609375
y: 439.164794921875
z: -0.01853281632065773
visibility: 0.9969337582588196
","x: 262.0308532714844
y: 504.1412353515625
z: -0.054980479180812836
visibility: 0.9965986609458923
","x: 234.64874267578125
y: 502.0233459472656
z: 0.13443900644779205
visibility: 0.9967684745788574
","x: 259.2431945800781
y: 512.5223388671875
z: -0.051170699298381805
visibility: 0.9321178197860718
","x: 238.92921447753906
y: 510.8805847167969
z: 0.14116568863391876
visibility: 0.9538623690605164
","x: 266.5926818847656
y: 526.5244140625
z: -0.1749970018863678
visibility: 0.994297981262207
","x: 226.67529296875
y: 521.9885864257812
z: 0.03481949120759964
visibility: 0.9939791560173035
","x: 198.6007537841797
y: 333.67144775390625
z: 0.0
","x: 201.09619140625
y: 333.6731262207031
z: -0.002356791403144598
","x: 203.55274963378906
y: 334.4510192871094
z: -0.0051161181181669235
","x: 205.50929260253906
y: 334.93792724609375
z: -0.007662917021661997
","x: 207.03097534179688
y: 335.634033203125
z: -0.010196339339017868
","x: 201.76904296875
y: 337.0069580078125
z: -0.00641164043918252
","x: 202.14894104003906
y: 342.11126708984375
z: -0.008717821910977364
","x: 202.07106018066406
y: 345.67572021484375
z: -0.009701183997094631
","x: 201.9876251220703
y: 348.2095947265625
z: -0.010152249597012997
","x: 199.7696075439453
y: 337.3765563964844
z: -0.006396159529685974
","x: 200.41500854492188
y: 342.2778015136719
z: -0.008392713963985443
","x: 200.61349487304688
y: 345.98431396484375
z: -0.008390593342483044
","x: 200.7848663330078
y: 348.823486328125
z: -0.008400355465710163
","x: 197.82691955566406
y: 337.8511047363281
z: -0.006212047301232815
","x: 198.41653442382812
y: 342.76300048828125
z: -0.007889434695243835
","x: 198.95382690429688
y: 346.21502685546875
z: -0.0073848143219947815
","x: 199.36642456054688
y: 348.53204345703125
z: -0.007036926224827766
","x: 196.0144500732422
y: 338.2548828125
z: -0.006192052736878395
","x: 196.48831176757812
y: 342.22418212890625
z: -0.007158124819397926
","x: 197.01519775390625
y: 344.6130065917969
z: -0.0068131801672279835
","x: 197.43507385253906
y: 346.05938720703125
z: -0.0065796468406915665
",,,,,,,,,,,,,,,,,,,,,
