,NOSE_POS,LEFT_SHOULDER_POS,RIGHT_SHOULDER_POS,LEFT_WRIST_POS,RIGHT_WRIST_POS,LEFT_HIP_POS,RIGHT_HIP_POS,LEFT_ANKLE_POS,RIGHT_ANKLE_POS
0,317.1197204589844,340.87750244140625,345.08795166015625,294.3053894042969,352.3782958984375,421.67889404296875,418.3136291503906,522.2782592773438,527.6474609375
1,317.1197204589844,340.87750244140625,345.08795166015625,294.3053894042969,352.3782958984375,421.67889404296875,418.3136291503906,522.2782592773438,527.6474609375
2,320.0633544921875,337.7152099609375,343.6990966796875,289.1247253417969,348.864501953125,423.17327880859375,420.30511474609375,522.2538452148438,526.7471923828125
3,319.9560852050781,334.7725830078125,344.6050720214844,311.5211181640625,348.8822937011719,422.13787841796875,421.3355712890625,524.140869140625,528.0621948242188
4,315.67681884765625,336.082275390625,343.45050048828125,294.1605224609375,341.6121826171875,422.92962646484375,421.6993408203125,499.6622314453125,528.8028564453125
5,315.67681884765625,336.082275390625,343.45050048828125,294.1605224609375,341.6121826171875,422.92962646484375,421.6993408203125,499.6622314453125,528.8028564453125
6,314.59552001953125,337.9585266113281,340.5899353027344,337.13958740234375,328.3580017089844,423.9479064941406,422.23980712890625,525.7486572265625,527.0516357421875
7,313.2200927734375,334.9486999511719,341.46807861328125,333.3817138671875,336.9964599609375,420.2392578125,422.1986389160156,526.11669921875,527.4342041015625
8,313.85906982421875,336.318115234375,346.56231689453125,345.8514099121094,345.8050842285156,420.55242919921875,422.39508056640625,527.0078125,527.0703125
9,313.85906982421875,336.318115234375,346.56231689453125,345.8514099121094,345.8050842285156,420.55242919921875,422.39508056640625,527.0078125,527.0703125
10,325.7820129394531,348.2276916503906,346.43914794921875,381.4364013671875,381.1452941894531,420.74072265625,423.9495544433594,528.112548828125,526.9814453125
11,325.3792724609375,349.766357421875,344.5174560546875,367.40460205078125,368.49420166015625,423.58758544921875,423.3995056152344,527.539794921875,499.9114685058594
12,325.3792724609375,349.766357421875,344.5174560546875,367.40460205078125,368.49420166015625,423.58758544921875,423.3995056152344,527.539794921875,499.9114685058594
13,316.011962890625,348.5303955078125,345.0960693359375,404.6011047363281,410.4615478515625,424.09625244140625,423.3092041015625,528.750732421875,500.3999328613281
