,LEFT_EYE_OUTER_POS,LEFT_EYE_OUTER_DIST,RIGHT_EYE_OUTER_POS,RIGHT_EYE_OUTER_DIST,LEFT_SHOULDER_POS,LEFT_SHOULDER_DIST,RIGHT_SHOULDER_POS,RIGHT_SHOULDER_DIST,LEFT_ELBOW_POS,LEFT_ELBOW_DIST,RIGHT_ELBOW_POS,RIGHT_ELBOW_DIST,LEFT_WRIST_POS,LEFT_WRIST_DIST,RIGHT_WRIST_POS,RIGHT_WRIST_DIST,LEFT_HIP_POS,LEFT_HIP_DIST,RIGHT_HIP_POS,RIGHT_HIP_DIST,LEFT_KNEE_POS,LEFT_KNEE_DIST,RIGHT_KNEE_POS,RIGHT_KNEE_DIST,LEFT_ANKLE_POS,LEFT_ANKLE_DIST,RIGHT_ANKLE_POS,RIGHT_ANKLE_DIST
107,264.182373046875,0.0,253.29888916015625,0.0,281.38262939453125,0.0,241.3992156982422,0.0,303.0405578613281,0.0,225.29312133789062,0.0,286.57415771484375,0.0,225.08099365234375,0.0,272.2313537597656,0.0,249.89939880371094,0.0,269.7722473144531,0.0,249.96737670898438,0.0,259.7545166015625,0.0,262.1263122558594,0.0
108,265.7618408203125,1.5794677734375,254.63636779785156,1.3374786376953125,282.8292236328125,1.44659423828125,241.4114532470703,0.012237548828125,309.2507019042969,6.21014404296875,225.23709106445312,-0.0560302734375,288.7768859863281,2.202728271484375,229.6739959716797,4.5930023193359375,274.7415771484375,2.510223388671875,252.19224548339844,2.2928466796875,270.6327819824219,0.86053466796875,249.01416015625,-0.953216552734375,260.0284729003906,0.273956298828125,262.2203674316406,0.09405517578125
109,265.7618408203125,0.0,254.63636779785156,0.0,282.8292236328125,0.0,241.4114532470703,0.0,309.2507019042969,0.0,225.23709106445312,0.0,288.7768859863281,0.0,229.6739959716797,0.0,274.7415771484375,0.0,252.19224548339844,0.0,270.6327819824219,0.0,249.01416015625,0.0,260.0284729003906,0.0,262.2203674316406,0.0
110,265.7618408203125,0.0,254.63636779785156,0.0,282.8292236328125,0.0,241.4114532470703,0.0,309.2507019042969,0.0,225.23709106445312,0.0,288.7768859863281,0.0,229.6739959716797,0.0,274.7415771484375,0.0,252.19224548339844,0.0,270.6327819824219,0.0,249.01416015625,0.0,260.0284729003906,0.0,262.2203674316406,0.0
111,274.0374450683594,8.275604248046875,266.3272705078125,11.690902709960938,283.2226867675781,0.393463134765625,241.4994659423828,0.0880126953125,311.18560791015625,1.934906005859375,225.46165466308594,0.2245635986328125,331.41009521484375,42.633209228515625,229.920654296875,0.2466583251953125,274.1829528808594,-0.558624267578125,251.11453247070312,-1.0777130126953125,270.98321533203125,0.350433349609375,247.8750762939453,-1.1390838623046875,259.7148742675781,-0.3135986328125,262.5608825683594,0.34051513671875
112,278.4436950683594,4.40625,271.1997375488281,4.872467041015625,284.2576599121094,1.03497314453125,242.07032775878906,0.57086181640625,307.6089172363281,-3.576690673828125,228.8189239501953,3.357269287109375,330.9644470214844,-0.445648193359375,229.93121337890625,0.01055908203125,273.54681396484375,-0.636138916015625,250.31430053710938,-0.80023193359375,269.66668701171875,-1.3165283203125,246.9945068359375,-0.8805694580078125,258.1192321777344,-1.59564208984375,262.44866943359375,-0.112213134765625
113,284.2319030761719,5.7882080078125,277.4179992675781,6.21826171875,285.3201599121094,1.0625,244.9796142578125,2.9092864990234375,297.2721252441406,-10.3367919921875,231.23995971679688,2.4210357666015625,310.4069519042969,-20.5574951171875,229.62203979492188,-0.309173583984375,272.728759765625,-0.81805419921875,249.91375732421875,-0.400543212890625,270.44476318359375,0.778076171875,246.62298583984375,-0.37152099609375,258.0307922363281,-0.08843994140625,262.6117858886719,0.163116455078125
114,286.8271179199219,2.59521484375,278.3667297363281,0.94873046875,288.87469482421875,3.554534912109375,250.27899169921875,5.29937744140625,277.2479248046875,-20.024200439453125,237.70751953125,6.467559814453125,263.4032287597656,-47.00372314453125,229.68002319335938,0.0579833984375,272.26690673828125,-0.46185302734375,249.619873046875,-0.29388427734375,271.48297119140625,1.0382080078125,245.49607849121094,-1.1269073486328125,256.5882873535156,-1.4425048828125,262.09716796875,-0.514617919921875
115,286.8271179199219,0.0,278.3667297363281,0.0,288.87469482421875,0.0,250.27899169921875,0.0,277.2479248046875,0.0,237.70751953125,0.0,263.4032287597656,0.0,229.68002319335938,0.0,272.26690673828125,0.0,249.619873046875,0.0,271.48297119140625,0.0,245.49607849121094,0.0,256.5882873535156,0.0,262.09716796875,0.0
116,284.2486267089844,-2.5784912109375,274.0097351074219,-4.35699462890625,290.2134094238281,1.338714599609375,256.7086181640625,6.42962646484375,270.7474670410156,-6.500457763671875,240.16192626953125,2.45440673828125,240.21334838867188,-23.18988037109375,229.22296142578125,-0.457061767578125,272.1610412597656,-0.105865478515625,249.42575073242188,-0.194122314453125,270.6019592285156,-0.881011962890625,243.56146240234375,-1.9346160888671875,262.1546630859375,5.566375732421875,261.6462707519531,-0.450897216796875
117,280.98101806640625,-3.267608642578125,269.997314453125,-4.012420654296875,288.2658386230469,-1.94757080078125,256.02777099609375,-0.68084716796875,262.2321472167969,-8.51531982421875,237.21705627441406,-2.9448699951171875,231.31690979003906,-8.896438598632812,225.02085876464844,-4.2021026611328125,272.77239990234375,0.611358642578125,252.46461486816406,3.0388641357421875,273.4045104980469,2.80255126953125,242.68576049804688,-0.875701904296875,301.91796875,39.7633056640625,262.5340576171875,0.887786865234375
118,280.98101806640625,0.0,269.997314453125,0.0,288.2658386230469,0.0,256.02777099609375,0.0,262.2321472167969,0.0,237.21705627441406,0.0,231.31690979003906,0.0,225.02085876464844,0.0,272.77239990234375,0.0,252.46461486816406,0.0,273.4045104980469,0.0,242.68576049804688,0.0,301.91796875,0.0,262.5340576171875,0.0
119,268.5479736328125,-12.43304443359375,262.1981201171875,-7.7991943359375,284.6671142578125,-3.598724365234375,261.0098571777344,4.982086181640625,254.3954620361328,-7.8366851806640625,236.8868865966797,-0.330169677734375,232.6870880126953,1.37017822265625,224.82252502441406,-0.198333740234375,279.3836364746094,6.611236572265625,260.9488525390625,8.484237670898438,291.1010437011719,17.696533203125,241.91607666015625,-0.769683837890625,332.52691650390625,30.60894775390625,263.82818603515625,1.29412841796875
