,NOSE_POS,LEFT_SHOULDER_POS,RIGHT_SHOULDER_POS,LEFT_WRIST_POS,RIGHT_WRIST_POS,LEFT_HIP_POS,RIGHT_HIP_POS,LEFT_ANKLE_POS,RIGHT_ANKLE_POS
0,201.75119018554688,215.97705078125,183.8333740234375,258.59405517578125,150.08297729492188,222.12918090820312,205.5882568359375,204.81219482421875,194.0305938720703
1,216.18695068359375,225.1934356689453,193.64041137695312,270.4207458496094,151.93392944335938,220.16192626953125,205.5319061279297,237.43060302734375,200.0907440185547
2,224.0640106201172,239.55056762695312,207.55398559570312,243.4871826171875,197.49984741210938,234.04440307617188,215.96774291992188,259.4779052734375,200.55006408691406
3,224.0640106201172,239.55056762695312,207.55398559570312,243.4871826171875,197.49984741210938,234.04440307617188,215.96774291992188,259.4779052734375,200.55006408691406
4,237.90298461914062,247.3172607421875,224.4993438720703,248.5848388671875,242.8008575439453,243.79946899414062,227.22779846191406,260.4724426269531,199.2982635498047
5,243.47683715820312,254.66525268554688,229.2093963623047,264.21453857421875,228.27212524414062,250.23291015625,232.65640258789062,260.9047546386719,198.98109436035156
6,250.68411254882812,261.3504943847656,234.8339385986328,269.220703125,230.90960693359375,258.7884826660156,242.5289764404297,261.6135559082031,204.97113037109375
7,256.62249755859375,261.3272705078125,240.60296630859375,281.3941650390625,226.7344207763672,266.14215087890625,252.61099243164062,260.93707275390625,239.57064819335938
8,255.9281463623047,260.7109069824219,241.9497833251953,290.78570556640625,207.55813598632812,267.7747802734375,262.8873596191406,265.0326232910156,266.3465576171875
9,255.9281463623047,260.7109069824219,241.9497833251953,290.78570556640625,207.55813598632812,267.7747802734375,262.8873596191406,265.0326232910156,266.3465576171875
10,250.94839477539062,261.4935302734375,238.4186553955078,284.87060546875,198.1501922607422,275.5115966796875,264.424072265625,261.6620178222656,303.3267517089844
11,246.0431365966797,258.88507080078125,237.24444580078125,282.66412353515625,194.593994140625,276.0386657714844,268.7950439453125,260.4761962890625,306.63433837890625
12,243.4608154296875,240.51040649414062,257.0257263183594,208.64097595214844,281.0610046386719,267.1604309082031,272.9805603027344,263.8907775878906,278.3838806152344
13,250.22723388671875,262.43829345703125,242.32687377929688,273.03399658203125,253.00535583496094,269.4544982910156,261.4244689941406,261.8963623046875,245.5543670654297
14,257.6819763183594,269.6933288574219,245.0245819091797,276.8973083496094,278.0493469238281,265.9151916503906,254.7338104248047,261.6461486816406,203.97409057617188
15,263.8570556640625,260.81817626953125,248.54318237304688,262.89471435546875,275.91949462890625,259.262451171875,249.40066528320312,260.7294921875,201.15478515625
16,266.56536865234375,269.8284606933594,244.9143829345703,273.2200012207031,252.79615783691406,260.4403991699219,245.27114868164062,261.0567321777344,201.66270446777344
17,269.5052795410156,272.53143310546875,244.4917449951172,275.5941162109375,238.72860717773438,263.6929931640625,245.395263671875,261.3557434082031,215.4249267578125
18,264.3091735839844,266.45196533203125,253.80886840820312,250.85675048828125,245.18450927734375,265.448974609375,258.2578430175781,267.51287841796875,269.6095886230469
19,257.7560729980469,265.17620849609375,248.9297332763672,293.44097900390625,231.34170532226562,268.2044677734375,261.39764404296875,265.2257385253906,290.39959716796875
20,257.8756103515625,269.32232666015625,247.74127197265625,289.3082275390625,259.25341796875,266.3797302246094,258.87744140625,258.2852783203125,264.31903076171875
21,261.8409729003906,273.418212890625,248.39486694335938,280.8678894042969,270.31768798828125,265.8245544433594,253.8544464111328,259.6272277832031,249.19247436523438
22,261.89508056640625,272.260498046875,247.30787658691406,278.79046630859375,252.60543823242188,264.89776611328125,248.03701782226562,260.7022399902344,248.20895385742188
23,261.89508056640625,272.260498046875,247.30787658691406,278.79046630859375,252.60543823242188,264.89776611328125,248.03701782226562,260.7022399902344,248.20895385742188
24,255.30316162109375,270.02044677734375,242.62530517578125,286.2088317871094,252.050048828125,264.8012390136719,247.16390991210938,260.65374755859375,247.964599609375
25,241.77171325683594,268.3096618652344,240.2863006591797,286.59832763671875,257.5528869628906,263.8518371582031,246.01605224609375,258.20269775390625,246.95709228515625
26,246.67906188964844,267.8789978027344,237.06605529785156,283.5209045410156,229.04246520996094,265.41497802734375,247.3094024658203,261.3599853515625,246.81100463867188
27,246.67906188964844,267.8789978027344,237.06605529785156,283.5209045410156,229.04246520996094,265.41497802734375,247.3094024658203,261.3599853515625,246.81100463867188
28,248.86642456054688,267.3829650878906,238.62799072265625,248.07821655273438,211.61622619628906,269.55218505859375,252.22445678710938,279.26397705078125,263.2883605957031
29,246.58404541015625,259.3123474121094,247.71315002441406,230.8409881591797,226.7787322998047,269.63214111328125,260.5199279785156,300.6385498046875,268.9814453125
30,246.63636779785156,262.511962890625,243.93617248535156,241.52406311035156,229.75665283203125,275.3287048339844,260.68426513671875,295.03839111328125,270.5084228515625
31,253.46701049804688,268.56793212890625,243.83370971679688,299.36395263671875,232.01097106933594,278.78729248046875,264.3509521484375,284.6683044433594,269.6169128417969
32,255.6387176513672,267.8785705566406,245.7534637451172,290.3122863769531,267.22760009765625,280.5819091796875,267.48431396484375,268.2256774902344,270.444580078125
33,255.01304626464844,246.49508666992188,265.8583984375,247.39968872070312,253.77777099609375,273.7621154785156,280.49090576171875,265.5434875488281,268.7498474121094
34,254.78884887695312,266.4088134765625,255.1215362548828,241.8981170654297,211.08349609375,277.230712890625,270.3265686035156,283.49493408203125,262.0950622558594
35,254.78884887695312,266.4088134765625,255.1215362548828,241.8981170654297,211.08349609375,277.230712890625,270.3265686035156,283.49493408203125,262.0950622558594
36,251.81069946289062,268.01837158203125,250.0050506591797,237.2732391357422,211.48988342285156,278.6080627441406,269.1867370605469,308.8865051269531,260.3236389160156
37,251.07476806640625,262.25048828125,255.29656982421875,231.48980712890625,225.90582275390625,277.74554443359375,269.0355224609375,320.82440185546875,259.52069091796875
38,256.5745544433594,274.437255859375,255.00314331054688,242.54019165039062,224.20323181152344,282.77783203125,268.04864501953125,319.1291198730469,259.3111267089844
39,276.9298095703125,290.9065856933594,261.4998474121094,292.451904296875,235.2465057373047,290.49090576171875,272.60040283203125,316.8750915527344,254.47549438476562
40,289.83978271484375,299.0584716796875,271.0456237792969,319.48162841796875,279.6050109863281,296.21160888671875,278.7406005859375,318.278564453125,248.13116455078125
41,311.36883544921875,299.9654541015625,292.0489807128906,311.64691162109375,317.5987243652344,298.70965576171875,285.26727294921875,319.3118896484375,246.8992156982422
42,312.70025634765625,298.35333251953125,297.60198974609375,321.2597351074219,326.5500183105469,296.7081604003906,288.46453857421875,319.1080322265625,245.20326232910156
43,305.17645263671875,303.315673828125,290.7919616699219,339.85369873046875,284.341064453125,296.7705993652344,285.8066711425781,319.45123291015625,246.71774291992188
44,281.0065612792969,296.0853576660156,282.4831237792969,333.60174560546875,239.60487365722656,293.7601623535156,283.4189147949219,323.7538757324219,261.51171875
