,NOSE_POS,LEFT_SHOULDER_POS,RIGHT_SHOULDER_POS,LEFT_WRIST_POS,RIGHT_WRIST_POS,LEFT_HIP_POS,RIGHT_HIP_POS,LEFT_ANKLE_POS,RIGHT_ANKLE_POS
0,172.78140258789062,219.94171142578125,185.83956909179688,214.5475616455078,170.4603729248047,223.26373291015625,197.67916870117188,284.3813781738281,166.2490997314453
1,160.7410430908203,203.009521484375,184.9918212890625,199.64047241210938,172.8096923828125,220.64129638671875,200.85400390625,286.8533935546875,167.23365783691406
2,160.7410430908203,203.009521484375,184.9918212890625,199.64047241210938,172.8096923828125,220.64129638671875,200.85400390625,286.8533935546875,167.23365783691406
3,168.44081115722656,208.9619140625,185.19859313964844,175.27777099609375,162.33265686035156,226.73248291015625,203.5762939453125,289.68084716796875,163.51573181152344
4,174.58950805664062,213.54598999023438,187.02638244628906,177.17481994628906,152.4942169189453,225.8759307861328,202.3503875732422,287.5269775390625,159.82386779785156
5,174.37045288085938,213.40269470214844,185.49710083007812,176.4179229736328,146.00355529785156,224.50277709960938,200.37783813476562,286.58831787109375,156.08450317382812
6,165.9973907470703,205.62191772460938,178.43038940429688,169.76885986328125,127.81160736083984,223.3733367919922,199.81288146972656,285.694580078125,160.386474609375
7,164.78195190429688,204.1193084716797,175.88572692871094,172.1155242919922,123.02066802978516,224.36778259277344,201.70681762695312,285.04412841796875,162.1434326171875
8,164.78195190429688,204.1193084716797,175.88572692871094,172.1155242919922,123.02066802978516,224.36778259277344,201.70681762695312,285.04412841796875,162.1434326171875
9,168.69778442382812,208.7415313720703,177.7294464111328,177.0582275390625,125.16220092773438,225.1988983154297,201.91220092773438,284.1575012207031,161.73471069335938
10,170.423095703125,210.2940673828125,179.8964080810547,174.77940368652344,122.3021240234375,225.98416137695312,202.79986572265625,284.0884094238281,161.98660278320312
11,167.8592529296875,207.02357482910156,178.99569702148438,169.88633728027344,122.7778549194336,225.46170043945312,203.2999725341797,284.0074768066406,161.76165771484375
